Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.029676363636363636,0.0,0.00028,0.0,0.10892,0.0,0.10852,0.0,0.0,0.10852,0.0002,0.0
NN-1,0.029709090909090907,0.0,0.00052,0.0,0.10896,0.0,0.10856,0.0,0.0,0.10856,0.0002,0.0
NN-2,0.029778181818181818,0.0,0.00052,0.0,0.1092,0.0,0.1088,0.0,0.0,0.1088,0.00024,0.0
NN-3,0.029690909090909087,0.0,0.00068,0.0,0.10884,0.0,0.10844,0.0,0.0,0.10844,0.0002,0.0
NN-4,0.02959272727272727,0.0,0.00092,0.0,0.10844,0.0,0.10804,0.0,0.0,0.10804,8e-05,0.0
NN-5,0.029847272727272733,0.0,0.00064,0.0,0.10932,0.0,0.10892,0.0,0.0,0.10892,0.00052,0.0
NN-6,0.029814545454545458,0.0,0.00056,0.0,0.10928,0.0,0.10888,0.0,0.0,0.10888,0.00036,0.0
NN-7,0.029749090909090906,4e-05,0.00044,0.0,0.10908,0.0,0.10868,0.0,0.0,0.10868,0.00032,0.0
NN-8,0.029727272727272727,0.0,0.00076,0.0,0.10896,0.0,0.10856,0.0,0.0,0.10856,0.00016,0.0
NN-9,0.029774545454545456,0.0,0.0004,0.0,0.10928,0.0,0.10888,0.0,0.0,0.10888,8e-05,0.0
NN-10,0.029785454545454546,0.0,0.00044,0.0,0.10924,0.0,0.10884,0.0,0.0,0.10884,0.00028,0.0
NN-11,0.029676363636363636,0.0,0.00076,0.0,0.1088,0.0,0.10836,0.0,0.0,0.10836,0.00016,0.0
NN-12,0.02967272727272727,4e-05,0.00044,0.0,0.10884,0.0,0.10844,0.0,0.0,0.10844,0.0002,0.0
NN-13,0.029781818181818184,0.0,0.00036,0.0,0.10924,0.0,0.10884,0.0,0.0,0.10884,0.00032,0.0
NN-14,0.029698181818181815,0.0,0.0006,0.0,0.10888,0.0,0.10848,0.0,0.0,0.10848,0.00024,0.0
NN-15,0.029698181818181815,4e-05,0.0006,0.0,0.10888,0.0,0.10844,0.0,0.0,0.10844,0.00028,0.0
NN-16,0.02970909090909091,0.0,0.00068,0.0,0.10888,0.0,0.10848,0.0,0.0,0.10848,0.00028,0.0
NN-17,0.029679999999999998,0.0,0.00072,0.0,0.1088,0.0,0.1084,0.0,0.0,0.1084,0.00016,0.0
NN-18,0.02968363636363636,0.0,0.00052,0.0,0.10888,0.0,0.10848,0.0,0.0,0.10848,0.00016,0.0
NN-19,0.029759999999999998,0.0,0.00068,0.0,0.10908,0.0,0.10868,0.0,0.0,0.10868,0.00024,0.0
Random Choice,0.2627963636363636,0.14772,0.80044,0.0,0.3706,0.23808,0.35864,0.00256,0.23808,0.35864,0.376,0.0
Borda ranking,0.02926181818181818,0.0,0.1362,0.0,0.04932,0.01912,0.04904,0.0,0.01912,0.04904,4e-05,0.0
Plurality ranking,0.11784727272727274,0.03492,0.61932,0.0,0.00548,0.16976,0.0,0.0,0.16976,0.0,0.29708,0.0
STV,0.12536363636363634,0.00896,0.4874,0.0,0.21924,0.11052,0.21552,0.00024,0.11052,0.21552,0.01108,0.0
Approval Voting (AV),0.06243272727272728,0.00044,0.15556,0.0,0.17824,0.0,0.17624,4e-05,0.0,0.17624,0.0,0.0
Proportional Approval Voting (PAV),0.06243272727272728,0.00044,0.15556,0.0,0.17824,0.0,0.17624,4e-05,0.0,0.17624,0.0,0.0
Approval Chamberlin-Courant (CC),0.26609818181818184,0.1498,0.81116,0.0,0.37652,0.23972,0.36328,0.00356,0.23972,0.36328,0.38004,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.06243272727272728,0.00044,0.15556,0.0,0.17824,0.0,0.17624,4e-05,0.0,0.17624,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2580945454545454,0.13656,0.80308,0.0,0.36624,0.23572,0.35348,0.00336,0.23572,0.35348,0.3514,0.0
Monroe's Approval Rule (Monroe),0.26569090909090903,0.14968,0.81024,0.0,0.37616,0.2388,0.363,0.00352,0.2388,0.363,0.3794,0.0
Greedy Monroe,0.10108363636363636,0.004,0.35028,0.0,0.22056,0.05116,0.21712,0.00052,0.05116,0.21712,0.0,0.0
Minimax Approval Voting (MAV),0.26609818181818184,0.1498,0.81116,0.0,0.37652,0.23972,0.36328,0.00356,0.23972,0.36328,0.38004,0.0
