Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.40484000000000003,0.1406,0.84128,0.0,0.43832,0.76036,0.39792,0.0004,0.76036,0.39792,0.71608,0.0
Borda ranking,0.03586909090909091,0.0,0.13152,0.0,0.0,0.13152,0.0,0.0,0.13152,0.0,0.0,0.0
Plurality ranking,0.11185818181818181,0.0,0.4038,0.0,0.0,0.40068,0.0,0.0,0.40068,0.0,0.02528,0.0
STV,0.10383272727272728,0.0,0.38072,0.0,0.0,0.38072,0.0,0.0,0.38072,0.0,0.0,0.0
Approval Voting (AV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.40360727272727276,0.14216,0.83944,0.0,0.43704,0.75828,0.39676,0.00044,0.75828,0.39676,0.71052,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.4043127272727273,0.1382,0.84104,0.0,0.43692,0.76,0.39764,0.00028,0.76,0.39764,0.71572,0.0
Monroe's Approval Rule (Monroe),0.40360727272727276,0.14216,0.83944,0.0,0.43704,0.75828,0.39676,0.00044,0.75828,0.39676,0.71052,0.0
Greedy Monroe,0.08607272727272727,0.0,0.3156,0.0,0.0,0.3156,0.0,0.0,0.3156,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.40360727272727276,0.14216,0.83944,0.0,0.43704,0.75828,0.39676,0.00044,0.75828,0.39676,0.71052,0.0
