Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.05342909090909091,0.0,0.03184,0.00012,0.15016,4e-05,0.21348,0.00452,0.0074,0.1236,0.05656,0.0
NN-1,0.05302181818181819,4e-05,0.03176,0.00012,0.14852,0.0002,0.21224,0.00384,0.00792,0.12216,0.05644,0.0
NN-2,0.05208363636363636,0.0,0.02536,8e-05,0.1492,0.0,0.21028,0.00408,0.00684,0.12236,0.05472,0.0
NN-3,0.05306545454545455,0.0,0.0292,8e-05,0.15036,4e-05,0.21248,0.00392,0.00788,0.12348,0.05628,0.0
NN-4,0.05536727272727273,0.0,0.03284,0.00012,0.15512,8e-05,0.21992,0.00544,0.0084,0.12828,0.05884,0.0
NN-5,0.05251636363636363,4e-05,0.02696,8e-05,0.14916,0.0,0.21212,0.00396,0.00724,0.12256,0.05556,0.0
NN-6,0.051407272727272725,0.0,0.02432,0.00012,0.1472,0.0,0.20768,0.0036,0.00768,0.1208,0.05408,0.0
NN-7,0.05253454545454545,4e-05,0.028,0.00012,0.14924,0.0,0.21136,0.00412,0.007,0.12244,0.05556,0.0
NN-8,0.051065454545454546,4e-05,0.0276,0.00012,0.14492,0.0,0.20632,0.00296,0.00728,0.11824,0.05424,0.0
NN-9,0.05124,0.0,0.02436,0.00012,0.14704,0.0,0.20812,0.00344,0.0066,0.12076,0.0532,0.0
NN-10,0.05095272727272727,0.0,0.02516,0.00012,0.14532,0.0,0.20648,0.00328,0.00688,0.11896,0.05428,0.0
NN-11,0.05437818181818181,8e-05,0.03152,0.00012,0.15228,8e-05,0.21776,0.00416,0.00812,0.12568,0.05836,0.0
NN-12,0.053090909090909084,0.0,0.0344,0.00012,0.14868,0.0002,0.2122,0.0038,0.00672,0.12196,0.05592,0.0
NN-13,0.05237454545454545,0.0,0.02744,0.00012,0.14908,4e-05,0.21064,0.00404,0.00688,0.12256,0.05532,0.0
NN-14,0.054818181818181815,0.0,0.03828,0.00012,0.15112,0.00028,0.21608,0.00404,0.0082,0.12452,0.06036,0.0
NN-15,0.0524,4e-05,0.03032,0.00012,0.14808,4e-05,0.20952,0.0038,0.00708,0.12152,0.05588,0.0
NN-16,0.05697818181818182,8e-05,0.04348,0.00012,0.15608,0.00032,0.22288,0.00476,0.00896,0.1286,0.06148,0.0
NN-17,0.05557090909090909,0.0,0.03764,8e-05,0.15376,0.00032,0.21908,0.00464,0.00848,0.1268,0.06048,0.0
NN-18,0.050432727272727275,4e-05,0.02452,8e-05,0.14352,0.0,0.206,0.00308,0.007,0.11748,0.05304,0.0
NN-19,0.04922909090909091,0.0,0.0228,8e-05,0.14248,4e-05,0.20056,0.00284,0.00608,0.11652,0.05012,0.0
Random Choice,0.35560363636363634,0.01732,0.71268,0.00016,0.60932,0.40756,0.63532,0.2916,0.21572,0.49456,0.49484,0.03256
Borda ranking,0.04796363636363636,0.0,0.15552,4e-05,0.0816,0.07136,0.10012,0.00256,0.0002,0.06276,0.05344,0.0
Plurality ranking,0.1604509090909091,0.00012,0.64836,0.0,0.18904,0.39,0.0024,0.0,0.16348,0.0,0.34008,0.03148
STV,0.06376363636363637,0.00088,0.20172,0.00016,0.12316,0.04012,0.17392,0.0234,0.02236,0.1058,0.00988,0.0
Approval Voting (AV),0.047781818181818175,0.0,0.09792,0.00016,0.1384,0.0,0.17544,0.00108,0.0016,0.111,0.0,0.0
Proportional Approval Voting (PAV),0.06913454545454546,0.0,0.20632,0.00016,0.161,0.05208,0.16776,0.02084,0.01756,0.13476,0.0,0.0
Approval Chamberlin-Courant (CC),0.3305381818181818,0.00024,0.70832,0.00012,0.57716,0.40864,0.52196,0.26796,0.1986,0.45812,0.46188,0.03292
Lexicographic Chamberlin-Courant (lex-CC),0.18656363636363638,0.0,0.58988,0.00016,0.35068,0.33104,0.30024,0.12488,0.09168,0.26364,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2955927272727273,0.0,0.68704,0.00016,0.51968,0.4002,0.45656,0.22692,0.18028,0.40316,0.34472,0.0328
Monroe's Approval Rule (Monroe),0.12888,0.0,0.38616,0.00012,0.2366,0.1302,0.2478,0.06916,0.04144,0.20168,0.10452,0.0
Greedy Monroe,0.10647272727272727,0.0,0.34484,0.00016,0.20516,0.1332,0.20688,0.04976,0.04076,0.1708,0.01964,0.0
Minimax Approval Voting (MAV),0.2835127272727273,0.00048,0.67116,0.00012,0.505,0.3734,0.48016,0.21392,0.15724,0.4018,0.31536,0.0
