Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.015443636363636364,0.0,0.00252,0.0,0.0594,0.0,0.06892,0.0,0.0,0.03612,0.00292,0.0
NN-1,0.015552727272727274,0.0,0.00276,0.0,0.05956,0.0,0.06948,0.0,0.0,0.0364,0.00288,0.0
NN-2,0.015541818181818183,0.0,0.0036,0.0,0.05956,0.0,0.06896,0.0,0.0,0.03616,0.00268,0.0
NN-3,0.015399999999999997,0.0,0.00232,0.0,0.05916,0.0,0.06912,0.0,0.0,0.03612,0.00268,0.0
NN-4,0.01561090909090909,0.0,0.00292,0.0,0.05964,0.0,0.06944,0.0,0.0,0.0364,0.00332,0.0
NN-5,0.015563636363636361,0.0,0.00352,0.0,0.05948,0.0,0.06892,0.0,0.0,0.0364,0.00288,0.0
NN-6,0.015581818181818181,0.0,0.00348,0.0,0.05956,0.0,0.06936,0.0,0.0,0.03632,0.00268,0.0
NN-7,0.015600000000000001,0.0,0.00312,0.0,0.0596,0.0,0.06932,8e-05,0.0,0.0364,0.00308,0.0
NN-8,0.01562909090909091,0.0,0.0022,0.0,0.05996,0.0,0.06972,4e-05,0.0,0.0366,0.0034,0.0
NN-9,0.01576,0.0,0.00228,0.0,0.0602,0.0,0.07016,4e-05,4e-05,0.03672,0.00392,0.0
NN-10,0.015414545454545457,0.0,0.00224,0.0,0.05944,0.0,0.06888,0.0,0.0,0.0362,0.0028,0.0
NN-11,0.015458181818181817,0.0,0.00264,0.0,0.0594,0.0,0.06912,0.0,0.0,0.03624,0.00264,0.0
NN-12,0.015483636363636361,0.0,0.00228,0.0,0.05964,0.0,0.06928,0.0,0.0,0.03624,0.00288,0.0
NN-13,0.015552727272727274,0.0,0.0016,0.0,0.05988,0.0,0.06968,4e-05,0.0,0.0366,0.00328,0.0
NN-14,0.01557090909090909,0.0,0.00176,0.0,0.05968,0.0,0.0696,8e-05,0.0,0.03656,0.0036,0.0
NN-15,0.01573090909090909,0.0,0.00504,0.0,0.05976,0.0,0.06932,0.0,0.0,0.0364,0.00252,0.0
NN-16,0.015614545454545457,0.0,0.00268,0.0,0.05976,0.0,0.06948,4e-05,8e-05,0.03652,0.0032,0.0
NN-17,0.015454545454545455,0.0,0.0026,0.0,0.05944,0.0,0.06896,0.0,0.0,0.03616,0.00284,0.0
NN-18,0.01565090909090909,0.0,0.0044,0.0,0.0596,0.0,0.06928,0.0,0.0,0.03636,0.00252,0.0
NN-19,0.015658181818181818,0.0,0.00248,0.0,0.06004,0.0,0.0698,0.0,0.0,0.03668,0.00324,0.0
Random Choice,0.24378181818181827,0.08684,0.87044,0.0,0.32744,0.10356,0.40124,0.02364,0.23532,0.26888,0.36424,0.0
Borda ranking,0.02482181818181818,0.0,0.14424,0.0,0.04576,0.01584,0.038,0.0,0.00072,0.02628,0.0022,0.0
Plurality ranking,0.0928109090909091,0.01356,0.6466,0.0,0.00028,0.06108,0.00172,0.0,0.10456,0.0,0.19312,0.0
STV,0.08033818181818181,0.00432,0.5264,0.0,0.0678,0.02292,0.14048,0.00032,0.06528,0.04544,0.01076,0.0
Approval Voting (AV),0.035716363636363636,0.0,0.15952,0.0,0.08096,0.0,0.09764,0.00012,0.00112,0.05352,0.0,0.0
Proportional Approval Voting (PAV),0.04689454545454545,0.0,0.2606,0.0,0.094,0.0156,0.0794,0.00056,0.0012,0.06448,0.0,0.0
Approval Chamberlin-Courant (CC),0.24452363636363642,0.0884,0.86976,0.0,0.33344,0.1018,0.402,0.02496,0.23284,0.27252,0.36404,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.12294909090909091,0.0,0.6382,0.0,0.21464,0.10772,0.1708,0.01344,0.03724,0.1704,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.19486909090909094,0.01184,0.80432,0.0,0.28832,0.09528,0.32244,0.02028,0.1904,0.233,0.17768,0.0
Monroe's Approval Rule (Monroe),0.18369818181818182,0.02764,0.7824,0.0,0.25468,0.072,0.28476,0.01556,0.09872,0.20344,0.28148,0.0
Greedy Monroe,0.08556363636363638,0.00016,0.45512,0.0,0.14424,0.05836,0.1214,0.00272,0.025,0.10684,0.02736,0.0
Minimax Approval Voting (MAV),0.1567563636363636,0.0232,0.72524,0.0,0.25784,0.1098,0.2426,0.01732,0.0852,0.20716,0.05596,0.0
