Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.06428363636363638,0.0,0.04168,4e-05,0.20612,0.0004,0.22228,0.00084,0.00932,0.16752,0.05888,4e-05
NN-1,0.0585890909090909,0.0,0.02912,4e-05,0.19328,0.00036,0.20836,0.00028,0.00648,0.15552,0.05104,0.0
NN-2,0.059850909090909094,0.0,0.0314,4e-05,0.19724,0.00012,0.21148,0.00028,0.0074,0.15956,0.05084,0.0
NN-3,0.05925818181818183,0.0,0.02972,4e-05,0.19532,0.00016,0.20996,0.00036,0.0074,0.15724,0.05164,0.0
NN-4,0.05720363636363635,0.0,0.02352,4e-05,0.19212,8e-05,0.20532,0.00048,0.0062,0.15488,0.0466,0.0
NN-5,0.05882545454545454,0.0,0.0282,4e-05,0.19436,0.0004,0.20828,0.0006,0.00792,0.156,0.05128,0.0
NN-6,0.06135272727272727,0.0,0.03648,4e-05,0.199,0.00056,0.21448,0.00052,0.00832,0.16024,0.05524,0.0
NN-7,0.06135636363636363,0.0,0.0354,4e-05,0.19912,0.0002,0.21544,0.00096,0.00828,0.16156,0.05392,0.0
NN-8,0.05992363636363637,0.0,0.037,4e-05,0.194,0.00056,0.20952,0.0004,0.00796,0.15636,0.05332,0.0
NN-9,0.061090909090909085,0.0,0.0332,4e-05,0.19932,0.00048,0.21516,0.00088,0.00712,0.16132,0.05448,0.0
NN-10,0.060869090909090914,0.0,0.03096,4e-05,0.19952,0.0002,0.2146,0.00072,0.00784,0.16116,0.05452,0.0
NN-11,0.059629090909090916,0.0,0.0324,4e-05,0.19532,0.00044,0.21032,0.0004,0.00768,0.15736,0.05196,0.0
NN-12,0.06221818181818182,0.0,0.04052,4e-05,0.19972,0.00068,0.21588,0.00068,0.00896,0.161,0.05692,0.0
NN-13,0.060287272727272724,0.0,0.03408,4e-05,0.19564,0.0004,0.2112,0.00044,0.00828,0.15804,0.05504,0.0
NN-14,0.06058545454545454,0.0,0.0338,4e-05,0.19768,0.00044,0.21376,0.00072,0.00672,0.1598,0.05348,0.0
NN-15,0.06252727272727274,0.0,0.03984,4e-05,0.201,0.0008,0.21804,0.0006,0.00824,0.16248,0.05676,0.0
NN-16,0.0581781818181818,0.0,0.02916,4e-05,0.19132,0.00024,0.20596,0.00048,0.00704,0.1538,0.05192,0.0
NN-17,0.06027636363636364,0.0,0.03316,4e-05,0.19668,0.00048,0.21208,0.00052,0.00712,0.15912,0.05384,0.0
NN-18,0.061880000000000004,0.0,0.03948,4e-05,0.19984,0.00036,0.2154,0.0006,0.00828,0.16124,0.05544,0.0
NN-19,0.06333090909090909,0.0,0.0422,4e-05,0.2032,0.00092,0.21852,0.00104,0.00832,0.16476,0.05764,0.0
Random Choice,0.3602036363636364,0.01844,0.7088,4e-05,0.6898,0.41036,0.57984,0.22308,0.2928,0.50532,0.49732,0.03644
Borda ranking,0.05301454545454545,0.0,0.15088,4e-05,0.11328,0.06932,0.11216,0.00012,0.00284,0.08356,0.05096,0.0
Plurality ranking,0.1857563636363636,0.0,0.66744,0.0,0.29232,0.40104,0.00128,0.0,0.24952,0.0,0.39608,0.03564
STV,0.09043999999999999,0.00144,0.24008,4e-05,0.21796,0.05584,0.22476,0.02392,0.04296,0.17324,0.0146,0.0
Approval Voting (AV),0.07088727272727273,0.0,0.09216,4e-05,0.23784,0.0,0.25008,0.00192,0.00108,0.19664,0.0,0.0
Proportional Approval Voting (PAV),0.08089818181818181,0.0,0.15664,4e-05,0.24408,0.02688,0.2418,0.01024,0.01144,0.19876,0.0,0.0
Approval Chamberlin-Courant (CC),0.3592981818181818,0.01772,0.70868,4e-05,0.68812,0.40964,0.57936,0.2212,0.29072,0.50416,0.49596,0.03668
Lexicographic Chamberlin-Courant (lex-CC),0.19938909090909088,0.0,0.58324,4e-05,0.44096,0.32908,0.3288,0.09272,0.12472,0.29372,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.3291163636363636,0.0072,0.69496,4e-05,0.64236,0.40488,0.5136,0.19088,0.26548,0.45284,0.41144,0.0366
Monroe's Approval Rule (Monroe),0.20490545454545453,0.00136,0.47944,4e-05,0.42568,0.19024,0.41036,0.0806,0.09744,0.338,0.2308,0.0
Greedy Monroe,0.11964727272727273,0.0,0.31308,4e-05,0.28736,0.11676,0.26812,0.03492,0.04612,0.22184,0.02788,0.0
Minimax Approval Voting (MAV),0.28974181818181816,0.00024,0.6628,4e-05,0.58592,0.37268,0.46772,0.1588,0.21036,0.41476,0.31384,0.0
