Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.02442909090909091,0.0,0.00016,4e-05,0.11452,0.0,0.07696,0.0,0.0,0.07696,8e-05,0.0
NN-1,0.024461818181818182,4e-05,0.00044,4e-05,0.1146,0.0,0.07692,0.0,0.0,0.07692,0.00012,0.0
NN-2,0.024465454545454544,0.0,0.0002,4e-05,0.11468,0.0,0.07708,0.0,0.0,0.07708,4e-05,0.0
NN-3,0.024399999999999998,0.0,0.00028,4e-05,0.11432,0.0,0.07672,0.0,0.0,0.07672,0.00032,0.0
NN-4,0.024370909090909096,8e-05,0.00028,4e-05,0.11408,0.0,0.0766,0.0,0.0,0.0766,0.0004,0.0
NN-5,0.024454545454545455,0.0,0.00048,4e-05,0.11452,0.0,0.07692,0.0,0.0,0.07692,0.00012,0.0
NN-6,0.024465454545454547,4e-05,0.0004,4e-05,0.1144,0.0,0.07692,0.0,0.0,0.07692,0.0004,0.0
NN-7,0.024429090909090904,0.00016,0.0006,4e-05,0.11416,0.0,0.07656,0.0,0.0,0.07656,0.00064,0.0
NN-8,0.024458181818181813,0.0,0.00012,4e-05,0.1146,0.0,0.07704,0.0,0.0,0.07704,0.0002,0.0
NN-9,0.024439999999999996,0.00016,0.00056,4e-05,0.11416,0.0,0.07672,0.0,0.0,0.07672,0.00048,0.0
NN-10,0.02448,0.0,0.00016,4e-05,0.11476,0.0,0.07708,0.0,0.0,0.07708,0.00016,0.0
NN-11,0.024469090909090906,0.0,0.00044,4e-05,0.11456,0.0,0.07696,0.0,0.0,0.07696,0.0002,0.0
NN-12,0.024501818181818184,0.0,0.0002,4e-05,0.11484,0.0,0.07716,0.0,0.0,0.07716,0.00012,0.0
NN-13,0.024454545454545455,0.0,0.00072,4e-05,0.11432,0.0,0.07688,0.0,0.0,0.07688,0.00016,0.0
NN-14,0.024505454545454542,8e-05,0.0002,4e-05,0.11464,0.0,0.07708,0.0,0.0,0.07708,0.00044,0.0
NN-15,0.02447272727272727,0.0,0.00016,4e-05,0.11464,0.0,0.07712,0.0,0.0,0.07712,0.00012,0.0
NN-16,0.02445454545454545,0.0,0.0002,4e-05,0.11456,0.0,0.077,0.0,0.0,0.077,0.0002,0.0
NN-17,0.024421818181818187,0.0,0.00024,4e-05,0.1144,0.0,0.07684,0.0,0.0,0.07684,0.00028,0.0
NN-18,0.024410909090909094,4e-05,8e-05,4e-05,0.11456,0.0,0.07684,0.0,0.0,0.07684,0.00012,0.0
NN-19,0.024541818181818185,0.0,0.00032,4e-05,0.11476,0.0,0.07716,0.0,0.0,0.07716,0.00052,0.0
Random Choice,0.24490545454545457,0.18264,0.76824,8e-05,0.36592,0.23552,0.3016,0.0108,0.23552,0.3016,0.29204,0.0
Borda ranking,0.026334545454545454,0.0,0.13696,0.0,0.05116,0.02236,0.02836,0.0,0.02236,0.02836,0.00012,0.0
Plurality ranking,0.10426181818181819,0.03912,0.55744,0.0,0.00224,0.17008,0.0,0.0,0.17008,0.0,0.20792,0.0
STV,0.11216727272727271,0.01768,0.4712,0.0,0.20284,0.11088,0.15576,0.00092,0.11088,0.15576,0.00792,0.0
Approval Voting (AV),0.060287272727272724,0.00224,0.1654,4e-05,0.19748,0.0,0.14876,0.00048,0.0,0.14876,0.0,0.0
Proportional Approval Voting (PAV),0.060287272727272724,0.00224,0.1654,4e-05,0.19748,0.0,0.14876,0.00048,0.0,0.14876,0.0,0.0
Approval Chamberlin-Courant (CC),0.2453127272727273,0.17864,0.76712,4e-05,0.36676,0.23616,0.30532,0.01108,0.23616,0.30532,0.29184,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.060287272727272724,0.00224,0.1654,4e-05,0.19748,0.0,0.14876,0.00048,0.0,0.14876,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.23094909090909088,0.14,0.75044,8e-05,0.36244,0.23268,0.30184,0.01136,0.23268,0.30184,0.20708,0.0
Monroe's Approval Rule (Monroe),0.24446545454545454,0.1782,0.7654,4e-05,0.3658,0.23444,0.30448,0.01084,0.23444,0.30448,0.291,0.0
Greedy Monroe,0.09546545454545453,0.00948,0.33868,8e-05,0.23164,0.05428,0.18008,0.00152,0.05428,0.18008,0.0,0.0
Minimax Approval Voting (MAV),0.2453127272727273,0.17864,0.76712,4e-05,0.36676,0.23616,0.30532,0.01108,0.23616,0.30532,0.29184,0.0
