,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4818752,0.08276959999999998,0.29492719999999994,0.21584719999999996,0.12124,0.1920424,0.3204496,0.30910079999999995,0.30514,0.250976,0.24807119999999996,0.42220640000000004
Random Choice,0.4818752,0.0,0.481328,0.482544,0.480464,0.481824,0.4792,0.482224,0.481088,0.479456,0.480576,0.48008,0.481248
Borda ranking,0.08276959999999998,0.481328,0.0,0.303744,0.230048,0.141968,0.162672,0.289856,0.274944,0.270544,0.221248,0.212736,0.426784
Plurality ranking,0.29492719999999994,0.482544,0.303744,0.0,0.215552,0.271136,0.32816,0.418624,0.410512,0.411856,0.349696,0.363712,0.470288
STV,0.21584719999999996,0.480464,0.230048,0.215552,0.0,0.18624,0.261616,0.368752,0.360336,0.361936,0.302896,0.30896,0.447536
Approval Voting (AV),0.12124,0.481824,0.141968,0.271136,0.18624,0.0,0.154208,0.297264,0.284096,0.285248,0.2164,0.221696,0.422816
Proportional Approval Voting (PAV),0.1920424,0.4792,0.162672,0.32816,0.261616,0.154208,0.0,0.166688,0.147936,0.18304,0.111824,0.115376,0.390384
Approval Chamberlin-Courant (CC),0.3204496,0.482224,0.289856,0.418624,0.368752,0.297264,0.166688,0.0,0.025072,0.135072,0.160544,0.158528,0.348352
Lexicographic Chamberlin-Courant (lex-CC),0.30910079999999995,0.481088,0.274944,0.410512,0.360336,0.284096,0.147936,0.025072,0.0,0.11272,0.153456,0.14096,0.3636
Sequential Approval Chamberlin-Courant (seq-CC),0.30514,0.479456,0.270544,0.411856,0.361936,0.285248,0.18304,0.135072,0.11272,0.0,0.243136,0.087616,0.397408
Monroe's Approval Rule (Monroe),0.250976,0.480576,0.221248,0.349696,0.302896,0.2164,0.111824,0.160544,0.153456,0.243136,0.0,0.175456,0.38704
Greedy Monroe,0.24807119999999996,0.48008,0.212736,0.363712,0.30896,0.221696,0.115376,0.158528,0.14096,0.087616,0.175456,0.0,0.402448
Minimax Approval Voting (MAV),0.42220640000000004,0.481248,0.426784,0.470288,0.447536,0.422816,0.390384,0.348352,0.3636,0.397408,0.38704,0.402448,0.0
