,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4790424,0.188192,0.3138239999999999,0.2904232,0.23977440000000003,0.2612848,0.30583679999999996,0.30158560000000006,0.31698719999999997,0.3041088,0.3120728,0.3441232
Random Choice,0.4790424,0.0,0.479984,0.48048,0.480784,0.48112,0.480688,0.480736,0.480048,0.481376,0.480992,0.481328,0.479696
Borda ranking,0.188192,0.479984,0.0,0.253616,0.254064,0.175392,0.196576,0.258624,0.242192,0.24704,0.256608,0.241776,0.482032
Plurality ranking,0.3138239999999999,0.48048,0.253616,0.0,0.230176,0.296624,0.304576,0.335808,0.325648,0.326944,0.33432,0.323568,0.503776
STV,0.2904232,0.480784,0.254064,0.230176,0.0,0.274608,0.288816,0.327056,0.318688,0.325408,0.325168,0.3216,0.464736
Approval Voting (AV),0.23977440000000003,0.48112,0.175392,0.296624,0.274608,0.0,0.105664,0.212336,0.18504,0.203776,0.209632,0.197552,0.456544
Proportional Approval Voting (PAV),0.2612848,0.480688,0.196576,0.304576,0.288816,0.105664,0.0,0.123168,0.087264,0.127808,0.12016,0.124256,0.464384
Approval Chamberlin-Courant (CC),0.30583679999999996,0.480736,0.258624,0.335808,0.327056,0.212336,0.123168,0.0,0.043408,0.121552,0.004752,0.127312,0.449872
Lexicographic Chamberlin-Courant (lex-CC),0.30158560000000006,0.480048,0.242192,0.325648,0.318688,0.18504,0.087264,0.043408,0.0,0.085136,0.04504,0.095632,0.472304
Sequential Approval Chamberlin-Courant (seq-CC),0.31698719999999997,0.481376,0.24704,0.326944,0.325408,0.203776,0.127808,0.121552,0.085136,0.0,0.123616,0.025504,0.5036
Monroe's Approval Rule (Monroe),0.3041088,0.480992,0.256608,0.33432,0.325168,0.209632,0.12016,0.004752,0.04504,0.123616,0.0,0.12696,0.450224
Greedy Monroe,0.3120728,0.481328,0.241776,0.323568,0.3216,0.197552,0.124256,0.127312,0.095632,0.025504,0.12696,0.0,0.502896
Minimax Approval Voting (MAV),0.3441232,0.479696,0.482032,0.503776,0.464736,0.456544,0.464384,0.449872,0.472304,0.5036,0.450224,0.502896,0.0
