,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3180647999999999,0.1078496,0.2279712,0.28330479999999997,0.17855759999999998,0.17855759999999998,0.27467120000000006,0.17855759999999998,0.3276160000000001,0.27467120000000006,0.25301440000000003,0.27467120000000006
Random Choice,0.3180647999999999,0.0,0.31832,0.318608,0.318368,0.318064,0.318064,0.319888,0.318064,0.31928,0.319888,0.320608,0.319888
Borda ranking,0.1078496,0.31832,0.0,0.198896,0.280832,0.17312,0.17312,0.322256,0.17312,0.300448,0.322256,0.242016,0.322256
Plurality ranking,0.2279712,0.318608,0.198896,0.0,0.29712,0.28688,0.28688,0.334288,0.28688,0.298064,0.334288,0.297376,0.334288
STV,0.28330479999999997,0.318368,0.280832,0.29712,0.0,0.28424,0.28424,0.318816,0.28424,0.313344,0.318816,0.310064,0.318816
Approval Voting (AV),0.17855759999999998,0.318064,0.17312,0.28688,0.28424,0.0,0.0,0.3076,0.0,0.31528,0.3076,0.208752,0.3076
Proportional Approval Voting (PAV),0.17855759999999998,0.318064,0.17312,0.28688,0.28424,0.0,0.0,0.3076,0.0,0.31528,0.3076,0.208752,0.3076
Approval Chamberlin-Courant (CC),0.27467120000000006,0.319888,0.322256,0.334288,0.318816,0.3076,0.3076,0.0,0.3076,0.4,0.0,0.342096,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.17855759999999998,0.318064,0.17312,0.28688,0.28424,0.0,0.0,0.3076,0.0,0.31528,0.3076,0.208752,0.3076
Sequential Approval Chamberlin-Courant (seq-CC),0.3276160000000001,0.31928,0.300448,0.298064,0.313344,0.31528,0.31528,0.4,0.31528,0.0,0.4,0.269856,0.4
Monroe's Approval Rule (Monroe),0.27467120000000006,0.319888,0.322256,0.334288,0.318816,0.3076,0.3076,0.0,0.3076,0.4,0.0,0.342096,0.0
Greedy Monroe,0.25301440000000003,0.320608,0.242016,0.297376,0.310064,0.208752,0.208752,0.342096,0.208752,0.269856,0.342096,0.0,0.342096
Minimax Approval Voting (MAV),0.27467120000000006,0.319888,0.322256,0.334288,0.318816,0.3076,0.3076,0.0,0.3076,0.4,0.0,0.342096,0.0
