Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.026410909090909093,0.00128,0.01108,0.0,0.14548,0.0,0.06632,0.0,0.0,0.06632,4e-05,0.0
NN-1,0.025698181818181818,0.00052,0.03372,0.0,0.13356,0.0,0.05744,0.0,0.0,0.05744,0.0,0.0
NN-2,0.024359999999999996,4e-05,0.03032,0.0,0.12832,0.0,0.05464,0.0,0.0,0.05464,0.0,0.0
NN-3,0.026283636363636363,0.001,0.01684,0.0,0.14288,0.0,0.0642,0.0,0.0,0.0642,0.0,0.0
NN-4,0.024345454545454545,0.001,0.0034,0.0,0.13984,0.0,0.06176,0.0,0.0,0.06176,4e-05,0.0
NN-5,0.026396363636363638,0.00048,0.04612,0.0,0.13112,0.0,0.05632,0.0,0.0,0.05632,0.0,0.0
NN-6,0.026872727272727274,0.00124,0.0268,0.0,0.14164,0.0,0.06296,0.0,0.0,0.06296,0.0,0.0
NN-7,0.025789090909090907,0.00084,0.03,0.0,0.13452,0.0,0.05916,0.0,0.0,0.05916,0.0,0.0
NN-8,0.024923636363636367,0.00072,0.0012,0.0,0.14296,0.0,0.06464,0.0,0.0,0.06464,0.0,0.0
NN-9,0.02508,0.00044,0.00388,0.0,0.143,0.0,0.06428,0.0,0.0,0.06428,0.0,0.0
NN-10,0.025,0.0002,0.0178,0.0,0.137,0.0,0.06,0.0,0.0,0.06,0.0,0.0
NN-11,0.02609818181818182,0.00016,0.02772,0.0,0.13776,0.0,0.06072,0.0,0.0,0.06072,0.0,0.0
NN-12,0.025610909090909087,0.00056,0.00408,0.0,0.14508,0.0,0.066,0.0,0.0,0.066,0.0,0.0
NN-13,0.02512,0.00128,0.001,0.0,0.1438,0.0,0.06512,0.0,0.0,0.06512,0.0,0.0
NN-14,0.026116363636363635,0.0006,0.00388,0.0,0.14784,0.0,0.06748,0.0,0.0,0.06748,0.0,0.0
NN-15,0.027672727272727272,0.002,0.03488,0.0,0.14152,0.0,0.063,0.0,0.0,0.063,0.0,0.0
NN-16,0.029472727272727275,0.00112,0.05276,0.0,0.14328,0.0,0.06352,0.0,0.0,0.06352,0.0,0.0
NN-17,0.029650909090909092,0.00072,0.06632,0.0,0.13728,0.0,0.06092,0.0,0.0,0.06092,0.0,0.0
NN-18,0.026716363636363635,0.00072,0.03224,0.0,0.13916,0.0,0.06088,0.0,0.0,0.06088,0.0,0.0
NN-19,0.024603636363636362,0.0004,0.00468,0.0,0.14132,0.0,0.06212,0.0,0.0,0.06212,0.0,0.0
Random Choice,0.15664727272727272,0.06592,0.66156,0.0,0.42736,0.0,0.28392,0.0,0.0,0.28392,0.00044,0.0
Borda ranking,0.026625454545454542,0.0,0.11724,0.0,0.09892,0.0,0.03836,0.0,0.0,0.03836,0.0,0.0
Plurality ranking,0.04260727272727272,0.00364,0.46496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0
STV,0.12727999999999998,0.03452,0.60088,0.0,0.3424,0.0,0.21108,0.0,0.0,0.21108,0.00012,0.0
Approval Voting (AV),0.09959636363636362,0.0046,0.38924,0.0,0.31892,0.0,0.1914,0.0,0.0,0.1914,0.0,0.0
Proportional Approval Voting (PAV),0.09959636363636362,0.0046,0.38924,0.0,0.31892,0.0,0.1914,0.0,0.0,0.1914,0.0,0.0
Approval Chamberlin-Courant (CC),0.15622545454545456,0.06392,0.664,0.0,0.42576,0.0,0.28224,0.0,0.0,0.28224,0.00032,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.09959636363636362,0.0046,0.38924,0.0,0.31892,0.0,0.1914,0.0,0.0,0.1914,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.14968,0.0456,0.6444,0.0,0.41296,0.0,0.27176,0.0,0.0,0.27176,0.0,0.0
Monroe's Approval Rule (Monroe),0.15622545454545456,0.06392,0.664,0.0,0.42576,0.0,0.28224,0.0,0.0,0.28224,0.00032,0.0
Greedy Monroe,0.12715636363636362,0.01976,0.54252,0.0,0.36876,0.0,0.23384,0.0,0.0,0.23384,0.0,0.0
Minimax Approval Voting (MAV),0.15622545454545456,0.06392,0.664,0.0,0.42576,0.0,0.28224,0.0,0.0,0.28224,0.00032,0.0
