Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.010632727272727273,0.0,0.0232,0.0,0.00604,0.00052,0.08452,0.0,0.0,0.00268,0.0,0.0
NN-1,0.010185454545454546,0.0,0.01752,0.0,0.00592,0.0002,0.08584,0.0,0.0,0.00256,0.0,0.0
NN-2,0.009101818181818181,0.0,0.0078,0.0,0.006,0.0,0.08372,0.0,0.0,0.0026,0.0,0.0
NN-3,0.010196363636363637,0.0,0.01764,0.0,0.00604,0.00032,0.08552,0.0,0.0,0.00264,0.0,0.0
NN-4,0.009436363636363635,0.0,0.0112,0.0,0.00584,0.0,0.08424,0.0,0.0,0.00252,0.0,0.0
NN-5,0.011370909090909091,0.0,0.0284,0.0,0.00612,0.0014,0.08648,0.0,0.0,0.00268,0.0,0.0
NN-6,0.008516363636363636,0.0,0.00592,0.0,0.00568,4e-05,0.0796,0.0,0.0,0.00244,0.0,0.0
NN-7,0.009381818181818182,0.0,0.0104,0.0,0.00604,0.0,0.08416,0.0,0.0,0.0026,0.0,0.0
NN-8,0.009134545454545456,0.0,0.00884,0.0,0.00576,0.0,0.08332,0.0,0.0,0.00256,0.0,0.0
NN-9,0.009869090909090909,0.0,0.01488,0.0,0.00596,0.00012,0.08508,0.0,0.0,0.00252,0.0,0.0
NN-10,0.008603636363636362,0.0,0.00676,0.0,0.00552,4e-05,0.07984,0.0,0.0,0.00248,0.0,0.0
NN-11,0.009447272727272728,0.0,0.01128,0.0,0.00588,0.0,0.08416,0.0,0.0,0.0026,0.0,0.0
NN-12,0.009178181818181818,0.0,0.00868,0.0,0.00576,0.0,0.08408,0.0,0.0,0.00244,0.0,0.0
NN-13,0.008756363636363635,0.0,0.00512,0.0,0.0058,0.0,0.08288,0.0,0.0,0.00252,0.0,0.0
NN-14,0.00914909090909091,0.0,0.0084,0.0,0.00584,0.0,0.08384,0.0,0.0,0.00256,0.0,0.0
NN-15,0.009701818181818183,0.0,0.01368,0.0,0.00592,0.0,0.08448,0.0,0.0,0.00264,0.0,0.0
NN-16,0.009781818181818181,0.0,0.01536,0.0,0.0058,4e-05,0.08392,0.0,0.0,0.00248,0.0,0.0
NN-17,0.012934545454545454,0.0,0.04232,0.0,0.0062,0.00216,0.0888,0.0,0.0,0.0028,0.0,0.0
NN-18,0.009629090909090908,0.0,0.01296,0.0,0.00584,0.00012,0.08444,0.0,0.0,0.00256,0.0,0.0
NN-19,0.008894545454545454,0.0,0.00908,0.0,0.00568,0.0,0.08064,0.0,0.0,0.00244,0.0,0.0
Random Choice,0.10347636363636363,0.01216,0.59204,0.0,0.0216,0.23884,0.26476,0.0,0.0,0.00884,0.0,0.0
Borda ranking,0.013080000000000001,0.0,0.11576,0.0,0.00012,0.02284,0.00516,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.053974545454545456,0.00012,0.4282,0.0,0.0,0.164,0.0014,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.03544727272727273,0.0,0.27016,0.0,0.00304,0.08684,0.0292,0.0,0.0,0.00068,0.0,0.0
Proportional Approval Voting (PAV),0.040174545454545456,4e-05,0.31132,0.0,0.00328,0.1044,0.022,0.0,0.0,0.00088,0.0,0.0
Approval Chamberlin-Courant (CC),0.07706909090909092,0.00072,0.53512,0.0,0.01208,0.21436,0.081,0.0,0.0,0.00448,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.06386545454545454,0.00032,0.46448,0.0,0.00724,0.181,0.04672,0.0,0.0,0.00276,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.06905454545454547,0.00012,0.49976,0.0,0.0068,0.19972,0.051,0.0,0.0,0.0022,0.0,0.0
Monroe's Approval Rule (Monroe),0.0769418181818182,0.00072,0.53448,0.0,0.01208,0.21396,0.08064,0.0,0.0,0.00448,0.0,0.0
Greedy Monroe,0.06060727272727273,8e-05,0.44184,0.0,0.00496,0.17032,0.04824,0.0,0.0,0.00124,0.0,0.0
Minimax Approval Voting (MAV),0.07898545454545455,0.00168,0.53776,0.0,0.01272,0.21528,0.09652,0.0,0.0,0.00488,0.0,0.0
