Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.019559999999999998,0.0,0.02208,0.0,0.03808,0.0,0.13032,0.0,0.00012,0.0206,0.00396,0.0
NN-1,0.019385454545454546,0.0,0.02156,0.0,0.03796,0.0,0.12888,0.0,0.00036,0.0204,0.00408,0.0
NN-2,0.019952727272727275,0.0,0.0252,0.0,0.03828,0.0,0.13012,0.0,0.00024,0.02068,0.00496,0.0
NN-3,0.019734545454545456,0.0,0.02364,0.0,0.03804,0.0,0.1296,0.0,0.0002,0.02048,0.00512,0.0
NN-4,0.01979272727272727,0.0,0.02444,0.0,0.0382,0.0,0.12984,0.0,8e-05,0.02084,0.00432,0.0
NN-5,0.01966909090909091,0.0,0.02368,0.0,0.03808,0.0,0.12972,0.0,8e-05,0.02052,0.00428,0.0
NN-6,0.019559999999999998,0.0,0.0222,0.0,0.03808,0.0,0.1294,0.0,0.00024,0.02064,0.0046,0.0
NN-7,0.01936727272727273,0.0,0.02112,0.0,0.03792,0.0,0.12956,0.0,4e-05,0.02052,0.00388,0.0
NN-8,0.01980363636363636,0.0,0.02492,0.0,0.03804,0.0,0.12924,0.0,0.0004,0.02064,0.0046,0.0
NN-9,0.019632727272727274,0.0,0.02352,0.0,0.03792,0.0,0.1292,0.0,0.00016,0.0206,0.00456,0.0
NN-10,0.019458181818181815,0.0,0.02104,0.0,0.03804,0.0,0.12976,0.0,4e-05,0.02064,0.00452,0.0
NN-11,0.01949818181818182,0.0,0.02244,0.0,0.0378,0.0,0.12944,0.0,0.0,0.02052,0.00428,0.0
NN-12,0.019534545454545457,0.0,0.02208,0.0,0.03788,0.0,0.12988,0.0,0.00028,0.02056,0.0042,0.0
NN-13,0.019701818181818178,0.0,0.02416,0.0,0.03784,0.0,0.1296,0.0,0.00016,0.02064,0.00432,0.0
NN-14,0.019887272727272726,0.0,0.02568,0.0,0.03812,0.0,0.12928,0.0,0.00032,0.02064,0.00472,0.0
NN-15,0.01972727272727273,0.0,0.02372,0.0,0.038,0.0,0.1302,0.0,0.00012,0.02052,0.00444,0.0
NN-16,0.01959272727272727,0.0,0.02336,0.0,0.038,0.0,0.12968,0.0,8e-05,0.02044,0.00396,0.0
NN-17,0.019421818181818182,0.0,0.0216,0.0,0.03796,0.0,0.12932,0.0,4e-05,0.0206,0.00412,0.0
NN-18,0.019356363636363637,0.0,0.02172,0.0,0.03768,0.0,0.1292,0.0,8e-05,0.02032,0.00392,0.0
NN-19,0.019581818181818183,0.0,0.02232,0.0,0.03808,0.0,0.12936,0.0,0.00012,0.02092,0.0046,0.0
Random Choice,0.2151381818181818,0.02088,0.92656,0.0,0.20552,0.0072,0.54964,0.00416,0.10208,0.1526,0.39788,0.0
Borda ranking,0.03342181818181818,0.0,0.18836,0.0,0.04872,0.00204,0.09744,0.0,0.0,0.02852,0.00256,0.0
Plurality ranking,0.1017418181818182,0.00212,0.808,0.0,4e-05,0.005,0.03572,0.0,0.02952,0.0,0.23876,0.0
STV,0.08670909090909089,0.0002,0.66216,0.0,0.01088,0.00052,0.21064,0.0,0.0132,0.0064,0.0498,0.0
Approval Voting (AV),0.04048,0.0,0.28516,0.0,0.03356,0.0,0.10912,0.0,0.00036,0.01708,0.0,0.0
Proportional Approval Voting (PAV),0.06136,0.0,0.45976,0.0,0.07728,0.0036,0.08444,0.00032,0.00036,0.0492,0.0,0.0
Approval Chamberlin-Courant (CC),0.18347999999999998,8e-05,0.92272,0.0,0.19128,0.00744,0.324,0.00396,0.06768,0.13744,0.36368,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.09345090909090908,0.0,0.668,0.0,0.12744,0.00736,0.13148,0.00196,0.00356,0.08816,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.15968000000000002,0.0,0.87856,0.0,0.18232,0.0074,0.31732,0.0026,0.05592,0.13284,0.17952,0.0
Monroe's Approval Rule (Monroe),0.12718909090909092,8e-05,0.8028,0.0,0.1378,0.00596,0.18732,0.00276,0.00596,0.098,0.1584,0.0
Greedy Monroe,0.08744,0.0,0.63136,0.0,0.108,0.00588,0.12788,0.00072,0.004,0.07228,0.01172,0.0
Minimax Approval Voting (MAV),0.18345818181818177,8e-05,0.92264,0.0,0.19128,0.00744,0.32396,0.00396,0.06764,0.13744,0.3636,0.0
