Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.04321454545454546,0.0,0.02668,0.0,0.14812,0.0,0.20276,0.0,0.0002,0.09064,0.00696,0.0
NN-1,0.04312363636363637,0.0,0.02432,0.0,0.14828,0.0,0.20396,0.0,8e-05,0.09088,0.00684,0.0
NN-2,0.043109090909090916,0.0,0.024,0.0,0.14832,0.0,0.20404,0.0,0.0,0.09116,0.00668,0.0
NN-3,0.043312727272727274,0.0,0.02584,0.0,0.14796,0.0,0.2042,0.0,0.00016,0.09092,0.00736,0.0
NN-4,0.04309818181818182,0.0,0.0236,0.0,0.14872,0.0,0.20388,0.0,4e-05,0.09116,0.00668,0.0
NN-5,0.04329090909090909,0.0,0.0268,0.0,0.14788,0.0,0.20352,0.0,4e-05,0.09096,0.007,0.0
NN-6,0.04278181818181818,0.0,0.02372,0.0,0.14736,0.0,0.2024,0.0,4e-05,0.09024,0.00684,0.0
NN-7,0.04340727272727273,0.0,0.02656,0.0,0.14848,0.0,0.204,0.0,0.00012,0.091,0.00732,0.0
NN-8,0.043607272727272724,0.0,0.029,0.0,0.14828,0.0,0.20392,0.0,8e-05,0.09096,0.00744,0.0
NN-9,0.043367272727272727,0.0,0.02668,0.0,0.14864,0.0,0.2036,0.0,0.0,0.09124,0.00688,0.0
NN-10,0.04340363636363636,0.0,0.02708,0.0,0.1482,0.0,0.20412,0.0,4e-05,0.0912,0.0068,0.0
NN-11,0.04331636363636363,0.0,0.02516,0.0,0.1488,0.0,0.20404,0.0,4e-05,0.09136,0.00708,0.0
NN-12,0.04403636363636363,0.0,0.0302,0.0,0.1492,0.0,0.20472,0.0,4e-05,0.09172,0.00852,0.0
NN-13,0.04306181818181818,0.0,0.02512,0.0,0.14756,0.0,0.203,0.0,0.00016,0.09048,0.00736,0.0
NN-14,0.04352,0.0,0.02736,0.0,0.14828,0.0,0.20372,0.0,0.0002,0.09084,0.00832,0.0
NN-15,0.043236363636363635,0.0,0.0264,0.0,0.14808,0.0,0.20312,0.0,0.00016,0.09076,0.00708,0.0
NN-16,0.043065454545454546,0.0,0.02344,0.0,0.14868,0.0,0.20376,0.0,4e-05,0.09144,0.00636,0.0
NN-17,0.04331636363636364,0.0,0.02684,0.0,0.14836,0.0,0.20348,0.0,0.0,0.0908,0.007,0.0
NN-18,0.043072727272727276,0.0,0.02416,0.0,0.14832,0.0,0.2036,0.0,0.0,0.09112,0.0066,0.0
NN-19,0.04342909090909091,0.0,0.02696,0.0,0.14872,0.0,0.2036,0.0,8e-05,0.09124,0.00712,0.0
Random Choice,0.26802909090909094,0.02128,0.91444,0.0,0.44168,0.01308,0.56036,0.00296,0.07976,0.3454,0.56936,0.0
Borda ranking,0.05048363636363637,0.0,0.20188,0.0,0.13096,0.00352,0.1376,0.0,0.0,0.07708,0.00428,0.0
Plurality ranking,0.11861818181818182,0.0044,0.81284,0.0,0.00072,0.0102,0.014,0.0,0.04576,0.0,0.41688,0.0
STV,0.11460727272727272,0.00092,0.67556,0.0,0.10712,0.0022,0.33724,0.0,0.02472,0.06988,0.04304,0.0
Approval Voting (AV),0.0686,0.0,0.24116,0.0,0.17168,0.0,0.23112,4e-05,8e-05,0.11052,0.0,0.0
Proportional Approval Voting (PAV),0.08245818181818182,0.0,0.3778,0.0,0.20112,0.0054,0.18852,8e-05,4e-05,0.13408,0.0,0.0
Approval Chamberlin-Courant (CC),0.26673454545454545,0.0232,0.91388,0.0,0.43736,0.01296,0.55604,0.00268,0.08108,0.34028,0.5666,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.12349454545454544,0.0,0.62532,0.0,0.27992,0.0134,0.23408,0.00064,0.00244,0.20264,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2401890909090909,0.00084,0.89456,0.0,0.42312,0.0128,0.51156,0.0028,0.07004,0.33144,0.39492,0.0
Monroe's Approval Rule (Monroe),0.2520727272727272,0.0094,0.90768,0.0,0.41104,0.01256,0.50976,0.0022,0.05748,0.31592,0.54676,0.0
Greedy Monroe,0.12764363636363638,0.0,0.60828,0.0,0.26924,0.0106,0.26764,0.00044,0.00652,0.19276,0.0486,0.0
Minimax Approval Voting (MAV),0.24609090909090908,4e-05,0.90916,0.0,0.42644,0.01344,0.45064,0.00272,0.05656,0.32784,0.52016,0.0
