,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Random Choice,0.27674533333333334,0.0,0.27602666666666664,0.2766,0.27696,0.27666666666666667,0.27666666666666667,0.27666666666666667,0.27666666666666667,0.2766,0.27666666666666667,0.2766,0.27817333333333333,0.2766,0.27666666666666667,0.27672,0.2776,0.2772,0.27696,0.277,0.2774933333333333,0.2768,0.27656,0.27648,0.27686666666666665,0.27692,0.2771733333333333,0.27636,0.2768933333333333,0.27692,0.27697333333333335,0.2769466666666667,0.27641333333333334,0.277,0.2771866666666667,0.277,0.27741333333333335,0.2769466666666667,0.2768933333333333,0.27713333333333334,0.27669333333333335,0.2774933333333333,0.27713333333333334,0.2771733333333333,0.2768933333333333,0.27637333333333336,0.27637333333333336,0.27674666666666664,0.27674666666666664,0.27714666666666665,0.27673333333333333,0.2764,0.27670666666666666,0.2766266666666667,0.2769333333333333,0.27716,0.27676,0.27686666666666665,0.27670666666666666,0.2772133333333333,0.2768933333333333,0.27645333333333333,0.27642666666666665,0.2769466666666667,0.2770666666666667
Borda ranking,0.07923733333333331,0.27602666666666664,0.0,0.10289333333333334,0.09052,0.10238666666666667,0.10238666666666667,0.10238666666666667,0.10238666666666667,0.10289333333333334,0.10238666666666667,0.10289333333333334,0.26409333333333335,0.10289333333333334,0.10238666666666667,0.16496,0.23534666666666668,0.12125333333333334,0.14781333333333332,0.09153333333333333,0.07581333333333333,0.08073333333333334,0.09278666666666667,0.07170666666666667,0.07712,0.07272,0.07129333333333333,0.13672,0.07882666666666667,0.0804,0.05536,0.07986666666666667,0.09124,0.06698666666666667,0.0704,0.08092,0.07522666666666666,0.07988,0.08188,0.07454666666666666,0.08701333333333333,0.07793333333333333,0.07830666666666666,0.06828,0.06965333333333333,0.08856,0.08856,0.0634,0.0634,0.07673333333333333,0.07822666666666667,0.03929333333333333,0.08088,0.08078666666666667,0.08073333333333334,0.06825333333333333,0.07964,0.06652,0.0526,0.062213333333333336,0.07361333333333334,0.09324,0.05568,0.07817333333333333,0.07509333333333333
Plurality ranking,0.07395333333333332,0.2766,0.10289333333333334,0.0,0.054213333333333336,0.011826666666666666,0.011826666666666666,0.011826666666666666,0.011826666666666666,0.0,0.011826666666666666,0.0,0.2665866666666667,0.0,0.011826666666666666,0.14438666666666666,0.26268,0.17432,0.21972,0.051653333333333336,0.05568,0.0614,0.04665333333333333,0.06937333333333333,0.06277333333333333,0.061586666666666665,0.0616,0.11428,0.06476,0.06352,0.06668,0.07238666666666667,0.082,0.06777333333333334,0.06730666666666667,0.07221333333333334,0.06864,0.0724,0.07353333333333334,0.06525333333333333,0.07801333333333334,0.07084,0.07022666666666667,0.060733333333333334,0.06065333333333333,0.0792,0.0792,0.06184,0.06184,0.06444,0.037693333333333336,0.07098666666666667,0.05876,0.060026666666666666,0.061226666666666665,0.060746666666666664,0.03064,0.0656,0.06854666666666667,0.06254666666666667,0.10012,0.09934666666666667,0.07844,0.0546,0.059493333333333336
STV,0.05089333333333333,0.27696,0.09052,0.054213333333333336,0.0,0.0524,0.0524,0.0524,0.0524,0.054213333333333336,0.0524,0.054213333333333336,0.26066666666666666,0.054213333333333336,0.0524,0.14850666666666668,0.2552,0.16566666666666666,0.20745333333333332,0.017693333333333332,0.040266666666666666,0.03181333333333333,0.031466666666666664,0.05872,0.04448,0.045426666666666664,0.0452,0.11458666666666667,0.04525333333333333,0.035026666666666664,0.04766666666666667,0.05930666666666667,0.06844,0.05105333333333333,0.05173333333333333,0.060013333333333335,0.052546666666666665,0.05932,0.06156,0.04958666666666667,0.06564,0.055093333333333334,0.05429333333333333,0.04769333333333333,0.04806666666666667,0.06686666666666667,0.06686666666666667,0.04496,0.04496,0.042506666666666665,0.044066666666666664,0.05461333333333333,0.02816,0.029506666666666667,0.031893333333333336,0.04764,0.04304,0.048146666666666664,0.05004,0.04786666666666667,0.08842666666666667,0.09389333333333333,0.06845333333333334,0.03992,0.036186666666666666
Approval Voting (AV),0.07149466666666666,0.27666666666666667,0.10238666666666667,0.011826666666666666,0.0524,0.0,0.0,0.0,0.0,0.011826666666666666,0.0,0.011826666666666666,0.26216,0.011826666666666666,0.0,0.14441333333333334,0.26328,0.17410666666666666,0.21957333333333334,0.052586666666666664,0.05604,0.06228,0.048093333333333335,0.06938666666666667,0.06356,0.06229333333333333,0.06208,0.11825333333333334,0.06549333333333333,0.06438666666666666,0.06608,0.07477333333333333,0.08366666666666667,0.06858666666666667,0.06870666666666667,0.07466666666666667,0.07044,0.07481333333333333,0.07609333333333333,0.06646666666666666,0.08021333333333333,0.07262666666666667,0.0716,0.06184,0.06204,0.08144,0.08144,0.06172,0.06172,0.06497333333333333,0.04205333333333333,0.07052,0.05977333333333333,0.061213333333333335,0.06214666666666667,0.06186666666666667,0.03658666666666667,0.06537333333333334,0.06817333333333334,0.06357333333333333,0.09990666666666667,0.10169333333333333,0.07842666666666667,0.05408,0.0598
Proportional Approval Voting (PAV),0.07149466666666666,0.27666666666666667,0.10238666666666667,0.011826666666666666,0.0524,0.0,0.0,0.0,0.0,0.011826666666666666,0.0,0.011826666666666666,0.26216,0.011826666666666666,0.0,0.14441333333333334,0.26328,0.17410666666666666,0.21957333333333334,0.052586666666666664,0.05604,0.06228,0.048093333333333335,0.06938666666666667,0.06356,0.06229333333333333,0.06208,0.11825333333333334,0.06549333333333333,0.06438666666666666,0.06608,0.07477333333333333,0.08366666666666667,0.06858666666666667,0.06870666666666667,0.07466666666666667,0.07044,0.07481333333333333,0.07609333333333333,0.06646666666666666,0.08021333333333333,0.07262666666666667,0.0716,0.06184,0.06204,0.08144,0.08144,0.06172,0.06172,0.06497333333333333,0.04205333333333333,0.07052,0.05977333333333333,0.061213333333333335,0.06214666666666667,0.06186666666666667,0.03658666666666667,0.06537333333333334,0.06817333333333334,0.06357333333333333,0.09990666666666667,0.10169333333333333,0.07842666666666667,0.05408,0.0598
Approval Chamberlin-Courant (CC),0.07149466666666666,0.27666666666666667,0.10238666666666667,0.011826666666666666,0.0524,0.0,0.0,0.0,0.0,0.011826666666666666,0.0,0.011826666666666666,0.26216,0.011826666666666666,0.0,0.14441333333333334,0.26328,0.17410666666666666,0.21957333333333334,0.052586666666666664,0.05604,0.06228,0.048093333333333335,0.06938666666666667,0.06356,0.06229333333333333,0.06208,0.11825333333333334,0.06549333333333333,0.06438666666666666,0.06608,0.07477333333333333,0.08366666666666667,0.06858666666666667,0.06870666666666667,0.07466666666666667,0.07044,0.07481333333333333,0.07609333333333333,0.06646666666666666,0.08021333333333333,0.07262666666666667,0.0716,0.06184,0.06204,0.08144,0.08144,0.06172,0.06172,0.06497333333333333,0.04205333333333333,0.07052,0.05977333333333333,0.061213333333333335,0.06214666666666667,0.06186666666666667,0.03658666666666667,0.06537333333333334,0.06817333333333334,0.06357333333333333,0.09990666666666667,0.10169333333333333,0.07842666666666667,0.05408,0.0598
Lexicographic Chamberlin-Courant (lex-CC),0.07149466666666666,0.27666666666666667,0.10238666666666667,0.011826666666666666,0.0524,0.0,0.0,0.0,0.0,0.011826666666666666,0.0,0.011826666666666666,0.26216,0.011826666666666666,0.0,0.14441333333333334,0.26328,0.17410666666666666,0.21957333333333334,0.052586666666666664,0.05604,0.06228,0.048093333333333335,0.06938666666666667,0.06356,0.06229333333333333,0.06208,0.11825333333333334,0.06549333333333333,0.06438666666666666,0.06608,0.07477333333333333,0.08366666666666667,0.06858666666666667,0.06870666666666667,0.07466666666666667,0.07044,0.07481333333333333,0.07609333333333333,0.06646666666666666,0.08021333333333333,0.07262666666666667,0.0716,0.06184,0.06204,0.08144,0.08144,0.06172,0.06172,0.06497333333333333,0.04205333333333333,0.07052,0.05977333333333333,0.061213333333333335,0.06214666666666667,0.06186666666666667,0.03658666666666667,0.06537333333333334,0.06817333333333334,0.06357333333333333,0.09990666666666667,0.10169333333333333,0.07842666666666667,0.05408,0.0598
Sequential Approval Chamberlin-Courant (seq-CC),0.07395333333333332,0.2766,0.10289333333333334,0.0,0.054213333333333336,0.011826666666666666,0.011826666666666666,0.011826666666666666,0.011826666666666666,0.0,0.011826666666666666,0.0,0.2665866666666667,0.0,0.011826666666666666,0.14438666666666666,0.26268,0.17432,0.21972,0.051653333333333336,0.05568,0.0614,0.04665333333333333,0.06937333333333333,0.06277333333333333,0.061586666666666665,0.0616,0.11428,0.06476,0.06352,0.06668,0.07238666666666667,0.082,0.06777333333333334,0.06730666666666667,0.07221333333333334,0.06864,0.0724,0.07353333333333334,0.06525333333333333,0.07801333333333334,0.07084,0.07022666666666667,0.060733333333333334,0.06065333333333333,0.0792,0.0792,0.06184,0.06184,0.06444,0.037693333333333336,0.07098666666666667,0.05876,0.060026666666666666,0.061226666666666665,0.060746666666666664,0.03064,0.0656,0.06854666666666667,0.06254666666666667,0.10012,0.09934666666666667,0.07844,0.0546,0.059493333333333336
Monroe's Approval Rule (Monroe),0.07149466666666666,0.27666666666666667,0.10238666666666667,0.011826666666666666,0.0524,0.0,0.0,0.0,0.0,0.011826666666666666,0.0,0.011826666666666666,0.26216,0.011826666666666666,0.0,0.14441333333333334,0.26328,0.17410666666666666,0.21957333333333334,0.052586666666666664,0.05604,0.06228,0.048093333333333335,0.06938666666666667,0.06356,0.06229333333333333,0.06208,0.11825333333333334,0.06549333333333333,0.06438666666666666,0.06608,0.07477333333333333,0.08366666666666667,0.06858666666666667,0.06870666666666667,0.07466666666666667,0.07044,0.07481333333333333,0.07609333333333333,0.06646666666666666,0.08021333333333333,0.07262666666666667,0.0716,0.06184,0.06204,0.08144,0.08144,0.06172,0.06172,0.06497333333333333,0.04205333333333333,0.07052,0.05977333333333333,0.061213333333333335,0.06214666666666667,0.06186666666666667,0.03658666666666667,0.06537333333333334,0.06817333333333334,0.06357333333333333,0.09990666666666667,0.10169333333333333,0.07842666666666667,0.05408,0.0598
