,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.40925714285714265,0.0,0.4092571428571429,0.40946285714285713,0.4092571428571429,0.4092571428571429,0.4092571428571429,0.4081828571428571,0.4092571428571429,0.4090971428571429,0.4092571428571429,0.4092571428571429,0.4092571428571429,0.4092571428571429,0.4092571428571429,0.4092571428571429
Borda ranking,0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.37888000000000005,0.40946285714285713,0.37888,0.0,0.37888,0.37888,0.37888,0.5714285714285714,0.37888,0.08254857142857143,0.37888,0.37888,0.37888,0.37888,0.37888,0.37888
STV,0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.40882285714285727,0.4081828571428571,0.40882285714285715,0.5714285714285714,0.40882285714285715,0.40882285714285715,0.40882285714285715,0.0,0.40882285714285715,0.5714285714285714,0.40882285714285715,0.40882285714285715,0.40882285714285715,0.40882285714285715,0.40882285714285715,0.40882285714285715
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.4065714285714285,0.4090971428571429,0.4065714285714286,0.08254857142857143,0.4065714285714286,0.4065714285714286,0.4065714285714286,0.5714285714285714,0.4065714285714286,0.0,0.4065714285714286,0.4065714285714286,0.4065714285714286,0.4065714285714286,0.4065714285714286,0.4065714285714286
Monroe's Approval Rule (Monroe),0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.4092571428571429,0.0,0.37888,0.0,0.0,0.0,0.40882285714285715,0.0,0.4065714285714286,0.0,0.0,0.0,0.0,0.0,0.0
NN,,0.40925714285714265,0.0,0.37888000000000005,0.0,0.0,0.0,0.40882285714285727,0.0,0.4065714285714285,0.0,0.0,0.0,0.0,0.0,0.0
