,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.5010000000000001,0.0,0.501,0.50036,0.501,0.501,0.501,0.49924,0.501,0.5005466666666667,0.501,0.501,0.501,0.501,0.501,0.501
Borda ranking,0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.39726666666666677,0.50036,0.39726666666666666,0.0,0.39726666666666666,0.39726666666666666,0.39726666666666666,0.8182533333333334,0.39726666666666666,0.15876,0.39726666666666666,0.39726666666666666,0.39726666666666666,0.39726666666666666,0.39726666666666666,0.39726666666666666
STV,0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.4867333333333334,0.49924,0.48673333333333335,0.8182533333333334,0.48673333333333335,0.48673333333333335,0.48673333333333335,0.0,0.48673333333333335,0.96608,0.48673333333333335,0.48673333333333335,0.48673333333333335,0.48673333333333335,0.48673333333333335,0.48673333333333335
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.47934666666666675,0.5005466666666667,0.47934666666666664,0.15876,0.47934666666666664,0.47934666666666664,0.47934666666666664,0.96608,0.47934666666666664,0.0,0.47934666666666664,0.47934666666666664,0.47934666666666664,0.47934666666666664,0.47934666666666664,0.47934666666666664
Monroe's Approval Rule (Monroe),0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.501,0.0,0.39726666666666666,0.0,0.0,0.0,0.48673333333333335,0.0,0.47934666666666664,0.0,0.0,0.0,0.0,0.0,0.0
NN,,0.5010000000000001,0.0,0.39726666666666677,0.0,0.0,0.0,0.4867333333333334,0.0,0.47934666666666675,0.0,0.0,0.0,0.0,0.0,0.0
