,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.03495266666666667,0.0,0.87044,0.49912,0.09918666666666667,0.3354533333333333,0.26166666666666666,0.11066666666666666,0.16129333333333334,0.44361333333333336,0.24718666666666667,0.42086666666666667,0.33804,0.23833333333333334,0.44181333333333334,0.19602666666666665,0.13352,0.3658133333333333
Max Violations Committee,0.8665686666666668,0.87044,0.0,0.5010266666666666,0.8254666666666667,0.64208,0.7053333333333334,0.83692,0.7888133333333334,0.5808,0.7173866666666666,0.55984,0.6802133333333333,0.72388,0.5825066666666666,0.7603066666666667,0.8114133333333333,0.6259333333333333
Random Choice,0.4985773333333334,0.49912,0.5010266666666666,0.0,0.4988666666666667,0.49962666666666666,0.49982666666666664,0.49972,0.49948,0.5011733333333334,0.49881333333333333,0.4982666666666667,0.5000666666666667,0.4992,0.5013066666666667,0.49882666666666664,0.4998533333333333,0.49893333333333334
Borda ranking,0.08364066666666665,0.09918666666666667,0.8254666666666667,0.4988666666666667,0.0,0.336,0.25432,0.11101333333333334,0.11165333333333333,0.46425333333333335,0.20264,0.38941333333333333,0.35186666666666666,0.20273333333333332,0.46156,0.14841333333333334,0.10350666666666666,0.3631066666666667
Plurality ranking,0.34076199999999995,0.3354533333333333,0.64208,0.49962666666666666,0.336,0.0,0.16434666666666667,0.34044,0.36572,0.5063733333333333,0.40896,0.46286666666666665,0.43,0.39786666666666665,0.50596,0.38009333333333334,0.34973333333333334,0.4397466666666667
STV,0.265834,0.26166666666666666,0.7053333333333334,0.49982666666666664,0.25432,0.16434666666666667,0.0,0.27088,0.28374666666666665,0.47386666666666666,0.33564,0.4444133333333333,0.38426666666666665,0.3314933333333333,0.47268,0.30208,0.27270666666666665,0.40864
Approval Voting (AV),0.09588733333333334,0.11066666666666666,0.83692,0.49972,0.11101333333333334,0.34044,0.27088,0.0,0.11376,0.4602,0.21858666666666668,0.41634666666666664,0.34298666666666666,0.2136,0.4577333333333333,0.16246666666666668,0.04849333333333333,0.35549333333333333
Proportional Approval Voting (PAV),0.1484,0.16129333333333334,0.7888133333333334,0.49948,0.11165333333333333,0.36572,0.28374666666666665,0.11376,0.0,0.4548933333333333,0.12046666666666667,0.4016133333333333,0.34314666666666666,0.16936,0.4517466666666667,0.09,0.08349333333333334,0.3626666666666667
Approval Chamberlin-Courant (CC),0.4500193333333334,0.44361333333333336,0.5808,0.5011733333333334,0.46425333333333335,0.5063733333333333,0.47386666666666666,0.4602,0.4548933333333333,0.0,0.45464,0.6883466666666667,0.21729333333333334,0.4895466666666667,0.00392,0.46572,0.4589066666666667,0.48264
Lexicographic Chamberlin-Courant (lex-CC),0.23625200000000002,0.24718666666666667,0.7173866666666666,0.49881333333333333,0.20264,0.40896,0.33564,0.21858666666666668,0.12046666666666667,0.45464,0.0,0.4059333333333333,0.35892,0.17961333333333335,0.45072,0.12530666666666668,0.1948,0.3817333333333333
