,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4066514285714285,0.0,0.40665142857142855,0.40740571428571426,0.40665142857142855,0.40665142857142855,0.40665142857142855,0.4088,0.40665142857142855,0.40789714285714285,0.40665142857142855,0.40665142857142855,0.40665142857142855,0.40665142857142855,0.40665142857142855,0.40665142857142855
Borda ranking,0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.23981714285714278,0.40740571428571426,0.23981714285714287,0.0,0.23981714285714287,0.23981714285714287,0.23981714285714287,0.4138171428571429,0.23981714285714287,0.1372,0.23981714285714287,0.23981714285714287,0.23981714285714287,0.23981714285714287,0.23981714285714287,0.23981714285714287
STV,0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.27173714285714284,0.4088,0.27173714285714284,0.4138171428571429,0.27173714285714284,0.27173714285714284,0.27173714285714284,0.0,0.27173714285714284,0.54432,0.27173714285714284,0.27173714285714284,0.27173714285714284,0.27173714285714284,0.27173714285714284,0.27173714285714284
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2725828571428572,0.40789714285714285,0.2725828571428571,0.1372,0.2725828571428571,0.2725828571428571,0.2725828571428571,0.54432,0.2725828571428571,0.0,0.2725828571428571,0.2725828571428571,0.2725828571428571,0.2725828571428571,0.2725828571428571,0.2725828571428571
Monroe's Approval Rule (Monroe),0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.40665142857142855,0.0,0.23981714285714287,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428571,0.0,0.0,0.0,0.0,0.0,0.0
NN,,0.4066514285714285,0.0,0.23981714285714278,0.0,0.0,0.0,0.27173714285714284,0.0,0.2725828571428572,0.0,0.0,0.0,0.0,0.0,0.0
