,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.03147199999999999,0.0,0.4,0.319936,0.071712,0.229488,0.169968,0.107664,0.107664,0.307296,0.107664,0.32264,0.306704,0.168352,0.307296,0.110176,0.107664,0.22504
Max Violations Committee,0.3994872000000001,0.4,0.0,0.319424,0.39944,0.39144,0.39672,0.393488,0.393488,0.340416,0.393488,0.312832,0.340592,0.38496,0.340416,0.392992,0.393488,0.374176
Random Choice,0.31978,0.319936,0.319424,0.0,0.319888,0.31968,0.318816,0.320704,0.320704,0.319584,0.320704,0.320704,0.31952,0.319952,0.319584,0.32072,0.320704,0.319232
Borda ranking,0.0776176,0.071712,0.39944,0.319888,0.0,0.20192,0.139328,0.115616,0.115616,0.321488,0.115616,0.308544,0.320896,0.165424,0.321488,0.114432,0.115616,0.224528
Plurality ranking,0.242116,0.229488,0.39144,0.31968,0.20192,0.0,0.120048,0.268784,0.268784,0.329328,0.268784,0.30752,0.328944,0.276784,0.329328,0.267552,0.268784,0.294736
STV,0.18620079999999997,0.169968,0.39672,0.318816,0.139328,0.120048,0.0,0.226528,0.226528,0.319984,0.226528,0.312816,0.319392,0.242816,0.319984,0.225888,0.226528,0.268176
Approval Voting (AV),0.0841096,0.107664,0.393488,0.320704,0.115616,0.268784,0.226528,0.0,0.0,0.31624,0.0,0.315712,0.315648,0.13264,0.31624,0.020336,0.0,0.212384
Proportional Approval Voting (PAV),0.0841096,0.107664,0.393488,0.320704,0.115616,0.268784,0.226528,0.0,0.0,0.31624,0.0,0.315712,0.315648,0.13264,0.31624,0.020336,0.0,0.212384
Approval Chamberlin-Courant (CC),0.31085280000000004,0.307296,0.340416,0.319584,0.321488,0.329328,0.319984,0.31624,0.31624,0.0,0.31624,0.4,0.000592,0.331872,0.0,0.324624,0.31624,0.318848
Lexicographic Chamberlin-Courant (lex-CC),0.0841096,0.107664,0.393488,0.320704,0.115616,0.268784,0.226528,0.0,0.0,0.31624,0.0,0.315712,0.315648,0.13264,0.31624,0.020336,0.0,0.212384
Sequential Approval Chamberlin-Courant (seq-CC),0.32037119999999997,0.32264,0.312832,0.320704,0.308544,0.30752,0.312816,0.315712,0.315712,0.4,0.315712,0.0,0.39992,0.296272,0.4,0.306272,0.315712,0.310144
Monroe's Approval Rule (Monroe),0.3102608,0.306704,0.340592,0.31952,0.320896,0.328944,0.319392,0.315648,0.315648,0.000592,0.315648,0.39992,0.0,0.33128,0.000592,0.324032,0.315648,0.3184
Greedy Monroe,0.1555432,0.168352,0.38496,0.319952,0.165424,0.276784,0.242816,0.13264,0.13264,0.331872,0.13264,0.296272,0.33128,0.0,0.331872,0.129824,0.13264,0.226384
Minimax Approval Voting (MAV),0.31085280000000004,0.307296,0.340416,0.319584,0.321488,0.329328,0.319984,0.31624,0.31624,0.0,0.31624,0.4,0.000592,0.331872,0.0,0.324624,0.31624,0.318848
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0874824,0.110176,0.392992,0.32072,0.114432,0.267552,0.225888,0.020336,0.020336,0.324624,0.020336,0.306272,0.324032,0.129824,0.324624,0.0,0.020336,0.21224
E Pluribus Hugo (EPH),0.0841096,0.107664,0.393488,0.320704,0.115616,0.268784,0.226528,0.0,0.0,0.31624,0.0,0.315712,0.315648,0.13264,0.31624,0.020336,0.0,0.212384
Random Serial Dictator,0.21970160000000005,0.22504,0.374176,0.319232,0.224528,0.294736,0.268176,0.212384,0.212384,0.318848,0.212384,0.310144,0.3184,0.226384,0.318848,0.21224,0.212384,0.0
NN,,0.03147199999999999,0.3994872000000001,0.31978,0.0776176,0.242116,0.18620079999999997,0.0841096,0.0841096,0.31085280000000004,0.0841096,0.32037119999999997,0.3102608,0.1555432,0.31085280000000004,0.0874824,0.0841096,0.21970160000000005
