,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.011020666666666665,0.0,0.6353333333333333,0.44506666666666667,0.07958666666666667,0.29484,0.22988,0.15006666666666665,0.1974,0.28397333333333336,0.27564,0.2727866666666667,0.2554533333333333,0.25092,0.42552,0.19734666666666667,0.15792,0.34453333333333336
Max Violations Committee,0.6365593333333333,0.6353333333333333,0.0,0.44388,0.6289866666666667,0.5836533333333334,0.6024666666666667,0.6324133333333334,0.6,0.56036,0.5647466666666666,0.54592,0.5852533333333333,0.56216,0.4846533333333333,0.59484,0.62832,0.5219466666666667
Random Choice,0.44488800000000006,0.44506666666666667,0.44388,0.0,0.44452,0.44493333333333335,0.44581333333333334,0.44594666666666666,0.4468666666666667,0.44581333333333334,0.4458,0.4458,0.44678666666666667,0.446,0.44564,0.44652,0.4456,0.44697333333333333
Borda ranking,0.076378,0.07958666666666667,0.6289866666666667,0.44452,0.0,0.30850666666666665,0.22744,0.16712,0.17845333333333332,0.2595733333333333,0.2486,0.245,0.23201333333333332,0.22293333333333334,0.44581333333333334,0.18044,0.16278666666666666,0.34952
Plurality ranking,0.29324266666666665,0.29484,0.5836533333333334,0.44493333333333335,0.30850666666666665,0.0,0.1702,0.2562933333333333,0.3001466666666667,0.35948,0.35457333333333335,0.3592,0.32838666666666666,0.3389466666666667,0.45613333333333334,0.2998266666666667,0.26378666666666667,0.36912
STV,0.22687866666666667,0.22988,0.6024666666666667,0.44581333333333334,0.22744,0.1702,0.0,0.21314666666666668,0.22674666666666668,0.29406666666666664,0.28657333333333335,0.2952666666666667,0.2610266666666667,0.2708933333333333,0.4404533333333333,0.22894666666666666,0.21077333333333334,0.36134666666666665
Approval Voting (AV),0.14696333333333333,0.15006666666666665,0.6324133333333334,0.44594666666666666,0.16712,0.2562933333333333,0.21314666666666668,0.0,0.13849333333333333,0.24277333333333334,0.23453333333333334,0.23381333333333335,0.21066666666666667,0.20816,0.43666666666666665,0.14153333333333334,0.04190666666666667,0.33524
Proportional Approval Voting (PAV),0.19452266666666668,0.1974,0.6,0.4468666666666667,0.17845333333333332,0.3001466666666667,0.22674666666666668,0.13849333333333333,0.0,0.12242666666666667,0.10902666666666666,0.13950666666666667,0.09706666666666666,0.11052,0.43912,0.04682666666666667,0.11108,0.34124
Approval Chamberlin-Courant (CC),0.2810286666666667,0.28397333333333336,0.56036,0.44581333333333334,0.2595733333333333,0.35948,0.29406666666666664,0.24277333333333334,0.12242666666666667,0.0,0.01848,0.10604,0.08041333333333334,0.11506666666666666,0.4291066666666667,0.14337333333333332,0.22117333333333333,0.36412
Lexicographic Chamberlin-Courant (lex-CC),0.2726146666666666,0.27564,0.5647466666666666,0.4458,0.2486,0.35457333333333335,0.28657333333333335,0.23453333333333334,0.10902666666666666,0.01848,0.0,0.08958666666666666,0.08314666666666666,0.09993333333333333,0.4392666666666667,0.12998666666666667,0.21108,0.36192
