,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.31993599999999994,0.0,0.319936,0.321984,0.319936,0.319936,0.319936,0.318272,0.319936,0.320928,0.319936,0.319936,0.319936,0.319936,0.319936,0.319936
Borda ranking,0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.30016,0.321984,0.30016,0.0,0.30016,0.30016,0.30016,0.4,0.30016,0.079584,0.30016,0.30016,0.30016,0.30016,0.30016,0.30016
STV,0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.3191999999999999,0.318272,0.3192,0.4,0.3192,0.3192,0.3192,0.0,0.3192,0.4,0.3192,0.3192,0.3192,0.3192,0.3192,0.3192
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.31950400000000007,0.320928,0.319504,0.079584,0.319504,0.319504,0.319504,0.4,0.319504,0.0,0.319504,0.319504,0.319504,0.319504,0.319504,0.319504
Monroe's Approval Rule (Monroe),0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.319936,0.0,0.30016,0.0,0.0,0.0,0.3192,0.0,0.319504,0.0,0.0,0.0,0.0,0.0,0.0
NN,,0.31993599999999994,0.0,0.30016,0.0,0.0,0.0,0.3191999999999999,0.0,0.31950400000000007,0.0,0.0,0.0,0.0,0.0,0.0
