,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.3199200000000001,0.0,0.318992,0.319008,0.319344,0.32168,0.32168,0.32168,0.32168,0.31984,0.32168,0.319584,0.32168,0.320736,0.32168,0.319696
Borda ranking,0.061872000000000024,0.318992,0.0,0.258688,0.107168,0.095232,0.095232,0.324864,0.095232,0.31576,0.324864,0.198032,0.324864,0.091104,0.095232,0.241728
Plurality ranking,0.28864,0.319008,0.258688,0.0,0.267856,0.28104,0.28104,0.4,0.28104,0.15888,0.4,0.239728,0.4,0.251488,0.28104,0.266176
STV,0.12190399999999997,0.319344,0.107168,0.267856,0.0,0.185088,0.185088,0.319616,0.185088,0.320912,0.319616,0.229696,0.319616,0.185104,0.185088,0.253024
Approval Voting (AV),0.09689599999999995,0.32168,0.095232,0.28104,0.185088,0.0,0.0,0.312816,0.0,0.328464,0.312816,0.192112,0.312816,0.044048,0.0,0.239392
Proportional Approval Voting (PAV),0.09689599999999995,0.32168,0.095232,0.28104,0.185088,0.0,0.0,0.312816,0.0,0.328464,0.312816,0.192112,0.312816,0.044048,0.0,0.239392
Approval Chamberlin-Courant (CC),0.303248,0.32168,0.324864,0.4,0.319616,0.312816,0.312816,0.0,0.312816,0.4,0.0,0.336352,0.0,0.329824,0.312816,0.319872
Lexicographic Chamberlin-Courant (lex-CC),0.09689599999999995,0.32168,0.095232,0.28104,0.185088,0.0,0.0,0.312816,0.0,0.328464,0.312816,0.192112,0.312816,0.044048,0.0,0.239392
Sequential Approval Chamberlin-Courant (seq-CC),0.33395199999999997,0.31984,0.31576,0.15888,0.320912,0.328464,0.328464,0.4,0.328464,0.0,0.4,0.303488,0.4,0.311344,0.328464,0.319616
Monroe's Approval Rule (Monroe),0.303248,0.32168,0.324864,0.4,0.319616,0.312816,0.312816,0.0,0.312816,0.4,0.0,0.336352,0.0,0.329824,0.312816,0.319872
Greedy Monroe,0.20623999999999992,0.319584,0.198032,0.239728,0.229696,0.192112,0.192112,0.336352,0.192112,0.303488,0.336352,0.0,0.336352,0.1864,0.192112,0.253968
Minimax Approval Voting (MAV),0.303248,0.32168,0.324864,0.4,0.319616,0.312816,0.312816,0.0,0.312816,0.4,0.0,0.336352,0.0,0.329824,0.312816,0.319872
Method of Equal Shares (aka Rule X) with Phragmén phase,0.10601599999999996,0.320736,0.091104,0.251488,0.185104,0.044048,0.044048,0.329824,0.044048,0.311344,0.329824,0.1864,0.329824,0.0,0.044048,0.238768
E Pluribus Hugo (EPH),0.09689599999999995,0.32168,0.095232,0.28104,0.185088,0.0,0.0,0.312816,0.0,0.328464,0.312816,0.192112,0.312816,0.044048,0.0,0.239392
Random Serial Dictator,0.242752,0.319696,0.241728,0.266176,0.253024,0.239392,0.239392,0.319872,0.239392,0.319616,0.319872,0.253968,0.319872,0.238768,0.239392,0.0
NN,,0.3199200000000001,0.061872000000000024,0.28864,0.12190399999999997,0.09689599999999995,0.09689599999999995,0.303248,0.09689599999999995,0.33395199999999997,0.303248,0.20623999999999992,0.303248,0.10601599999999996,0.09689599999999995,0.242752
