,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Random Choice,0.245732,0.0,0.24618285714285715,0.24529142857142858,0.24598857142857142,0.24526857142857142,0.24526857142857142,0.24526857142857142,0.24526857142857142,0.24529142857142858,0.24526857142857142,0.24529142857142858,0.24604571428571428,0.24529142857142858,0.24526857142857142,0.24481142857142857,0.2444457142857143,0.2446057142857143,0.2458857142857143,0.2459657142857143,0.2459542857142857,0.24602285714285715,0.24555428571428572,0.24608,0.24608,0.24614857142857144,0.24613714285714286,0.24582857142857142,0.2461142857142857,0.24601142857142858,0.2461142857142857,0.24609142857142857,0.24604571428571428,0.2461142857142857,0.2461142857142857,0.24608,0.24612571428571428,0.24609142857142857,0.24612571428571428,0.2461142857142857,0.246,0.24613714285714286,0.2459657142857143,0.24616,0.24619428571428573,0.24605714285714286,0.24605714285714286,0.24614857142857144,0.24614857142857144,0.24610285714285715,0.24592,0.24620571428571428,0.24597714285714287,0.246,0.24593142857142858,0.24616,0.2458057142857143,0.24613714285714286,0.24605714285714286,0.24617142857142857,0.24586285714285713,0.24526857142857142,0.24566857142857143,0.24614857142857144,0.24584
Borda ranking,0.053525142857142854,0.24618285714285715,0.0,0.1969142857142857,0.12977142857142857,0.19749714285714284,0.19749714285714284,0.19749714285714284,0.19749714285714284,0.1969142857142857,0.19749714285714284,0.1969142857142857,0.24601142857142858,0.1969142857142857,0.19749714285714284,0.22813714285714284,0.18995428571428571,0.13093714285714286,0.06186285714285714,0.1323542857142857,0.05297142857142857,0.05588571428571429,0.15102857142857143,0.053657142857142855,0.051462857142857144,0.05097142857142857,0.0504,0.1483657142857143,0.0516,0.05296,0.037497142857142854,0.05217142857142857,0.06248,0.05009142857142857,0.05107428571428571,0.05253714285714286,0.05124571428571428,0.05216,0.05284571428571429,0.05112,0.05395428571428571,0.05134857142857143,0.05285714285714286,0.05070857142857143,0.05072,0.06148571428571428,0.06148571428571428,0.04673142857142857,0.04673142857142857,0.051062857142857146,0.05715428571428571,0.03414857142857143,0.05709714285714286,0.05692571428571429,0.05326857142857143,0.05069714285714286,0.06316571428571428,0.04974857142857143,0.040388571428571426,0.04918857142857143,0.06748571428571429,0.11526857142857143,0.047177142857142855,0.09461714285714286,0.05697142857142857
Plurality ranking,0.17247999999999997,0.24529142857142858,0.1969142857142857,0.0,0.13197714285714285,0.028822857142857143,0.028822857142857143,0.028822857142857143,0.028822857142857143,0.0,0.028822857142857143,0.0,0.2502857142857143,0.0,0.028822857142857143,0.20197714285714286,0.23947428571428572,0.17054857142857144,0.21381714285714284,0.12756571428571428,0.1694857142857143,0.16675428571428572,0.09997714285714286,0.17774857142857142,0.17165714285714287,0.17157714285714284,0.17197714285714286,0.19866285714285714,0.1717142857142857,0.17088,0.17673142857142857,0.17224,0.17738285714285715,0.1722742857142857,0.17169142857142858,0.17203428571428572,0.17176,0.17225142857142858,0.1724,0.1716,0.17301714285714287,0.17182857142857144,0.17192,0.17157714285714284,0.17153142857142858,0.17633142857142858,0.17633142857142858,0.1743542857142857,0.1743542857142857,0.17162285714285713,0.16237714285714286,0.1778057142857143,0.16514285714285715,0.16582857142857144,0.17056,0.17157714285714284,0.14878857142857144,0.17229714285714287,0.17565714285714285,0.17217142857142856,0.19860571428571427,0.19178285714285714,0.18794285714285713,0.14521142857142857,0.16456
STV,0.10096285714285715,0.24598857142857142,0.12977142857142857,0.13197714285714285,0.0,0.13077714285714287,0.13077714285714287,0.13077714285714287,0.13077714285714287,0.13197714285714285,0.13077714285714287,0.13197714285714285,0.23940571428571428,0.13197714285714285,0.13077714285714287,0.21152,0.21869714285714287,0.13208,0.1538742857142857,0.035725714285714284,0.10451428571428571,0.09874285714285715,0.08541714285714286,0.11512,0.10778285714285714,0.10746285714285714,0.10715428571428572,0.17618285714285714,0.10813714285714286,0.10634285714285714,0.10699428571428571,0.10909714285714285,0.11508571428571429,0.10710857142857143,0.10765714285714285,0.10963428571428571,0.10776,0.10910857142857143,0.10980571428571428,0.10761142857142857,0.11028571428571429,0.10780571428571428,0.10504,0.10747428571428572,0.10758857142857142,0.11445714285714285,0.11445714285714285,0.10593142857142857,0.10593142857142857,0.10739428571428572,0.10418285714285715,0.10825142857142857,0.09620571428571428,0.09740571428571429,0.10594285714285714,0.10747428571428572,0.10149714285714286,0.10694857142857143,0.10618285714285715,0.10796571428571429,0.13910857142857141,0.15163428571428572,0.1260342857142857,0.07396571428571429,0.09832
Approval Voting (AV),0.17225085714285718,0.24526857142857142,0.19749714285714284,0.028822857142857143,0.13077714285714287,0.0,0.0,0.0,0.0,0.028822857142857143,0.0,0.028822857142857143,0.24185142857142858,0.028822857142857143,0.0,0.20144,0.24576,0.17203428571428572,0.21497142857142856,0.12894857142857144,0.1708,0.16769142857142857,0.10461714285714285,0.17912,0.17304,0.1729942857142857,0.17330285714285715,0.20485714285714285,0.17314285714285715,0.17230857142857142,0.17730285714285715,0.17396571428571428,0.17905142857142858,0.17358857142857143,0.1730857142857143,0.17369142857142858,0.17321142857142857,0.17396571428571428,0.17409142857142856,0.1730057142857143,0.17470857142857144,0.17328,0.17289142857142858,0.17291428571428571,0.17288,0.17814857142857143,0.17814857142857143,0.17486857142857143,0.17486857142857143,0.1730057142857143,0.1642057142857143,0.17838857142857142,0.16613714285714284,0.1669142857142857,0.17197714285714286,0.17291428571428571,0.15269714285714286,0.17354285714285714,0.17622857142857143,0.17352,0.1996,0.19632,0.18842285714285714,0.14622857142857143,0.16573714285714286
Proportional Approval Voting (PAV),0.17225085714285718,0.24526857142857142,0.19749714285714284,0.028822857142857143,0.13077714285714287,0.0,0.0,0.0,0.0,0.028822857142857143,0.0,0.028822857142857143,0.24185142857142858,0.028822857142857143,0.0,0.20144,0.24576,0.17203428571428572,0.21497142857142856,0.12894857142857144,0.1708,0.16769142857142857,0.10461714285714285,0.17912,0.17304,0.1729942857142857,0.17330285714285715,0.20485714285714285,0.17314285714285715,0.17230857142857142,0.17730285714285715,0.17396571428571428,0.17905142857142858,0.17358857142857143,0.1730857142857143,0.17369142857142858,0.17321142857142857,0.17396571428571428,0.17409142857142856,0.1730057142857143,0.17470857142857144,0.17328,0.17289142857142858,0.17291428571428571,0.17288,0.17814857142857143,0.17814857142857143,0.17486857142857143,0.17486857142857143,0.1730057142857143,0.1642057142857143,0.17838857142857142,0.16613714285714284,0.1669142857142857,0.17197714285714286,0.17291428571428571,0.15269714285714286,0.17354285714285714,0.17622857142857143,0.17352,0.1996,0.19632,0.18842285714285714,0.14622857142857143,0.16573714285714286
Approval Chamberlin-Courant (CC),0.17225085714285718,0.24526857142857142,0.19749714285714284,0.028822857142857143,0.13077714285714287,0.0,0.0,0.0,0.0,0.028822857142857143,0.0,0.028822857142857143,0.24185142857142858,0.028822857142857143,0.0,0.20144,0.24576,0.17203428571428572,0.21497142857142856,0.12894857142857144,0.1708,0.16769142857142857,0.10461714285714285,0.17912,0.17304,0.1729942857142857,0.17330285714285715,0.20485714285714285,0.17314285714285715,0.17230857142857142,0.17730285714285715,0.17396571428571428,0.17905142857142858,0.17358857142857143,0.1730857142857143,0.17369142857142858,0.17321142857142857,0.17396571428571428,0.17409142857142856,0.1730057142857143,0.17470857142857144,0.17328,0.17289142857142858,0.17291428571428571,0.17288,0.17814857142857143,0.17814857142857143,0.17486857142857143,0.17486857142857143,0.1730057142857143,0.1642057142857143,0.17838857142857142,0.16613714285714284,0.1669142857142857,0.17197714285714286,0.17291428571428571,0.15269714285714286,0.17354285714285714,0.17622857142857143,0.17352,0.1996,0.19632,0.18842285714285714,0.14622857142857143,0.16573714285714286
Lexicographic Chamberlin-Courant (lex-CC),0.17225085714285718,0.24526857142857142,0.19749714285714284,0.028822857142857143,0.13077714285714287,0.0,0.0,0.0,0.0,0.028822857142857143,0.0,0.028822857142857143,0.24185142857142858,0.028822857142857143,0.0,0.20144,0.24576,0.17203428571428572,0.21497142857142856,0.12894857142857144,0.1708,0.16769142857142857,0.10461714285714285,0.17912,0.17304,0.1729942857142857,0.17330285714285715,0.20485714285714285,0.17314285714285715,0.17230857142857142,0.17730285714285715,0.17396571428571428,0.17905142857142858,0.17358857142857143,0.1730857142857143,0.17369142857142858,0.17321142857142857,0.17396571428571428,0.17409142857142856,0.1730057142857143,0.17470857142857144,0.17328,0.17289142857142858,0.17291428571428571,0.17288,0.17814857142857143,0.17814857142857143,0.17486857142857143,0.17486857142857143,0.1730057142857143,0.1642057142857143,0.17838857142857142,0.16613714285714284,0.1669142857142857,0.17197714285714286,0.17291428571428571,0.15269714285714286,0.17354285714285714,0.17622857142857143,0.17352,0.1996,0.19632,0.18842285714285714,0.14622857142857143,0.16573714285714286
Sequential Approval Chamberlin-Courant (seq-CC),0.17247999999999997,0.24529142857142858,0.1969142857142857,0.0,0.13197714285714285,0.028822857142857143,0.028822857142857143,0.028822857142857143,0.028822857142857143,0.0,0.028822857142857143,0.0,0.2502857142857143,0.0,0.028822857142857143,0.20197714285714286,0.23947428571428572,0.17054857142857144,0.21381714285714284,0.12756571428571428,0.1694857142857143,0.16675428571428572,0.09997714285714286,0.17774857142857142,0.17165714285714287,0.17157714285714284,0.17197714285714286,0.19866285714285714,0.1717142857142857,0.17088,0.17673142857142857,0.17224,0.17738285714285715,0.1722742857142857,0.17169142857142858,0.17203428571428572,0.17176,0.17225142857142858,0.1724,0.1716,0.17301714285714287,0.17182857142857144,0.17192,0.17157714285714284,0.17153142857142858,0.17633142857142858,0.17633142857142858,0.1743542857142857,0.1743542857142857,0.17162285714285713,0.16237714285714286,0.1778057142857143,0.16514285714285715,0.16582857142857144,0.17056,0.17157714285714284,0.14878857142857144,0.17229714285714287,0.17565714285714285,0.17217142857142856,0.19860571428571427,0.19178285714285714,0.18794285714285713,0.14521142857142857,0.16456
Monroe's Approval Rule (Monroe),0.17225085714285718,0.24526857142857142,0.19749714285714284,0.028822857142857143,0.13077714285714287,0.0,0.0,0.0,0.0,0.028822857142857143,0.0,0.028822857142857143,0.24185142857142858,0.028822857142857143,0.0,0.20144,0.24576,0.17203428571428572,0.21497142857142856,0.12894857142857144,0.1708,0.16769142857142857,0.10461714285714285,0.17912,0.17304,0.1729942857142857,0.17330285714285715,0.20485714285714285,0.17314285714285715,0.17230857142857142,0.17730285714285715,0.17396571428571428,0.17905142857142858,0.17358857142857143,0.1730857142857143,0.17369142857142858,0.17321142857142857,0.17396571428571428,0.17409142857142856,0.1730057142857143,0.17470857142857144,0.17328,0.17289142857142858,0.17291428571428571,0.17288,0.17814857142857143,0.17814857142857143,0.17486857142857143,0.17486857142857143,0.1730057142857143,0.1642057142857143,0.17838857142857142,0.16613714285714284,0.1669142857142857,0.17197714285714286,0.17291428571428571,0.15269714285714286,0.17354285714285714,0.17622857142857143,0.17352,0.1996,0.19632,0.18842285714285714,0.14622857142857143,0.16573714285714286
