,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.47892799999999985,0.0,0.478752,0.479616,0.48048,0.480128,0.47984,0.479376,0.479504,0.478784,0.480624,0.477328,0.47768,0.479008,0.47984,0.477568
Borda ranking,0.07103359999999999,0.478752,0.0,0.2816,0.19192,0.12232,0.139008,0.282656,0.266256,0.262864,0.198112,0.19232,0.434176,0.137376,0.117888,0.349472
Plurality ranking,0.27362960000000003,0.479616,0.2816,0.0,0.157008,0.254464,0.301232,0.401104,0.392272,0.394016,0.32296,0.33544,0.471536,0.29456,0.258976,0.383824
STV,0.19604560000000004,0.48048,0.19192,0.157008,0.0,0.192272,0.21208,0.332784,0.321232,0.328128,0.243056,0.258192,0.443536,0.209264,0.18912,0.366384
Approval Voting (AV),0.10050480000000003,0.480128,0.12232,0.254464,0.192272,0.0,0.135808,0.295696,0.282416,0.282336,0.201072,0.205632,0.429456,0.130192,0.030368,0.339392
Proportional Approval Voting (PAV),0.1631736,0.47984,0.139008,0.301232,0.21208,0.135808,0.0,0.182576,0.163888,0.193104,0.110816,0.112544,0.403232,0.045552,0.115984,0.349136
Approval Chamberlin-Courant (CC),0.30945039999999996,0.479376,0.282656,0.401104,0.332784,0.295696,0.182576,0.0,0.026224,0.134944,0.174192,0.167712,0.362512,0.204992,0.280304,0.391728
Lexicographic Chamberlin-Courant (lex-CC),0.29594879999999996,0.479504,0.266256,0.392272,0.321232,0.282416,0.163888,0.026224,0.0,0.112112,0.165104,0.149248,0.377792,0.18744,0.265936,0.388064
Sequential Approval Chamberlin-Courant (seq-CC),0.2934456,0.478784,0.262864,0.394016,0.328128,0.282336,0.193104,0.134944,0.112112,0.0,0.249504,0.101696,0.409072,0.168736,0.26352,0.389648
Monroe's Approval Rule (Monroe),0.22402319999999998,0.480624,0.198112,0.32296,0.243056,0.201072,0.110816,0.174192,0.165104,0.249504,0.0,0.170976,0.397312,0.130304,0.186384,0.366096
Greedy Monroe,0.2221696,0.477328,0.19232,0.33544,0.258192,0.205632,0.112544,0.167712,0.149248,0.101696,0.170976,0.0,0.415488,0.088848,0.185728,0.363632
Minimax Approval Voting (MAV),0.42927679999999985,0.47768,0.434176,0.471536,0.443536,0.429456,0.403232,0.362512,0.377792,0.409072,0.397312,0.415488,0.0,0.416672,0.428928,0.454224
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1602352,0.479008,0.137376,0.29456,0.209264,0.130192,0.045552,0.204992,0.18744,0.168736,0.130304,0.088848,0.416672,0.0,0.108176,0.348128
E Pluribus Hugo (EPH),0.11202720000000001,0.47984,0.117888,0.258976,0.18912,0.030368,0.115984,0.280304,0.265936,0.26352,0.186384,0.185728,0.428928,0.108176,0.0,0.34088
Random Serial Dictator,0.3481112,0.477568,0.349472,0.383824,0.366384,0.339392,0.349136,0.391728,0.388064,0.389648,0.366096,0.363632,0.454224,0.348128,0.34088,0.0
NN,,0.47892799999999985,0.07103359999999999,0.27362960000000003,0.19604560000000004,0.10050480000000003,0.1631736,0.30945039999999996,0.29594879999999996,0.2934456,0.22402319999999998,0.2221696,0.42927679999999985,0.1602352,0.11202720000000001,0.3481112
