,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.3187631999999999,0.0,0.318736,0.320032,0.318608,0.318448,0.318448,0.320384,0.318448,0.319904,0.3204,0.318192,0.320384,0.31824,0.318448,0.320464
Borda ranking,0.0619016,0.318736,0.0,0.186,0.120304,0.09,0.09,0.321792,0.09,0.310208,0.318704,0.138656,0.321792,0.090256,0.09,0.207392
Plurality ranking,0.2213656,0.320032,0.186,0.0,0.12,0.239984,0.239984,0.32968,0.239984,0.305504,0.327792,0.25064,0.32968,0.239552,0.239984,0.274752
STV,0.16026399999999996,0.318608,0.120304,0.12,0.0,0.188464,0.188464,0.318368,0.188464,0.313472,0.315312,0.207728,0.318368,0.189216,0.188464,0.244848
Approval Voting (AV),0.058084000000000004,0.318448,0.09,0.239984,0.188464,0.0,0.0,0.318256,0.0,0.314784,0.315168,0.115968,0.318256,0.016672,0.0,0.19848
Proportional Approval Voting (PAV),0.058084000000000004,0.318448,0.09,0.239984,0.188464,0.0,0.0,0.318256,0.0,0.314784,0.315168,0.115968,0.318256,0.016672,0.0,0.19848
Approval Chamberlin-Courant (CC),0.3145088,0.320384,0.321792,0.32968,0.318368,0.318256,0.318256,0.0,0.318256,0.4,0.003088,0.331664,0.0,0.325168,0.318256,0.321056
Lexicographic Chamberlin-Courant (lex-CC),0.058084000000000004,0.318448,0.09,0.239984,0.188464,0.0,0.0,0.318256,0.0,0.314784,0.315168,0.115968,0.318256,0.016672,0.0,0.19848
Sequential Approval Chamberlin-Courant (seq-CC),0.319088,0.319904,0.310208,0.305504,0.313472,0.314784,0.314784,0.4,0.314784,0.0,0.399168,0.29672,0.4,0.307184,0.314784,0.311296
Monroe's Approval Rule (Monroe),0.31142080000000005,0.3204,0.318704,0.327792,0.315312,0.315168,0.315168,0.003088,0.315168,0.399168,0.0,0.328576,0.003088,0.32208,0.315168,0.318672
Greedy Monroe,0.1300736,0.318192,0.138656,0.25064,0.207728,0.115968,0.115968,0.331664,0.115968,0.29672,0.328576,0.0,0.331664,0.11312,0.115968,0.209888
Minimax Approval Voting (MAV),0.3145088,0.320384,0.321792,0.32968,0.318368,0.318256,0.318256,0.0,0.318256,0.4,0.003088,0.331664,0.0,0.325168,0.318256,0.321056
Method of Equal Shares (aka Rule X) with Phragmén phase,0.06238799999999999,0.31824,0.090256,0.239552,0.189216,0.016672,0.016672,0.325168,0.016672,0.307184,0.32208,0.11312,0.325168,0.0,0.016672,0.198592
E Pluribus Hugo (EPH),0.058084000000000004,0.318448,0.09,0.239984,0.188464,0.0,0.0,0.318256,0.0,0.314784,0.315168,0.115968,0.318256,0.016672,0.0,0.19848
Random Serial Dictator,0.20349440000000005,0.320464,0.207392,0.274752,0.244848,0.19848,0.19848,0.321056,0.19848,0.311296,0.318672,0.209888,0.321056,0.198592,0.19848,0.0
NN,,0.3187631999999999,0.0619016,0.2213656,0.16026399999999996,0.058084000000000004,0.058084000000000004,0.3145088,0.058084000000000004,0.319088,0.31142080000000005,0.1300736,0.3145088,0.06238799999999999,0.058084000000000004,0.20349440000000005
