,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4891120000000001,0.0,0.4901371428571429,0.4896457142857143,0.49002285714285715,0.4908342857142857,0.49067428571428573,0.4890857142857143,0.49042285714285716,0.48998857142857144,0.49098285714285717,0.4893142857142857,0.4890857142857143,0.48953142857142856,0.49058285714285715,0.4900342857142857
Borda ranking,0.0705662857142857,0.4901371428571429,0.0,0.33102857142857145,0.25248,0.10408,0.11370285714285715,0.4196114285714286,0.19043428571428572,0.3497828571428571,0.2803542857142857,0.17957714285714285,0.4196114285714286,0.13366857142857144,0.10003428571428571,0.3478742857142857
Plurality ranking,0.3239891428571428,0.4896457142857143,0.33102857142857145,0.0,0.16285714285714287,0.3172114285714286,0.3517828571428571,0.4813942857142857,0.39250285714285715,0.45564571428571427,0.394,0.37168,0.4813942857142857,0.3559542857142857,0.33171428571428574,0.41466285714285717
STV,0.2550771428571429,0.49002285714285715,0.25248,0.16285714285714287,0.0,0.2554742857142857,0.27350857142857143,0.44041142857142856,0.31925714285714285,0.4255771428571429,0.3343885714285714,0.3055428571428571,0.44041142857142856,0.2814285714285714,0.26070857142857146,0.39026285714285713
Approval Voting (AV),0.09001885714285716,0.4908342857142857,0.10408,0.3172114285714286,0.2554742857142857,0.0,0.10438857142857143,0.424,0.19029714285714286,0.3714857142857143,0.2844114285714286,0.1817942857142857,0.424,0.12980571428571427,0.048274285714285714,0.34082285714285715
Proportional Approval Voting (PAV),0.14065771428571427,0.49067428571428573,0.11370285714285715,0.3517828571428571,0.27350857142857143,0.10438857142857143,0.0,0.4169942857142857,0.10958857142857142,0.3421257142857143,0.2637028571428571,0.13421714285714287,0.4169942857142857,0.06341714285714285,0.07058285714285714,0.34750857142857144
Approval Chamberlin-Courant (CC),0.4160228571428571,0.4890857142857143,0.4196114285714286,0.4813942857142857,0.44041142857142856,0.424,0.4169942857142857,0.0,0.41456,0.5655085714285715,0.2960342857142857,0.4415314285714286,2.2857142857142858e-05,0.4219542857142857,0.4208342857142857,0.4622742857142857
Lexicographic Chamberlin-Courant (lex-CC),0.21549771428571426,0.49042285714285716,0.19043428571428572,0.39250285714285715,0.31925714285714285,0.19029714285714286,0.10958857142857142,0.41456,0.0,0.3296342857142857,0.2652457142857143,0.15912,0.4145371428571429,0.1252457142857143,0.1637142857142857,0.3661371428571429
Sequential Approval Chamberlin-Courant (seq-CC),0.3713154285714286,0.48998857142857144,0.3497828571428571,0.45564571428571427,0.4255771428571429,0.3714857142857143,0.3421257142857143,0.5655085714285715,0.3296342857142857,0.0,0.4547542857142857,0.3303885714285714,0.5654971428571428,0.3387657142857143,0.35442285714285715,0.42661714285714286
Monroe's Approval Rule (Monroe),0.2848468571428572,0.49098285714285717,0.2803542857142857,0.394,0.3343885714285714,0.2844114285714286,0.2637028571428571,0.2960342857142857,0.2652457142857143,0.4547542857142857,0.0,0.3016,0.2960342857142857,0.2729142857142857,0.27752,0.39448
Greedy Monroe,0.20132057142857143,0.4893142857142857,0.17957714285714285,0.37168,0.3055428571428571,0.1817942857142857,0.13421714285714287,0.4415314285714286,0.15912,0.3303885714285714,0.3016,0.0,0.4415314285714286,0.11349714285714285,0.1620457142857143,0.36121142857142857
Minimax Approval Voting (MAV),0.4160228571428571,0.4890857142857143,0.4196114285714286,0.4813942857142857,0.44041142857142856,0.424,0.4169942857142857,2.2857142857142858e-05,0.4145371428571429,0.5654971428571428,0.2960342857142857,0.4415314285714286,0.0,0.4219542857142857,0.4208342857142857,0.4622514285714286
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1591154285714286,0.48953142857142856,0.13366857142857144,0.3559542857142857,0.2814285714285714,0.12980571428571427,0.06341714285714285,0.4219542857142857,0.1252457142857143,0.3387657142857143,0.2729142857142857,0.11349714285714285,0.4219542857142857,0.0,0.10361142857142858,0.3510285714285714
E Pluribus Hugo (EPH),0.1116222857142857,0.49058285714285715,0.10003428571428571,0.33171428571428574,0.26070857142857146,0.048274285714285714,0.07058285714285714,0.4208342857142857,0.1637142857142857,0.35442285714285715,0.27752,0.1620457142857143,0.4208342857142857,0.10361142857142858,0.0,0.3437257142857143
Random Serial Dictator,0.3470234285714286,0.4900342857142857,0.3478742857142857,0.41466285714285717,0.39026285714285713,0.34082285714285715,0.34750857142857144,0.4622742857142857,0.3661371428571429,0.42661714285714286,0.39448,0.36121142857142857,0.4622514285714286,0.3510285714285714,0.3437257142857143,0.0
NN,,0.4891120000000001,0.0705662857142857,0.3239891428571428,0.2550771428571429,0.09001885714285716,0.14065771428571427,0.4160228571428571,0.21549771428571426,0.3713154285714286,0.2848468571428572,0.20132057142857143,0.4160228571428571,0.1591154285714286,0.1116222857142857,0.3470234285714286
