,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.48224000000000017,0.0,0.48088,0.482496,0.480912,0.481568,0.481568,0.479424,0.481568,0.479072,0.480704,0.483488,0.483536,0.481968,0.481568,0.482256
Borda ranking,0.06364800000000001,0.48088,0.0,0.25584,0.090272,0.095152,0.095152,0.491344,0.095152,0.444128,0.270912,0.183344,0.274608,0.09264,0.095152,0.243056
Plurality ranking,0.28851200000000005,0.482496,0.25584,0.0,0.2672,0.281824,0.281824,0.681616,0.281824,0.278176,0.461552,0.245408,0.4,0.252048,0.281824,0.266112
STV,0.08168,0.480912,0.090272,0.2672,0.0,0.106672,0.106672,0.481744,0.106672,0.453392,0.26464,0.189376,0.264656,0.107424,0.106672,0.243056
Approval Voting (AV),0.09841600000000003,0.481568,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Proportional Approval Voting (PAV),0.09841600000000003,0.481568,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Approval Chamberlin-Courant (CC),0.460448,0.479424,0.491344,0.681616,0.481744,0.468256,0.468256,0.0,0.468256,0.8,0.273568,0.500768,0.323392,0.495072,0.468256,0.483232
Lexicographic Chamberlin-Courant (lex-CC),0.09841600000000003,0.481568,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Sequential Approval Chamberlin-Courant (seq-CC),0.47969600000000023,0.479072,0.444128,0.278176,0.453392,0.4684,0.4684,0.8,0.4684,0.0,0.605312,0.43328,0.678176,0.43848,0.4684,0.451072
Monroe's Approval Rule (Monroe),0.254512,0.480704,0.270912,0.461552,0.26464,0.239968,0.239968,0.273568,0.239968,0.605312,0.0,0.313168,0.317424,0.264496,0.239968,0.356304
Greedy Monroe,0.19143999999999997,0.483488,0.183344,0.245408,0.189376,0.175472,0.175472,0.500768,0.175472,0.43328,0.313168,0.0,0.284704,0.170976,0.175472,0.251328
Minimax Approval Voting (MAV),0.23761599999999997,0.483536,0.274608,0.4,0.264656,0.251344,0.251344,0.323392,0.251344,0.678176,0.317424,0.284704,0.0,0.281248,0.251344,0.267952
Method of Equal Shares (aka Rule X) with Phragmén phase,0.10841600000000004,0.481968,0.09264,0.252048,0.107424,0.04448,0.04448,0.495072,0.04448,0.43848,0.264496,0.170976,0.281248,0.0,0.04448,0.238384
E Pluribus Hugo (EPH),0.09841600000000003,0.481568,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Random Serial Dictator,0.2435359999999999,0.482256,0.243056,0.266112,0.243056,0.239408,0.239408,0.483232,0.239408,0.451072,0.356304,0.251328,0.267952,0.238384,0.239408,0.0
NN,,0.48224000000000017,0.06364800000000001,0.28851200000000005,0.08168,0.09841600000000003,0.09841600000000003,0.460448,0.09841600000000003,0.47969600000000023,0.254512,0.19143999999999997,0.23761599999999997,0.10841600000000004,0.09841600000000003,0.2435359999999999
