,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
Random Choice,0.2572492929292929,0.10735999999999998,0.8471600000000001,4.444444444444445e-06,0.20784444444444442,0.7425288888888889,0.30791999999999997,0.019511111111111108,0.16316888888888886,0.17624444444444448,0.258,0.0
Borda ranking,0.03243595959595956,0.0,0.1435422222222222,4.444444444444445e-06,0.033280000000000004,0.11943999999999999,0.030351111111111113,0.0018577777777777776,0.005008888888888888,0.021986666666666668,0.0013244444444444445,0.0
Plurality ranking,0.12947999999999998,0.01861333333333333,0.6197733333333333,0.0,0.001271111111111111,0.5425244444444445,0.0044444444444444444,0.0,0.07946666666666666,0.0,0.15818666666666667,0.0
Approval Voting (AV),0.06532363636363632,0.004857777777777778,0.26857333333333333,4.444444444444445e-06,0.07415111111111111,0.23021333333333333,0.08094222222222221,7.111111111111112e-05,0.002173333333333333,0.05757333333333333,0.0,0.0
Proportional Approval Voting (PAV),0.07760484848484844,0.004853333333333333,0.3402577777777778,4.444444444444445e-06,0.08103555555555556,0.29074666666666665,0.07059555555555556,0.0004933333333333334,0.0024,0.06326666666666667,0.0,0.0
Approval Chamberlin-Courant (CC),0.21914424242424238,0.056688888888888886,0.7434933333333332,4.444444444444445e-06,0.20435555555555554,0.6508400000000001,0.21964,0.010844444444444443,0.12643111111111108,0.17340444444444444,0.22488444444444447,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.11761010101010097,0.004871111111111111,0.5085422222222223,4.444444444444445e-06,0.12005777777777776,0.4451333333333333,0.09980444444444443,0.006284444444444444,0.011853333333333334,0.09716,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.20113575757575752,0.038364444444444444,0.7150266666666666,4.444444444444445e-06,0.19335555555555556,0.6285333333333333,0.19977333333333336,0.007626666666666667,0.11675555555555556,0.16342666666666666,0.14962666666666669,0.0
Monroe's Approval Rule (Monroe),0.19675151515151512,0.04935111111111111,0.6904977777777779,4.444444444444445e-06,0.1837822222222222,0.6030088888888889,0.18684444444444445,0.0074666666666666675,0.09395999999999999,0.15564,0.19371111111111108,0.0
Greedy Monroe,0.11230707070707065,0.005880000000000001,0.4806711111111111,4.444444444444445e-06,0.10861777777777779,0.42121333333333333,0.09694666666666667,0.0015333333333333332,0.022488888888888888,0.08717777777777777,0.010844444444444443,0.0
Minimax Approval Voting (MAV),0.23188808080808077,0.09161777777777777,0.8126355555555556,4.444444444444445e-06,0.18968444444444443,0.7142,0.2546711111111111,0.01834222222222222,0.12945777777777778,0.16004000000000002,0.18011555555555556,0.0
NN,0.0001270003741114849,3.4156378600823053e-07,4.456378600823044e-05,0.0,0.00047664403292181076,8.23045267489712e-09,0.0005096604938271605,4.938271604938272e-08,2.2510288065843585e-06,0.0003449732510288066,1.851234567901235e-05,0.0
