,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.3271428571428572,0.0,0.4,0.2571428571428571,0.14285714285714285,0.2857142857142857,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.17142857142857143,0.11428571428571428,0.3142857142857143,0.14285714285714285,0.14285714285714285,0.17142857142857143,0.14285714285714285,0.11428571428571428,0.17142857142857143
Max Violations Committee,0.3128571428571429,0.4,0.0,0.34285714285714286,0.4,0.4,0.4,0.37142857142857144,0.37142857142857144,0.3142857142857143,0.37142857142857144,0.37142857142857144,0.3142857142857143,0.37142857142857144,0.3142857142857143,0.37142857142857144,0.37142857142857144,0.4
Random Choice,0.3314285714285715,0.2571428571428571,0.34285714285714286,0.0,0.2857142857142857,0.3142857142857143,0.34285714285714286,0.2571428571428571,0.2571428571428571,0.22857142857142856,0.2571428571428571,0.34285714285714286,0.22857142857142856,0.2857142857142857,0.22857142857142856,0.2571428571428571,0.2571428571428571,0.2857142857142857
Borda ranking,0.3157142857142858,0.14285714285714285,0.4,0.2857142857142857,0.0,0.22857142857142856,0.05714285714285714,0.17142857142857143,0.17142857142857143,0.3142857142857143,0.17142857142857143,0.3142857142857143,0.2857142857142857,0.17142857142857143,0.3142857142857143,0.11428571428571428,0.17142857142857143,0.14285714285714285
Plurality ranking,0.33,0.2857142857142857,0.4,0.3142857142857143,0.22857142857142856,0.0,0.17142857142857143,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.22857142857142856,0.34285714285714286,0.2571428571428571,0.34285714285714286,0.2857142857142857,0.34285714285714286,0.2857142857142857
STV,0.32428571428571423,0.17142857142857143,0.4,0.34285714285714286,0.05714285714285714,0.17142857142857143,0.0,0.22857142857142856,0.22857142857142856,0.2857142857142857,0.22857142857142856,0.3142857142857143,0.2571428571428571,0.22857142857142856,0.2857142857142857,0.17142857142857143,0.22857142857142856,0.2
Approval Voting (AV),0.32,0.11428571428571428,0.37142857142857144,0.2571428571428571,0.17142857142857143,0.34285714285714286,0.22857142857142856,0.0,0.0,0.2,0.0,0.37142857142857144,0.17142857142857143,0.14285714285714285,0.2,0.08571428571428572,0.0,0.14285714285714285
Proportional Approval Voting (PAV),0.32,0.11428571428571428,0.37142857142857144,0.2571428571428571,0.17142857142857143,0.34285714285714286,0.22857142857142856,0.0,0.0,0.2,0.0,0.37142857142857144,0.17142857142857143,0.14285714285714285,0.2,0.08571428571428572,0.0,0.14285714285714285
Approval Chamberlin-Courant (CC),0.33428571428571435,0.17142857142857143,0.3142857142857143,0.22857142857142856,0.3142857142857143,0.34285714285714286,0.2857142857142857,0.2,0.2,0.0,0.2,0.4,0.02857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2,0.2857142857142857
Lexicographic Chamberlin-Courant (lex-CC),0.32,0.11428571428571428,0.37142857142857144,0.2571428571428571,0.17142857142857143,0.34285714285714286,0.22857142857142856,0.0,0.0,0.2,0.0,0.37142857142857144,0.17142857142857143,0.14285714285714285,0.2,0.08571428571428572,0.0,0.14285714285714285
Sequential Approval Chamberlin-Courant (seq-CC),0.3457142857142857,0.3142857142857143,0.37142857142857144,0.34285714285714286,0.3142857142857143,0.22857142857142856,0.3142857142857143,0.37142857142857144,0.37142857142857144,0.4,0.37142857142857144,0.0,0.4,0.2571428571428571,0.4,0.3142857142857143,0.37142857142857144,0.3142857142857143
Monroe's Approval Rule (Monroe),0.3314285714285714,0.14285714285714285,0.3142857142857143,0.22857142857142856,0.2857142857142857,0.34285714285714286,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.02857142857142857,0.17142857142857143,0.4,0.0,0.2571428571428571,0.02857142857142857,0.2571428571428571,0.17142857142857143,0.2571428571428571
