Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,core-mean,dummetts_condition-mean,ejr-mean,fixed_majority-mean,jr-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.001190769230769231,0.0,0.00836,0.00016,4e-05,0.00016,0.0,0.00016,0.00344,0.0,0.0006,4e-05,0.00252,0.0
NN-1,0.0012215384615384616,0.0,0.00848,0.00028,4e-05,0.00028,0.0,0.00028,0.00356,0.0,0.00052,4e-05,0.0024,0.0
NN-2,0.0010923076923076923,0.0,0.00944,4e-05,4e-05,4e-05,0.0,4e-05,0.00244,0.0,0.00032,4e-05,0.0018,0.0
NN-3,0.001193846153846154,0.0,0.00888,0.00012,4e-05,0.00012,0.0,0.00012,0.00332,0.0,0.00052,4e-05,0.00236,0.0
NN-4,0.0014676923076923077,4e-05,0.00744,0.00068,4e-05,0.00068,0.0,0.00068,0.00492,0.0,0.00136,4e-05,0.0032,0.0
NN-5,0.001073846153846154,0.0,0.00968,4e-05,4e-05,4e-05,0.0,4e-05,0.00216,0.0,0.0002,4e-05,0.00172,0.0
NN-6,0.0016338461538461537,0.0,0.01144,0.00056,4e-05,0.00056,0.0,0.00056,0.0042,0.0,0.00084,4e-05,0.003,0.0
NN-7,0.0010830769230769231,0.0,0.00956,4e-05,4e-05,4e-05,0.0,4e-05,0.00224,0.0,0.00016,4e-05,0.00192,0.0
NN-8,0.0011876923076923078,0.0,0.01072,4e-05,4e-05,4e-05,0.0,4e-05,0.0026,0.0,0.00024,4e-05,0.00168,0.0
NN-9,0.0014399999999999999,4e-05,0.00984,0.00048,4e-05,0.00048,0.0,0.00048,0.00376,0.0,0.00076,4e-05,0.0028,0.0
NN-10,0.0011107692307692307,0.0,0.00984,4e-05,4e-05,4e-05,0.0,4e-05,0.00236,0.0,0.00024,4e-05,0.0018,0.0
NN-11,0.001449230769230769,4e-05,0.00888,0.00052,0.0,0.00052,0.0,0.00052,0.00476,0.0,0.00088,0.0,0.00272,0.0
NN-12,0.001190769230769231,0.0,0.00984,4e-05,4e-05,4e-05,0.0,4e-05,0.00288,0.0,0.00044,4e-05,0.00212,0.0
NN-13,0.0010153846153846155,0.0,0.00852,4e-05,4e-05,4e-05,0.0,4e-05,0.00244,0.0,0.00028,4e-05,0.00176,0.0
NN-14,0.001166153846153846,0.0,0.00932,8e-05,4e-05,8e-05,0.0,8e-05,0.00276,0.0,0.00052,4e-05,0.00224,0.0
NN-15,0.0010923076923076923,0.0,0.00908,4e-05,0.0,4e-05,0.0,4e-05,0.00244,0.0,0.00052,0.0,0.00204,0.0
NN-16,0.001233846153846154,0.0,0.0092,0.0002,4e-05,0.0002,0.0,0.0002,0.00324,0.0,0.0006,4e-05,0.00232,0.0
NN-17,0.0010492307692307693,0.0,0.00916,4e-05,4e-05,4e-05,0.0,4e-05,0.00216,0.0,0.00016,4e-05,0.00196,0.0
NN-18,0.0010830769230769231,0.0,0.00956,4e-05,4e-05,4e-05,0.0,4e-05,0.0024,0.0,0.00024,4e-05,0.00168,0.0
NN-19,0.0015784615384615381,0.0,0.01004,0.00064,4e-05,0.00064,0.0,0.00064,0.00452,0.0,0.00112,4e-05,0.00284,0.0
Random Choice,0.15760923076923078,0.05572,0.90476,0.12564,0.02092,0.12564,0.0156,0.12564,0.3948,0.01408,0.09704,0.02092,0.14816,0.0
Borda ranking,0.013904615384615387,0.0,0.1646,0.0004,0.00116,0.0004,0.00384,0.0004,0.00712,0.00048,0.0,0.00116,0.0012,0.0
Plurality ranking,0.06181846153846154,0.00588,0.70864,0.00032,0.0,0.00032,0.00584,0.00032,0.01612,0.0,0.0218,0.0,0.0444,0.0
STV,0.04687076923076924,0.00088,0.57296,4e-05,0.0,4e-05,0.00324,4e-05,0.00084,0.0,0.00384,0.0,0.02744,0.0
Approval Voting (AV),0.03036,0.00016,0.36892,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0016,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.03991692307692308,0.00012,0.5102,0.0,0.00116,0.0,0.0024,0.0,0.00208,0.00048,0.00132,0.00116,0.0,0.0
Approval Chamberlin-Courant (CC),0.06501230769230769,0.00012,0.75828,0.0,0.01396,0.0,0.01632,0.0,0.01796,0.00952,0.00768,0.01396,0.00736,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.062144615384615395,0.00012,0.7328,0.0,0.01324,0.0,0.01624,0.0,0.01692,0.00892,0.0064,0.01324,0.0,0.0
