Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Max Violations Committee,0.3333333333333333,0.0,0.27756,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27784,0.3333333333333333,0.2786266666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Random Choice,0.2783333333333333,0.27756,0.0,0.2783333333333333,0.2781333333333333,0.2783333333333333,0.2783333333333333,0.2783333333333333,0.2774266666666666,0.2783333333333333,0.27764,0.2783333333333333,0.2783333333333333,0.2783333333333333,0.2783333333333333,0.2783333333333333,0.2783333333333333
Borda ranking,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.26636,0.3333333333333333,0.2781333333333333,0.26636,0.0,0.26636,0.26636,0.26636,0.3333333333333333,0.26636,0.0547066666666666,0.26636,0.26636,0.26636,0.26636,0.26636,0.26636
STV,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.2768666666666666,0.27784,0.2774266666666666,0.2768666666666666,0.3333333333333333,0.2768666666666666,0.2768666666666666,0.2768666666666666,0.0,0.2768666666666666,0.3333333333333333,0.2768666666666666,0.2768666666666666,0.2768666666666666,0.2768666666666666,0.2768666666666666,0.2768666666666666
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2775333333333333,0.2786266666666667,0.27764,0.2775333333333333,0.0547066666666666,0.2775333333333333,0.2775333333333333,0.2775333333333333,0.3333333333333333,0.2775333333333333,0.0,0.2775333333333333,0.2775333333333333,0.2775333333333333,0.2775333333333333,0.2775333333333333,0.2775333333333333
Monroe's Approval Rule (Monroe),0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666666,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
NN-all,0.0,0.3333333333333333,0.2783333333333333,0.0,0.26636,0.0,0.0,0.0,0.2768666666666665,0.0,0.2775333333333333,0.0,0.0,0.0,0.0,0.0,0.0
NN-root,0.0,0.3333333333333333,0.2777799954758958,0.0,0.2669886764334091,0.0,0.0,0.0,0.277207829361436,0.0,0.2782723244581054,0.0,0.0,0.0,0.0,0.0,0.0
