Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.8,0.482432,0.063648,0.288512,0.08168,0.098416,0.098416,0.460448,0.098416,0.479696,0.254512,0.19144,0.237616,0.108416,0.098416,0.243536
Max Violations Committee,0.8,0.0,0.479168,0.8,0.8,0.8,0.8,0.8,0.476608,0.8,0.521824,0.63104,0.8,0.8,0.8,0.8,0.8
Random Choice,0.482432,0.479168,0.0,0.48224,0.480672,0.48312,0.482288,0.482288,0.478272,0.482288,0.480032,0.481456,0.479824,0.481984,0.481792,0.482288,0.480592
Borda ranking,0.063648,0.8,0.48224,0.0,0.25584,0.090272,0.095152,0.095152,0.491344,0.095152,0.444128,0.270912,0.183344,0.274608,0.09264,0.095152,0.243056
Plurality ranking,0.288512,0.8,0.480672,0.25584,0.0,0.2672,0.281824,0.281824,0.681616,0.281824,0.278176,0.461552,0.245408,0.4,0.252048,0.281824,0.266112
STV,0.08168,0.8,0.48312,0.090272,0.2672,0.0,0.106672,0.106672,0.481744,0.106672,0.453392,0.26464,0.189376,0.264656,0.107424,0.106672,0.243056
Approval Voting (AV),0.098416,0.8,0.482288,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Proportional Approval Voting (PAV),0.098416,0.8,0.482288,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Approval Chamberlin-Courant (CC),0.460448,0.476608,0.478272,0.491344,0.681616,0.481744,0.468256,0.468256,0.0,0.468256,0.8,0.273568,0.500768,0.323392,0.495072,0.468256,0.483232
Lexicographic Chamberlin-Courant (lex-CC),0.098416,0.8,0.482288,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Sequential Approval Chamberlin-Courant (seq-CC),0.479696,0.521824,0.480032,0.444128,0.278176,0.453392,0.4684,0.4684,0.8,0.4684,0.0,0.605312,0.43328,0.678176,0.43848,0.4684,0.451072
Monroe's Approval Rule (Monroe),0.254512,0.63104,0.481456,0.270912,0.461552,0.26464,0.239968,0.239968,0.273568,0.239968,0.605312,0.0,0.313168,0.317424,0.264496,0.239968,0.356304
Greedy Monroe,0.19144,0.8,0.479824,0.183344,0.245408,0.189376,0.175472,0.175472,0.500768,0.175472,0.43328,0.313168,0.0,0.284704,0.170976,0.175472,0.251328
Minimax Approval Voting (MAV),0.237616,0.8,0.481984,0.274608,0.4,0.264656,0.251344,0.251344,0.323392,0.251344,0.678176,0.317424,0.284704,0.0,0.281248,0.251344,0.267952
Method of Equal Shares (aka Rule X) with Phragmén phase,0.108416,0.8,0.481792,0.09264,0.252048,0.107424,0.04448,0.04448,0.495072,0.04448,0.43848,0.264496,0.170976,0.281248,0.0,0.04448,0.238384
E Pluribus Hugo (EPH),0.098416,0.8,0.482288,0.095152,0.281824,0.106672,0.0,0.0,0.468256,0.0,0.4684,0.239968,0.175472,0.251344,0.04448,0.0,0.239408
Random Serial Dictator,0.243536,0.8,0.480592,0.243056,0.266112,0.243056,0.239408,0.239408,0.483232,0.239408,0.451072,0.356304,0.251328,0.267952,0.238384,0.239408,0.0
NN-all,0.0,0.8000000000000002,0.4824320000000001,0.063648,0.288512,0.08168,0.098416,0.098416,0.460448,0.098416,0.4796960000000002,0.254512,0.1914399999999999,0.2376159999999999,0.108416,0.098416,0.2435359999999999
NN-root,0.0700115763841762,0.8000000000000002,0.479475470041116,0.0550189613189094,0.2831471797533032,0.0991369606003752,0.091814298830386,0.091814298830386,0.4553750349287453,0.091814298830386,0.4821675781405932,0.2441299748513033,0.191437467566165,0.2352664564288851,0.1037291924474073,0.091814298830386,0.2427639615185022
