Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Max Violations Committee,0.6666666666666666,0.0,0.444,0.6666666666666666,0.5328266666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4425066666666666,0.6666666666666666,0.44392,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Random Choice,0.4450266666666667,0.444,0.0,0.4450266666666667,0.4452933333333333,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4445733333333333,0.4450266666666667,0.4442666666666666,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4450266666666667
Borda ranking,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.4006133333333333,0.5328266666666667,0.4452933333333333,0.4006133333333333,0.0,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.6666666666666666,0.4006133333333333,0.1111333333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333
STV,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.4460533333333333,0.4425066666666666,0.4445733333333333,0.4460533333333333,0.6666666666666666,0.4460533333333333,0.4460533333333333,0.4460533333333333,0.0,0.4460533333333333,0.6666666666666666,0.4460533333333333,0.4460533333333333,0.4460533333333333,0.4460533333333333,0.4460533333333333,0.4460533333333333
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.44524,0.44392,0.4442666666666666,0.44524,0.1111333333333333,0.44524,0.44524,0.44524,0.6666666666666666,0.44524,0.0,0.44524,0.44524,0.44524,0.44524,0.44524,0.44524
Monroe's Approval Rule (Monroe),0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.4460533333333333,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
NN-all,0.0,0.6666666666666666,0.4450266666666668,0.0,0.4006133333333331,0.0,0.0,0.0,0.4460533333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
NN-root,0.0,0.5336979229039426,0.4454512793900444,0.0,0.3993320293268399,0.0,0.0,0.0,0.4447726637659177,0.0,0.4447194390110842,0.0,0.0,0.0,0.0,0.0,0.0
