Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.6362666666666666,0.44432,0.0397066666666666,0.40256,0.3516666666666667,0.42564,0.49772,0.5062133333333333,0.5062133333333333,0.5065066666666667,0.50548,0.50628,0.4345466666666667,0.5003333333333333,0.46416,0.42056
Max Violations Committee,0.6362666666666666,0.0,0.44352,0.6072533333333333,0.4975866666666667,0.5838266666666667,0.6467466666666667,0.6306266666666667,0.62756,0.62756,0.62216,0.6279733333333334,0.6223333333333333,0.4686266666666667,0.6258266666666666,0.64608,0.5022666666666666
Random Choice,0.44432,0.44352,0.0,0.44448,0.44488,0.4450533333333333,0.44364,0.4433466666666666,0.4433466666666666,0.4433466666666666,0.4433466666666666,0.4434933333333333,0.4433466666666666,0.4430133333333333,0.44344,0.44368,0.44428
Borda ranking,0.0397066666666666,0.6072533333333333,0.44448,0.0,0.41044,0.35748,0.4563733333333333,0.5234666666666666,0.5309733333333333,0.5309733333333333,0.5307466666666667,0.53024,0.5305333333333333,0.4467066666666666,0.5251333333333333,0.4947066666666667,0.4259733333333333
Plurality ranking,0.40256,0.4975866666666667,0.44488,0.41044,0.0,0.2407866666666666,0.34544,0.4025466666666666,0.4105733333333333,0.4105733333333333,0.41,0.4098266666666667,0.4097733333333333,0.4691066666666666,0.4044533333333333,0.3724133333333333,0.4148533333333333
STV,0.3516666666666667,0.5838266666666667,0.4450533333333333,0.35748,0.2407866666666666,0.0,0.2992533333333333,0.317,0.323,0.323,0.32648,0.3225333333333333,0.3262266666666666,0.429,0.3212933333333333,0.30872,0.407
Approval Voting (AV),0.42564,0.6467466666666667,0.44364,0.4563733333333333,0.34544,0.2992533333333333,0.0,0.13692,0.1497733333333333,0.1497733333333333,0.1586533333333333,0.1492533333333333,0.15828,0.42972,0.14892,0.06256,0.37564
Proportional Approval Voting (PAV),0.49772,0.6306266666666667,0.4433466666666666,0.5234666666666666,0.4025466666666666,0.317,0.13692,0.0,0.01332,0.01332,0.0588266666666666,0.01332,0.05836,0.43428,0.0491066666666666,0.0997733333333333,0.3816133333333333
Approval Chamberlin-Courant (CC),0.5062133333333333,0.62756,0.4433466666666666,0.5309733333333333,0.4105733333333333,0.323,0.1497733333333333,0.01332,0.0,0.0,0.05276,0.0028133333333333,0.0526933333333333,0.4343733333333333,0.0535333333333333,0.1128,0.3838933333333333
Lexicographic Chamberlin-Courant (lex-CC),0.5062133333333333,0.62756,0.4433466666666666,0.5309733333333333,0.4105733333333333,0.323,0.1497733333333333,0.01332,0.0,0.0,0.05276,0.0028133333333333,0.0526933333333333,0.4343733333333333,0.0535333333333333,0.1128,0.3838933333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.5065066666666667,0.62216,0.4433466666666666,0.5307466666666667,0.41,0.32648,0.1586533333333333,0.0588266666666666,0.05276,0.05276,0.0,0.0553066666666666,0.0004666666666666,0.4530533333333333,0.0108266666666666,0.12276,0.3841733333333333
Monroe's Approval Rule (Monroe),0.50548,0.6279733333333334,0.4434933333333333,0.53024,0.4098266666666667,0.3225333333333333,0.1492533333333333,0.01332,0.0028133333333333,0.0028133333333333,0.0553066666666666,0.0,0.0548933333333333,0.4340533333333333,0.0534133333333333,0.1122533333333333,0.3838
Greedy Monroe,0.50628,0.6223333333333333,0.4433466666666666,0.5305333333333333,0.4097733333333333,0.3262266666666666,0.15828,0.05836,0.0526933333333333,0.0526933333333333,0.0004666666666666,0.0548933333333333,0.0,0.4531066666666666,0.01036,0.12232,0.3841066666666666
Minimax Approval Voting (MAV),0.4345466666666667,0.4686266666666667,0.4430133333333333,0.4467066666666666,0.4691066666666666,0.429,0.42972,0.43428,0.4343733333333333,0.4343733333333333,0.4530533333333333,0.4340533333333333,0.4531066666666666,0.0,0.4521066666666666,0.4371333333333333,0.44368
Method of Equal Shares (aka Rule X) with Phragmén phase,0.5003333333333333,0.6258266666666666,0.44344,0.5251333333333333,0.4044533333333333,0.3212933333333333,0.14892,0.0491066666666666,0.0535333333333333,0.0535333333333333,0.0108266666666666,0.0534133333333333,0.01036,0.4521066666666666,0.0,0.1123733333333333,0.3820533333333333
E Pluribus Hugo (EPH),0.46416,0.64608,0.44368,0.4947066666666667,0.3724133333333333,0.30872,0.06256,0.0997733333333333,0.1128,0.1128,0.12276,0.1122533333333333,0.12232,0.4371333333333333,0.1123733333333333,0.0,0.37768
Random Serial Dictator,0.42056,0.5022666666666666,0.44428,0.4259733333333333,0.4148533333333333,0.407,0.37564,0.3816133333333333,0.3838933333333333,0.3838933333333333,0.3841733333333333,0.3838,0.3841066666666666,0.44368,0.3820533333333333,0.37768,0.0
NN-all,0.0002453333333333,0.6360833333333333,0.4442899999999999,0.0395986666666666,0.4025913333333333,0.3517619999999999,0.4257699999999999,0.4978439999999999,0.5063373333333334,0.5063373333333334,0.5066240000000001,0.5056039999999999,0.5063973333333333,0.4345506666666667,0.5004506666666667,0.4642906666666666,0.4205606666666666
NN-root,0.0799435817598765,0.518535520870757,0.4452669886764333,0.0478763322821444,0.4437261320240044,0.3842015621465544,0.5031282849653375,0.5654311870450947,0.5698348701981292,0.5698348701981292,0.571659813979482,0.5691688954532755,0.5716411853152902,0.4460307639082938,0.5686413050709884,0.5407056271872046,0.44415658722872
