Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.6377333333333334,0.4458666666666667,0.1249333333333333,0.35628,0.1885866666666666,0.1315733333333333,0.1403466666666666,0.3894133333333333,0.2683733333333333,0.46348,0.2527866666666666,0.1916133333333333,0.32404,0.1655866666666666,0.1324933333333333,0.2593333333333333
Max Violations Committee,0.6377333333333334,0.0,0.44348,0.6242,0.5401066666666666,0.6153866666666666,0.6171466666666666,0.6148266666666666,0.5073066666666667,0.5636266666666667,0.4087733333333333,0.567,0.5893866666666666,0.5377733333333333,0.6021733333333333,0.6176133333333333,0.56048
Random Choice,0.4458666666666667,0.44348,0.0,0.4455066666666666,0.4457866666666666,0.44436,0.4457866666666666,0.4451866666666667,0.4434,0.44552,0.4438666666666667,0.4453466666666666,0.4454533333333333,0.44572,0.4465333333333333,0.4453866666666666,0.4462
Borda ranking,0.1249333333333333,0.6242,0.4455066666666666,0.0,0.3365066666666667,0.149,0.11664,0.1182933333333333,0.4404933333333333,0.2392,0.4168666666666666,0.3061866666666666,0.1637866666666666,0.37152,0.1378933333333333,0.11624,0.2501466666666667
Plurality ranking,0.35628,0.5401066666666666,0.4457866666666666,0.3365066666666667,0.0,0.2603733333333333,0.3904,0.3883466666666667,0.5155733333333333,0.3954133333333333,0.3650266666666666,0.4498266666666666,0.3874533333333333,0.4562533333333333,0.3850933333333333,0.3893333333333333,0.4126
STV,0.1885866666666666,0.6153866666666666,0.44436,0.149,0.2603733333333333,0.0,0.2259733333333333,0.22604,0.4369733333333333,0.3006,0.42956,0.3101066666666666,0.2436266666666666,0.3760133333333333,0.2334933333333333,0.2250133333333333,0.2954666666666666
Approval Voting (AV),0.1315733333333333,0.6171466666666666,0.4457866666666666,0.11664,0.3904,0.2259733333333333,0.0,0.03184,0.4367733333333333,0.21592,0.41836,0.2983866666666667,0.1248666666666666,0.3647466666666666,0.0861733333333333,0.0073466666666666,0.2275333333333333
Proportional Approval Voting (PAV),0.1403466666666666,0.6148266666666666,0.4451866666666667,0.1182933333333333,0.3883466666666667,0.22604,0.03184,0.0,0.43788,0.1882133333333333,0.4156266666666666,0.2997466666666666,0.1217866666666666,0.3616266666666666,0.0604666666666666,0.0253866666666666,0.2279733333333333
Approval Chamberlin-Courant (CC),0.3894133333333333,0.5073066666666667,0.4434,0.4404933333333333,0.5155733333333333,0.4369733333333333,0.4367733333333333,0.43788,0.0,0.42776,0.6666666666666666,0.14724,0.4621733333333333,0.1459466666666666,0.44644,0.43628,0.4429333333333333
Lexicographic Chamberlin-Courant (lex-CC),0.2683733333333333,0.5636266666666667,0.44552,0.2392,0.3954133333333333,0.3006,0.21592,0.1882133333333333,0.42776,0.0,0.4249866666666667,0.341,0.2261866666666666,0.29508,0.1649333333333333,0.2102933333333333,0.2936533333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.46348,0.4087733333333333,0.4438666666666667,0.4168666666666666,0.3650266666666666,0.42956,0.41836,0.4156266666666666,0.6666666666666666,0.4249866666666667,0.0,0.5906933333333333,0.39108,0.5983733333333333,0.4046933333333333,0.4180666666666666,0.4185466666666667
Monroe's Approval Rule (Monroe),0.2527866666666666,0.567,0.4453466666666666,0.3061866666666666,0.4498266666666666,0.3101066666666666,0.2983866666666667,0.2997466666666666,0.14724,0.341,0.5906933333333333,0.0,0.3301866666666667,0.1423333333333333,0.3113733333333333,0.2978933333333333,0.3249333333333333
Greedy Monroe,0.1916133333333333,0.5893866666666666,0.4454533333333333,0.1637866666666666,0.3874533333333333,0.2436266666666666,0.1248666666666666,0.1217866666666666,0.4621733333333333,0.2261866666666666,0.39108,0.3301866666666667,0.0,0.3843333333333333,0.11532,0.12376,0.2444666666666666
Minimax Approval Voting (MAV),0.32404,0.5377733333333333,0.44572,0.37152,0.4562533333333333,0.3760133333333333,0.3647466666666666,0.3616266666666666,0.1459466666666666,0.29508,0.5983733333333333,0.1423333333333333,0.3843333333333333,0.0,0.3668666666666667,0.3630533333333333,0.3757066666666667
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1655866666666666,0.6021733333333333,0.4465333333333333,0.1378933333333333,0.3850933333333333,0.2334933333333333,0.0861733333333333,0.0604666666666666,0.44644,0.1649333333333333,0.4046933333333333,0.3113733333333333,0.11532,0.3668666666666667,0.0,0.08064,0.2337066666666666
E Pluribus Hugo (EPH),0.1324933333333333,0.6176133333333333,0.4453866666666666,0.11624,0.3893333333333333,0.2250133333333333,0.0073466666666666,0.0253866666666666,0.43628,0.2102933333333333,0.4180666666666666,0.2978933333333333,0.12376,0.3630533333333333,0.08064,0.0,0.22776
Random Serial Dictator,0.2593333333333333,0.56048,0.4462,0.2501466666666667,0.4126,0.2954666666666666,0.2275333333333333,0.2279733333333333,0.4429333333333333,0.2936533333333333,0.4185466666666667,0.3249333333333333,0.2444666666666666,0.3757066666666667,0.2337066666666666,0.22776,0.0
NN-all,0.065456,0.6352766666666667,0.4458513333333332,0.1178713333333333,0.3668066666666666,0.1969253333333333,0.1087446666666666,0.1199433333333333,0.3856606666666667,0.2606346666666666,0.4613686666666666,0.2499253333333333,0.178452,0.3235673333333333,0.150724,0.110332,0.2481966666666666
NN-root,0.1008329674131438,0.4760721461551767,0.4443987598632123,0.1191163360078772,0.3806241933123095,0.1944160579085332,0.087433635383817,0.0958544569079078,0.3732379279602943,0.2397568959322981,0.4506673053637246,0.2325762111958272,0.1578080715340705,0.3025953721075672,0.1270634572139501,0.0887828829188455,0.2370271313187764
