Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.4,0.31904,0.024144,0.153136,0.046704,0.042976,0.042976,0.313984,0.042976,0.312752,0.244832,0.095504,0.309184,0.04416,0.042976,0.180384
Max Violations Committee,0.4,0.0,0.3208,0.399632,0.39952,0.399664,0.396528,0.396528,0.32368,0.396528,0.348688,0.341488,0.392528,0.324848,0.396176,0.396528,0.3784
Random Choice,0.31904,0.3208,0.0,0.31912,0.321024,0.3196,0.318128,0.318128,0.320896,0.318128,0.317072,0.319968,0.317056,0.32104,0.317984,0.318128,0.318192
Borda ranking,0.024144,0.399632,0.31912,0.0,0.145536,0.040432,0.042576,0.042576,0.321216,0.042576,0.30696,0.252064,0.093456,0.316416,0.04128,0.042576,0.180384
Plurality ranking,0.153136,0.39952,0.321024,0.145536,0.0,0.114064,0.17016,0.17016,0.34976,0.17016,0.266096,0.3124,0.190624,0.347984,0.16832,0.17016,0.241184
STV,0.046704,0.399664,0.3196,0.040432,0.114064,0.0,0.06896,0.06896,0.320512,0.06896,0.308544,0.25136,0.106144,0.315712,0.068032,0.06896,0.184176
Approval Voting (AV),0.042976,0.396528,0.318128,0.042576,0.17016,0.06896,0.0,0.0,0.316592,0.0,0.311904,0.24744,0.087232,0.311792,0.01544,0.0,0.177376
Proportional Approval Voting (PAV),0.042976,0.396528,0.318128,0.042576,0.17016,0.06896,0.0,0.0,0.316592,0.0,0.311904,0.24744,0.087232,0.311792,0.01544,0.0,0.177376
Approval Chamberlin-Courant (CC),0.313984,0.32368,0.320896,0.321216,0.34976,0.320512,0.316592,0.316592,0.0,0.316592,0.4,0.069152,0.329184,0.0048,0.323216,0.316592,0.320672
Lexicographic Chamberlin-Courant (lex-CC),0.042976,0.396528,0.318128,0.042576,0.17016,0.06896,0.0,0.0,0.316592,0.0,0.311904,0.24744,0.087232,0.311792,0.01544,0.0,0.177376
Sequential Approval Chamberlin-Courant (seq-CC),0.312752,0.348688,0.317072,0.30696,0.266096,0.308544,0.311904,0.311904,0.4,0.311904,0.0,0.382096,0.29488,0.3988,0.304176,0.311904,0.312192
Monroe's Approval Rule (Monroe),0.244832,0.341488,0.319968,0.252064,0.3124,0.25136,0.24744,0.24744,0.069152,0.24744,0.382096,0.0,0.260096,0.064352,0.254064,0.24744,0.26152
Greedy Monroe,0.095504,0.392528,0.317056,0.093456,0.190624,0.106144,0.087232,0.087232,0.329184,0.087232,0.29488,0.260096,0.0,0.324384,0.084944,0.087232,0.188272
Minimax Approval Voting (MAV),0.309184,0.324848,0.32104,0.316416,0.347984,0.315712,0.311792,0.311792,0.0048,0.311792,0.3988,0.064352,0.324384,0.0,0.318416,0.311792,0.315872
Method of Equal Shares (aka Rule X) with Phragmén phase,0.04416,0.396176,0.317984,0.04128,0.16832,0.068032,0.01544,0.01544,0.323216,0.01544,0.304176,0.254064,0.084944,0.318416,0.0,0.01544,0.177792
E Pluribus Hugo (EPH),0.042976,0.396528,0.318128,0.042576,0.17016,0.06896,0.0,0.0,0.316592,0.0,0.311904,0.24744,0.087232,0.311792,0.01544,0.0,0.177376
Random Serial Dictator,0.180384,0.3784,0.318192,0.180384,0.241184,0.184176,0.177376,0.177376,0.320672,0.177376,0.312192,0.26152,0.188272,0.315872,0.177792,0.177376,0.0
NN-all,0.0028455999999999,0.3993696,0.3191415999999999,0.0241696,0.1539,0.0475056,0.0418784,0.0418784,0.3135904,0.0418784,0.3128168,0.2444384,0.0950488,0.3087903999999999,0.0431991999999999,0.0418784,0.1801056
NN-root,0.0256995728713424,0.3903947946189773,0.318909424773462,0.0192016286774979,0.152991098159754,0.0445219751706518,0.0342892499301425,0.0342892499301425,0.3131379984830945,0.0342892499301425,0.3080531715300786,0.2449107820047104,0.092585525527923,0.3082519659893816,0.0357742205899964,0.0342892499301425,0.1801628677497904
