Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,7.709090909090909e-05,0.003848622497895771,4.600000000000001e-05,0.0051803193728882395,3.0000000000000004e-05,0.003786605461350759,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.006324428827965789,0.0,0.0,0.0,0.0,0.0,0.0,0.000732,0.027043493814648694,0.0,0.0
Random Choice,0.21084727272727272,0.3137033217949056,0.17192,0.37731089780179566,0.76036,0.42686376093554484,0.0532,0.22443208326798075,0.0532,0.22443208326798075,0.69284,0.46131630623679876,0.10388,0.3051048108437718,0.17264,0.3779357490367299,0.08764,0.28277063213852355,0.0532,0.22443208326798075,0.11724,0.32170604967887423,0.0532,0.22443208326798075
Borda ranking,0.014800000000000002,0.059934521501639894,0.0,0.0,0.08336,0.2764255964992634,0.0,0.0,0.0,0.0,0.0688,0.2531137293787819,0.0,0.0,0.0096,0.09750815350524732,0.0,0.0,0.0,0.0,0.00104,0.032232257134746166,0.0,0.0
Plurality ranking,0.056010909090909104,0.10281028593085607,0.01736,0.13060869190063437,0.31284,0.4636497971529534,0.0,0.0,0.0,0.0,0.278,0.4480133926569428,0.0,0.0,0.0,0.0,0.00792,0.08864126352888622,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.05613090909090909,0.10308528951670361,0.0176,0.13149235719232674,0.31276,0.46361749578711053,0.0,0.0,0.0,0.0,0.27884,0.44842865028894896,0.0,0.0,0.0,0.0,0.00824,0.09039968141535344,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.05613090909090909,0.10308528951670361,0.0176,0.13149235719232674,0.31276,0.46361749578711053,0.0,0.0,0.0,0.0,0.27884,0.44842865028894896,0.0,0.0,0.0,0.0,0.00824,0.09039968141535344,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.05613090909090909,0.10308528951670361,0.0176,0.13149235719232674,0.31276,0.46361749578711053,0.0,0.0,0.0,0.0,0.27884,0.44842865028894896,0.0,0.0,0.0,0.0,0.00824,0.09039968141535344,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.05613090909090909,0.10308528951670361,0.0176,0.13149235719232674,0.31276,0.46361749578711053,0.0,0.0,0.0,0.0,0.27884,0.44842865028894896,0.0,0.0,0.0,0.0,0.00824,0.09039968141535344,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.05598545454545454,0.1026770374010491,0.0172,0.13001599901548433,0.31284,0.4636497971529531,0.0,0.0,0.0,0.0,0.27804,0.4480332112690043,0.0,0.0,0.0,0.0,0.00776,0.08774840397409824,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.05613090909090909,0.10308528951670361,0.0176,0.13149235719232674,0.31276,0.46361749578711053,0.0,0.0,0.0,0.0,0.27884,0.44842865028894896,0.0,0.0,0.0,0.0,0.00824,0.09039968141535344,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.05598545454545454,0.1026770374010491,0.0172,0.13001599901548433,0.31284,0.4636497971529531,0.0,0.0,0.0,0.0,0.27804,0.4480332112690043,0.0,0.0,0.0,0.0,0.00776,0.08774840397409824,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.16563272727272726,0.2129191989322581,0.1534,0.36037264047087686,0.7126,0.45254970997673544,0.0,0.0,0.0,0.0,0.6464,0.47808685403385953,0.0508,0.2195890707662742,0.1228,0.32820749534401983,0.07072,0.2563565517009259,0.0,0.0,0.06524,0.2469488659621476,0.0,0.0
