Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,1.2727272727272727e-05,0.0012568115730370423,4.4e-05,0.004580426989520693,9.6e-05,0.009244500313886773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.22656000000000007,0.28249400363964594,0.18216,0.3859763391711695,0.7776,0.4158584374520627,0.01108,0.10467680545376425,0.01108,0.10467680545376425,0.73772,0.43987407470782913,0.1012,0.3015933686273763,0.40056,0.49001192475283584,0.0992,0.29893035978302696,0.01108,0.10467680545376425,0.1494,0.35648231372674766,0.01108,0.10467680545376425
Borda ranking,0.004956363636363636,0.030088516925956967,0.0,0.0,0.0312,0.17385787298829203,0.0,0.0,0.0,0.0,0.02328,0.15079138436926767,0.0,0.0,4e-05,0.006324428827966978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.012792727272727273,0.048646378747603386,0.00068,0.026067941997777584,0.07936,0.27029981576016265,0.0,0.0,0.0,0.0,0.06068,0.23874240846569703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.012894545454545457,0.04868948726144992,0.0006,0.024487547855996886,0.07988,0.2711073322505578,0.0,0.0,0.0,0.0,0.06136,0.23998947976939447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.012894545454545457,0.04868948726144992,0.0006,0.024487547855996886,0.07988,0.2711073322505578,0.0,0.0,0.0,0.0,0.06136,0.23998947976939447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.012894545454545457,0.04868948726144992,0.0006,0.024487547855996886,0.07988,0.2711073322505578,0.0,0.0,0.0,0.0,0.06136,0.23998947976939447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.012894545454545457,0.04868948726144992,0.0006,0.024487547855996886,0.07988,0.2711073322505578,0.0,0.0,0.0,0.0,0.06136,0.23998947976939447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.012792727272727273,0.048646378747603386,0.00068,0.026067941997777584,0.07936,0.27029981576016265,0.0,0.0,0.0,0.0,0.06068,0.23874240846569703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.012894545454545457,0.04868948726144992,0.0006,0.024487547855996886,0.07988,0.2711073322505578,0.0,0.0,0.0,0.0,0.06136,0.23998947976939447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.012792727272727273,0.048646378747603386,0.00068,0.026067941997777584,0.07936,0.27029981576016265,0.0,0.0,0.0,0.0,0.06068,0.23874240846569703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.21852,0.24204554910636486,0.18164,0.3855475462248846,0.77196,0.41956853838194724,0.0,0.0,0.0,0.0,0.7328,0.44249763841183803,0.09228,0.289420803675186,0.39268,0.488346616247136,0.09404,0.2918843579228393,0.0,0.0,0.13832,0.34523553930618217,0.0,0.0
