Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.021951636363636364,0.07918810559929038,0.00097,0.030264891681520557,0.000792,0.02653557414272063,0.0,0.0,0.0799,0.2711066771479193,2.0000000000000003e-06,0.00031622144139831655,0.0799,0.2711066771479193,0.0,0.0,0.0,0.0,0.0799,0.2711066771479193,4.000000000000001e-06,0.0006324428827966795,0.0,0.0
Random Choice,0.19425818181818186,0.2419052322023979,0.08592,0.2802458806120771,0.66364,0.47246370273278854,0.0,0.0,0.3222,0.467319120088154,0.42052,0.49364251194571046,0.3222,0.467319120088154,0.0,0.0,0.0,0.0,0.3222,0.467319120088154,0.00016,0.012648098671338962,0.0,0.0
Borda ranking,0.027080000000000003,0.10514749045753313,0.0,0.0,0.1128,0.31634816263102095,0.0,0.0,0.0464,0.21034980389816713,0.04588,0.209224820707342,0.0464,0.21034980389816713,0.0,0.0,0.0,0.0,0.0464,0.21034980389816713,0.0,0.0,0.0,0.0
Plurality ranking,0.06446181818181818,0.09318593042651058,0.00636,0.0794955998782075,0.43964,0.4963432989373121,0.0,0.0,0.0,0.0,0.263,0.440262421744127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.00894391413196969,0.0,0.0
Approval Voting (AV),0.10955636363636363,0.19813335306100763,0.00492,0.0699699478347613,0.35944,0.47983631208985905,0.0,0.0,0.21244,0.4090345295937654,0.20344,0.4025570349651673,0.21244,0.4090345295937654,0.0,0.0,0.0,0.0,0.21244,0.4090345295937654,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.10955636363636363,0.19813335306100763,0.00492,0.0699699478347613,0.35944,0.47983631208985905,0.0,0.0,0.21244,0.4090345295937654,0.20344,0.4025570349651673,0.21244,0.4090345295937654,0.0,0.0,0.0,0.0,0.21244,0.4090345295937654,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.19250545454545456,0.24084035832998293,0.08244,0.2750339004559612,0.66476,0.4720742975423605,0.0,0.0,0.3172,0.465386033309918,0.4186,0.4933295450303979,0.3172,0.465386033309918,0.0,0.0,0.0,0.0,0.3172,0.465386033309918,0.00016,0.012648098671338476,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.10955636363636363,0.19813335306100763,0.00492,0.0699699478347613,0.35944,0.47983631208985905,0.0,0.0,0.21244,0.4090345295937654,0.20344,0.4025570349651673,0.21244,0.4090345295937654,0.0,0.0,0.0,0.0,0.21244,0.4090345295937654,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.18402545454545455,0.23465267757191546,0.05652,0.2309231248705714,0.64584,0.4782579789193419,0.0,0.0,0.30432,0.4601188298690498,0.40896,0.49164185989400716,0.30432,0.4601188298690498,0.0,0.0,0.0,0.0,0.30432,0.4601188298690498,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.19250545454545456,0.24084035832998293,0.08244,0.2750339004559612,0.66476,0.4720742975423605,0.0,0.0,0.3172,0.465386033309918,0.4186,0.4933295450303979,0.3172,0.465386033309918,0.0,0.0,0.0,0.0,0.3172,0.465386033309918,0.00016,0.012648098671338476,0.0,0.0
Greedy Monroe,0.14897090909090907,0.22103608942442673,0.02312,0.1502846153137539,0.51772,0.49968590294302406,0.0,0.0,0.25976,0.4385028419520097,0.31856,0.46591793955588695,0.25976,0.4385028419520097,0.0,0.0,0.0,0.0,0.25976,0.4385028419520097,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.19250545454545456,0.24084035832998293,0.08244,0.2750339004559612,0.66476,0.4720742975423605,0.0,0.0,0.3172,0.465386033309918,0.4186,0.4933295450303979,0.3172,0.465386033309918,0.0,0.0,0.0,0.0,0.3172,0.465386033309918,0.00016,0.012648098671338476,0.0,0.0
