Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.4343454545454545,0.32090380064386237,0.09928,0.2990375922856907,0.84924,0.3578147878442067,0.0,0.0,0.69904,0.4586753518557093,0.68192,0.4657307307876433,0.69312,0.46119916045016224,0.35504,0.4785254417479143,0.008,0.08908422980528849,0.69312,0.46119916045016224,0.69904,0.4586753518557093,0.0,0.0
Borda ranking,0.008047272727272728,0.037167979140841086,0.0,0.0,0.05352,0.22506801105439966,0.0,0.0,0.0,0.0,0.035,0.1837797594948523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.10058909090909092,0.09596487330215099,0.0,0.0,0.59612,0.490673970779012,0.0,0.0,0.0,0.0,0.50612,0.4999625441970126,0.0,0.0,0.0,0.0,0.00424,0.06497709134763636,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.027280000000000002,0.06554646587245383,0.0,0.0,0.1694,0.37510483867852024,0.0,0.0,0.0,0.0,0.1306,0.33696237178650335,0.0,0.0,0.0,0.0,8e-05,0.008943914131968524,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.027280000000000002,0.06554646587245383,0.0,0.0,0.1694,0.37510483867852024,0.0,0.0,0.0,0.0,0.1306,0.33696237178650335,0.0,0.0,0.0,0.0,8e-05,0.008943914131968524,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.4338836363636363,0.3200743759584635,0.09536,0.29371154284434603,0.84872,0.3583215896371125,0.0,0.0,0.69984,0.45832736597326906,0.68328,0.46519720721427965,0.69488,0.4604582343709586,0.3478,0.47627214909120325,0.00812,0.08974444606770147,0.69488,0.4604582343709586,0.69984,0.45832736597326906,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.027280000000000002,0.06554646587245383,0.0,0.0,0.1694,0.37510483867852024,0.0,0.0,0.0,0.0,0.1306,0.33696237178650335,0.0,0.0,0.0,0.0,8e-05,0.008943914131968524,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.42304363636363634,0.2913117650136718,0.0,0.0,0.85012,0.35695375834977205,0.0,0.0,0.70388,0.4565445713179527,0.68172,0.46580880369531047,0.69748,0.4593491587017305,0.31132,0.4630333223430652,0.0076,0.08684607072287592,0.69748,0.4593491587017305,0.70388,0.4565445713179527,0.0,0.0
Monroe's Approval Rule (Monroe),0.2594654545454546,0.3133987496343107,0.00512,0.07137076152037283,0.5632,0.4959896773120081,0.0,0.0,0.41568,0.4928388556111364,0.44308,0.4967495481627239,0.41216,0.49222366298257464,0.18648,0.38949352959975286,0.00056,0.02365769219513749,0.41216,0.49222366298257464,0.41568,0.4928388556111364,0.0,0.0
Greedy Monroe,0.06623636363636363,0.09050058651910205,0.0,0.0,0.396,0.48906441293553315,0.0,0.0,0.0,0.0,0.33132,0.4706878558025169,0.0,0.0,0.0,0.0,0.00128,0.03575418297207252,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.10087272727272727,0.09610405405303588,0.0,0.0,0.5974,0.49042149218815106,0.0,0.0,0.0,0.0,0.50772,0.49994039804749496,0.0,0.0,0.0,0.0,0.00448,0.06678270434774866,0.0,0.0,0.0,0.0,0.0,0.0
