Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.58256,0.30706606265250724,0.0672,0.250368049079768,0.9338,0.2486313737241921,0.0,0.0,0.9338,0.2486313737241921,0.9338,0.2486313737241921,0.33356,0.4714845982638112,0.33356,0.4714845982638112,0.67128,0.46974797668541773,0.33356,0.4714845982638112,0.9338,0.2486313737241921,0.9338,0.2486313737241921
Borda ranking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.4632654545454545,0.18140519687992207,0.0,0.0,0.89916,0.30111674546599276,0.0,0.0,0.89916,0.30111674546599276,0.89916,0.30111674546599276,0.0,0.0,0.0,0.0,0.60012,0.4898734383491789,0.0,0.0,0.89916,0.30111674546599276,0.89916,0.30111674546599276
Approval Voting (AV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.5805672727272726,0.3080149779543535,0.06748,0.2508514492683208,0.93256,0.2507824682867075,0.0,0.0,0.93256,0.2507824682867075,0.93256,0.2507824682867075,0.33052,0.47040039285692553,0.33052,0.47040039285692553,0.6644,0.4721997882252533,0.33052,0.47040039285692553,0.93256,0.2507824682867075,0.93256,0.2507824682867075
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.5826181818181818,0.3092800059814922,0.06836,0.2523626565084015,0.93184,0.2520202658517249,0.0,0.0,0.93184,0.2520202658517249,0.93184,0.2520202658517249,0.33768,0.47291882770726873,0.33768,0.47291882770726873,0.6682,0.4708595969075814,0.33768,0.47291882770726873,0.93184,0.2520202658517249,0.93184,0.2520202658517249
Monroe's Approval Rule (Monroe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
