Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,6.18181818181818e-05,0.0036432546827353837,0.0,0.0,0.0,0.0,0.0,0.0,0.00011999999999999999,0.010953793863313483,0.0,0.0,0.0005199999999999998,0.02279757881880872,0.0,0.0,0.0,0.0,4e-05,0.006324428827967012,0.0,0.0,0.0,0.0
Random Choice,0.4119636363636365,0.2915689758877267,0.0432,0.2033070584117015,0.945,0.22798026230352875,0.0,0.0,0.47388,0.49931727949262655,0.84412,0.36274154104534134,0.60496,0.4888592828206573,0.00212,0.04599462577302339,0.4466,0.4971402618980185,0.3704,0.4829118346033539,0.80132,0.39900658841674225,0.0,0.0
Borda ranking,0.01466909090909091,0.051457495186413134,0.0,0.0,0.0806,0.2722198376313222,0.0,0.0,4e-05,0.006324428827967012,0.0806,0.2722198376313222,8e-05,0.008943914131966081,0.0,0.0,0.0,0.0,4e-05,0.006324428827967012,0.0,0.0,0.0,0.0
Plurality ranking,0.053083636363636354,0.0996334632544575,0.0,0.0,0.27828,0.4481520295614322,0.0,0.0,0.0,0.0,0.2754,0.4467156142335509,0.0,0.0,0.0,0.0,0.00108,0.03284560244538671,0.0,0.0,0.02916,0.16825484955866285,0.0,0.0
Approval Voting (AV),6.181818181818182e-05,0.0036432546827353833,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.010953793863313481,0.0,0.0,0.00052,0.02279757881880872,0.0,0.0,0.0,0.0,4e-05,0.006324428827967012,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.002850909090909091,0.024802532236415435,0.0,0.0,0.01556,0.12376544913664866,0.0,0.0,4e-05,0.006324428827967012,0.01556,0.12376544913664866,0.00016,0.012648098671338431,0.0,0.0,0.0,0.0,4e-05,0.006324428827967012,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.40199636363636365,0.26660000988075705,0.0,0.0,0.93808,0.24101019397533172,0.0,0.0,0.45208,0.4976983761275777,0.83804,0.36841411265050233,0.5474,0.49774816925819315,0.00196,0.044228479512636726,0.40376,0.4906504482826043,0.35244,0.47773009785848564,0.8882,0.31512023102299636,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.04217818181818183,0.0818472215499494,0.0,0.0,0.23136,0.4217019686935854,0.0,0.0,0.00048,0.021903643532524487,0.23136,0.4217019686935854,0.00068,0.026067941997779183,0.0,0.0,0.0,0.0,8e-05,0.008943914131969051,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.33492,0.269764868019617,0.0,0.0,0.88452,0.3196003279097047,0.0,0.0,0.28208,0.4500120816156832,0.79432,0.40419764670279557,0.34808,0.4763615366504061,0.00068,0.02606794199777971,0.37008,0.4828258418933853,0.20784,0.405761671920775,0.79652,0.4025864995252581,0.0,0.0
Monroe's Approval Rule (Monroe),0.2292254545454545,0.24431263468502376,0.0,0.0,0.71644,0.4507257773857488,0.0,0.0,0.25628,0.436578242242998,0.65864,0.47416595238376674,0.1974,0.398036731973443,0.00104,0.032232257134744854,0.0,0.0,0.19436,0.3957072028660259,0.49732,0.49999281754853386,0.0,0.0
Greedy Monroe,0.04304,0.08563997707916775,0.0,0.0,0.23576,0.42447287592971705,0.0,0.0,0.0004,0.01999599959992822,0.23572,0.42444797278347635,0.00076,0.02755761963596122,0.0,0.0,0.00012,0.010953793863313816,0.00012,0.010953793863312293,0.00056,0.0236576921951363,0.0,0.0
Minimax Approval Voting (MAV),0.40152,0.2666583788735966,0.0,0.0,0.93776,0.24159094022745983,0.0,0.0,0.45112,0.49760500962108667,0.83772,0.36870747429368855,0.5462,0.49786098461322664,0.00196,0.044228479512636726,0.40256,0.49041354630541745,0.35144,0.47742007331069375,0.88796,0.3154156597253532,0.0,0.0
