Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.026353454545454544,0.057293226881011156,0.0,0.0,0.000218,0.014426339303610345,0.0,0.0,0.01016,0.10028347022312796,0.0,0.0,0.27644799999999997,0.4472409815486939,0.0,0.0,4.000000000000001e-06,0.0006324428827965946,0.0028400000000000005,0.0532159224292835,0.000218,0.014426339303610345,0.0,0.0
Random Choice,0.316,0.21683587097585655,0.04336,0.20366617392196773,0.94608,0.22585976534123192,0.0,0.0,0.01616,0.1260906594478965,0.8352,0.37099994609156794,0.37736,0.484726139588075,0.0,0.0,0.44576,0.4970493158630619,0.0066,0.08097184695928175,0.80548,0.39583073352133935,0.0,0.0
Borda ranking,0.03205818181818182,0.09459684813532486,0.0,0.0,0.05316,0.2243524334613249,0.0,0.0,0.01192,0.10852609640079601,0.05316,0.2243524334613249,0.23052,0.42116567951341777,0.0,0.0,0.0,0.0,0.00388,0.06216868665171004,0.0,0.0,0.0,0.0
Plurality ranking,0.26578545454545455,0.18006311188795332,0.01644,0.12716023906864918,0.9082,0.28874341550928523,0.0,0.0,0.0,0.0,0.80152,0.3988554745769199,0.10312,0.30411554646222144,0.0,0.0,0.29948,0.45803027148869674,0.0,0.0,0.79488,0.40378928366171385,0.0,0.0
Approval Voting (AV),0.026334545454545454,0.054623297464733815,0.0,0.0,0.0,0.0,0.0,0.0,0.01016,0.10028347022312797,0.0,0.0,0.27668,0.44735687945966046,0.0,0.0,0.0,0.0,0.00284,0.0532159224292835,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.028101818181818183,0.08305853368037922,0.0,0.0,0.02468,0.15514798612936148,0.0,0.0,0.01252,0.11119015064293677,0.02468,0.15514798612936148,0.24324,0.42903881223026424,0.0,0.0,0.0,0.0,0.004,0.0631189353522475,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.3038618181818182,0.18714219952984965,0.0,0.0,0.93928,0.23881599946406115,0.0,0.0,0.01712,0.12971856305091883,0.83048,0.37521056701534933,0.24556,0.43041873379313866,0.0,0.0,0.41272,0.4923232694074409,0.00648,0.08023720832633544,0.89084,0.3118398537711017,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.04686909090909091,0.11660680260556325,0.0,0.0,0.13124,0.3376626458464586,0.0,0.0,0.01284,0.1125838993817705,0.13124,0.3376626458464586,0.23612,0.42469676900103004,0.0,0.0,4e-05,0.006324428827966185,0.00408,0.06374443975751172,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.28742545454545454,0.20895018742551288,0.0,0.0,0.88048,0.32439939827321324,0.0,0.0,0.017,0.12927103310489027,0.78264,0.41244954891486785,0.3104,0.46265736782205885,0.0,0.0,0.375,0.4841229182759271,0.00616,0.07824355820131217,0.79,0.40730823708837244,0.0,0.0
Monroe's Approval Rule (Monroe),0.23173454545454544,0.19044855721868317,0.0,0.0,0.81176,0.39090369965000404,0.0,0.0,0.01264,0.11171495155079963,0.71696,0.45047570234139733,0.11324,0.3168859454125732,0.0,0.0,0.12716,0.33315211900877234,0.00444,0.06648523445095104,0.76288,0.4253164769910178,0.0,0.0
Greedy Monroe,0.07322545454545454,0.16632340054256287,0.0,0.0,0.22796,0.41951667237432133,0.0,0.0,0.0118,0.10798499895821104,0.21372,0.40993141084825807,0.24084,0.4275933750655705,0.0,0.0,0.01196,0.10870583425006412,0.00388,0.06216868665170898,0.09532,0.2936564278200574,0.0,0.0
Minimax Approval Voting (MAV),0.3038618181818182,0.18714219952984965,0.0,0.0,0.93928,0.23881599946406115,0.0,0.0,0.01712,0.12971856305091883,0.83048,0.37521056701534933,0.24556,0.43041873379313866,0.0,0.0,0.41272,0.4923232694074409,0.00648,0.08023720832633544,0.89084,0.3118398537711017,0.0,0.0
