Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.11348363636363637,0.11853788899645573,0.11532,0.31940772939930806,0.6628,0.47275380484994034,0.0,0.0,0.0,0.0,0.47012,0.49910638705583354,0.0,0.0,4e-05,0.006324428827965558,0.0,0.0,0.0,0.0,4e-05,0.006324428827965562,0.0,0.0
Borda ranking,0.014814545454545454,0.04889667061651348,0.0,0.0,0.1086,0.31113669021826834,0.0,0.0,0.0,0.0,0.05436,0.22672668656338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.046483636363636366,0.08651315938742186,0.00888,0.09381442106624943,0.30688,0.46119916045016063,0.0,0.0,0.0,0.0,0.19556,0.3966311717452305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.04652,0.08620624441110168,0.00812,0.08974444606770159,0.30744,0.4614332523777868,0.0,0.0,0.0,0.0,0.19616,0.39709099007663007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.04652,0.08620624441110168,0.00812,0.08974444606770159,0.30744,0.4614332523777868,0.0,0.0,0.0,0.0,0.19616,0.39709099007663007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.04652,0.08620624441110168,0.00812,0.08974444606770159,0.30744,0.4614332523777868,0.0,0.0,0.0,0.0,0.19616,0.39709099007663007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.04652,0.08620624441110168,0.00812,0.08974444606770159,0.30744,0.4614332523777868,0.0,0.0,0.0,0.0,0.19616,0.39709099007663007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.046483636363636366,0.08651315938742186,0.00888,0.09381442106624943,0.30688,0.46119916045016063,0.0,0.0,0.0,0.0,0.19556,0.3966311717452305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.04652,0.08620624441110168,0.00812,0.08974444606770159,0.30744,0.4614332523777868,0.0,0.0,0.0,0.0,0.19616,0.39709099007663007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.046483636363636366,0.08651315938742186,0.00888,0.09381442106624943,0.30688,0.46119916045016063,0.0,0.0,0.0,0.0,0.19556,0.3966311717452305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.11422909090909092,0.11886710691265624,0.1172,0.3216584523994706,0.66676,0.4713715120794752,0.0,0.0,0.0,0.0,0.47244,0.49923986860033936,0.0,0.0,4e-05,0.006324428827965558,0.0,0.0,0.0,0.0,8e-05,0.008943914131967818,0.0,0.0
