Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.11301454545454546,0.11688692917423929,0.1152,0.3192631516476328,0.67428,0.46864323488120974,0.0,0.0,0.0,0.0,0.45368,0.49784983438778985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borda ranking,0.013716363636363636,0.04696748590859407,0.0,0.0,0.104,0.3052605444533838,0.0,0.0,0.0,0.0,0.04688,0.21138180054115097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.04874181818181818,0.08710248347606285,0.00796,0.08886303168361678,0.32896,0.4698354162896075,0.0,0.0,0.0,0.0,0.19924,0.3994288702634671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.04810909090909091,0.08637176201515782,0.00708,0.08384434149063562,0.32488,0.46832999647687196,0.0,0.0,0.0,0.0,0.19724,0.39791504419922835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.04810909090909091,0.08637176201515782,0.00708,0.08384434149063562,0.32488,0.46832999647687196,0.0,0.0,0.0,0.0,0.19724,0.39791504419922835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.04810909090909091,0.08637176201515782,0.00708,0.08384434149063562,0.32488,0.46832999647687196,0.0,0.0,0.0,0.0,0.19724,0.39791504419922835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.04810909090909091,0.08637176201515782,0.00708,0.08384434149063562,0.32488,0.46832999647687196,0.0,0.0,0.0,0.0,0.19724,0.39791504419922835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.04874181818181818,0.08710248347606285,0.00796,0.08886303168361678,0.32896,0.4698354162896075,0.0,0.0,0.0,0.0,0.19924,0.3994288702634671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.04810909090909091,0.08637176201515782,0.00708,0.08384434149063562,0.32488,0.46832999647687196,0.0,0.0,0.0,0.0,0.19724,0.39791504419922835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.04874181818181818,0.08710248347606285,0.00796,0.08886303168361678,0.32896,0.4698354162896075,0.0,0.0,0.0,0.0,0.19924,0.3994288702634671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.11219272727272726,0.11697943742827496,0.11436,0.31824800140771103,0.66816,0.4708738837523234,0.0,0.0,0.0,0.0,0.4516,0.49765192655099005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
