Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.00034945454545454554,0.006820422301816842,0.0,0.0,0.00024800000000000007,0.015165989371760133,0.0,0.0,0.0,0.0,0.0,0.0,0.0035960000000000007,0.05985865594822513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.09956363636363638,0.11966000722366496,0.03932,0.19435518413466596,0.67312,0.46907298536586867,0.0,0.0,0.0,0.0,0.35092,0.4772579528932827,0.03184,0.1755739570664972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borda ranking,0.012592727272727273,0.0439641144187429,0.0,0.0,0.10716,0.3093165601773881,0.0,0.0,0.0,0.0,0.03136,0.17428869842878378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.05306909090909091,0.08327330743756556,0.00136,0.03685309213620905,0.39488,0.4888249028025725,0.0,0.0,0.0,0.0,0.18752,0.39032838687443955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.036123636363636365,0.07126271880973069,0.00016,0.01264809867133816,0.27916,0.4485863288152935,0.0,0.0,0.0,0.0,0.11804,0.3226554794204059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.041516363636363636,0.07487383661646575,0.00012,0.010953793863316063,0.31572,0.46480198106291154,0.0,0.0,0.0,0.0,0.14084,0.34785642785489573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.05689454545454545,0.08330117143554865,0.00032,0.017885681423972895,0.4186,0.49332954503039794,0.0,0.0,0.0,0.0,0.20692,0.4050976593366643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.05254545454545454,0.08118512857177884,0.0002,0.014140721339451504,0.38896,0.48751422379250864,0.0,0.0,0.0,0.0,0.18884,0.391381469157607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.05553818181818182,0.08289155683744065,0.00036,0.018970250393709722,0.40896,0.49164185989400727,0.0,0.0,0.0,0.0,0.2016,0.4011950149241302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.05682545454545454,0.0832734888575148,0.00032,0.017885681423972895,0.41816,0.4932567428834152,0.0,0.0,0.0,0.0,0.2066,0.4048659531252747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0549709090909091,0.08261514749798633,0.00036,0.018970250393709722,0.40604,0.49109216894595764,0.0,0.0,0.0,0.0,0.19828,0.39870420313818233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.09968363636363636,0.12096178144194138,0.04048,0.19708213922113968,0.67304,0.4691025030842278,0.0,0.0,4e-05,0.006324428827965979,0.35156,0.47745739747127497,0.03136,0.17428869842878061,0.0,0.0,0.0,0.0,4e-05,0.006324428827965979,0.0,0.0,0.0,0.0
