Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.00010181818181818185,0.004081829100789298,0.0,0.0,0.00015600000000000002,0.011896513585001699,0.0,0.0,0.0,0.0,0.0,0.0,0.0009500000000000001,0.03079005643389248,0.0,0.0,4.000000000000001e-06,0.0006324428827966342,0.0,0.0,1e-05,0.0015811072069914737,0.0,0.0
Random Choice,0.2625309090909091,0.20846430809114402,0.05668,0.23123013990399613,0.92416,0.26474193925406964,0.0,0.0,0.0,0.0,0.82876,0.3767185453358654,0.31564,0.46477025550263695,0.0,0.0,0.29672,0.45681204187284724,0.0,0.0,0.46588,0.498834467133169,0.0,0.0
Borda ranking,0.011396363636363637,0.04719673463376732,0.0,0.0,0.06208,0.2413007948598999,0.0,0.0,0.0,0.0,0.06192,0.24101019397533202,0.00136,0.036853092136208604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.22714545454545457,0.19463282232375614,0.04836,0.21452578026898758,0.88804,0.31531723454323424,0.0,0.0,0.0,0.0,0.79576,0.40314516293762137,0.13064,0.33700621715327195,0.0,0.0,0.16576,0.37186505939656656,0.0,0.0,0.47004,0.49910159126163617,0.0,0.0
Approval Voting (AV),0.15621090909090907,0.10033275635342988,0.0,0.0,0.84232,0.364440691471193,0.0,0.0,0.0,0.0,0.77504,0.4175559823543981,0.10052,0.300692084365401,0.0,0.0,0.00044,0.020971561696736595,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.16739636363636362,0.046809589007285574,0.0,0.0,0.9728,0.16266579234739903,0.0,0.0,0.0,0.0,0.86836,0.33809896539328843,0.0002,0.014140721339453719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.17175272727272728,0.02910537585143264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88924,0.31383470553779336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.006324428827965715,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.17174545454545453,0.02910537585143264,0.0,0.0,0.99996,0.006324428827965715,0.0,0.0,0.0,0.0,0.88924,0.31383470553779336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.17186181818181817,0.03427099520441821,0.0,0.0,0.9998,0.014140721339451908,0.0,0.0,0.0,0.0,0.8892,0.31388430989774607,0.0,0.0,0.0,0.0,0.00016,0.012648098671338027,0.0,0.0,0.00132,0.03630781734006425,0.0,0.0
Monroe's Approval Rule (Monroe),0.17160363636363637,0.0376139766581646,0.0,0.0,0.99788,0.04599462577302193,0.0,0.0,0.0,0.0,0.88712,0.3164460548023913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264,0.051313062664397335,0.0,0.0
Greedy Monroe,0.1717381818181818,0.035647132573602365,0.0,0.0,0.99912,0.02965173856623073,0.0,0.0,0.0,0.0,0.8886,0.31462682657391383,0.0,0.0,0.0,0.0,0.00016,0.012648098671338027,0.0,0.0,0.00124,0.03519179449814339,0.0,0.0
Minimax Approval Voting (MAV),0.2631563636363637,0.20810803933193409,0.06024,0.2379309614152899,0.92724,0.2597421459832389,0.0,0.0,0.0,0.0,0.83228,0.3736174535536922,0.31312,0.4637627255396829,0.0,0.0,0.29292,0.4551020474574733,0.0,0.0,0.46892,0.4990330987018981,0.0,0.0
