Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.6421054545454546,0.3084929032614403,0.0688,0.2531137293787836,0.93252,0.2508514492683206,0.0,0.0,0.93252,0.2508514492683206,0.93252,0.2508514492683206,0.6662,0.47156925260237137,0.6662,0.47156925260237137,0.33316,0.47134320234834226,0.6662,0.47156925260237137,0.93252,0.2508514492683206,0.93252,0.2508514492683206
Borda ranking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.38276,0.21752095792039083,0.0,0.0,0.802,0.3984921580157417,0.0,0.0,0.802,0.3984921580157417,0.802,0.3984921580157417,0.0,0.0,0.0,0.0,0.20036,0.4002697470455904,0.0,0.0,0.802,0.3984921580157417,0.802,0.3984921580157417
Approval Voting (AV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.5722545454545453,0.28910713621076134,0.0,0.0,0.93188,0.25195171283400725,0.0,0.0,0.93188,0.25195171283400725,0.93188,0.25195171283400725,0.46696,0.498907164109748,0.46696,0.498907164109748,0.23452,0.42369844181909433,0.46696,0.498907164109748,0.93188,0.25195171283400725,0.93188,0.25195171283400725
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.5719672727272728,0.2879544156327514,0.0,0.0,0.93316,0.24974469844220054,0.0,0.0,0.93316,0.24974469844220054,0.93316,0.24974469844220054,0.46436,0.49872817285576365,0.46436,0.49872817285576365,0.23276,0.42259056118197125,0.46436,0.49872817285576365,0.93316,0.24974469844220054,0.93316,0.24974469844220054
Monroe's Approval Rule (Monroe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
