,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.001491090909090909,2e-06,0.0,0.0,6.4e-05,4e-05,0.005492,0.005048,0.0,0.0,0.005048,0.000702
Random Choice,0.015958545454545454,0.004476,0.022064,0.033508,0.036816,0.006762,0.024378,0.015216,0.0,0.002054,0.015216,0.015054
Borda ranking,0.0021681818181818182,0.0,0.003508,0.005812,0.007042,0.0,0.002062,0.001992,0.0,0.0,0.001992,0.001442
Plurality ranking,0.01005690909090909,0.0,0.02112,0.030122,0.03284,0.000236,0.011782,0.0,0.0,0.001914,0.0,0.012612
Approval Voting (AV),0.0032187272727272724,7.2e-05,0.0,0.004486,0.005982,0.000202,0.008528,0.008068,0.0,0.0,0.008068,0.0
Proportional Approval Voting (PAV),0.0032187272727272724,7.2e-05,0.0,0.004486,0.005982,0.000202,0.008528,0.008068,0.0,0.0,0.008068,0.0
Approval Chamberlin-Courant (CC),0.016166727272727274,0.004566,0.022312,0.03394,0.037188,0.006936,0.024662,0.0154,0.0,0.002114,0.0154,0.015316
Lexicographic Chamberlin-Courant (lex-CC),0.0032187272727272724,7.2e-05,0.0,0.004486,0.005982,0.000202,0.008528,0.008068,0.0,0.0,0.008068,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.015459454545454545,0.004172,0.02199,0.033174,0.036462,0.0061,0.023814,0.01452,0.0,0.00204,0.01452,0.013262
Monroe's Approval Rule (Monroe),0.01180690909090909,0.00287,0.01389,0.025518,0.028766,0.005208,0.017746,0.013456,0.0,0.0,0.013456,0.008966
Greedy Monroe,0.004466,0.000446,0.001638,0.008496,0.01064,0.000842,0.009624,0.00872,0.0,0.0,0.00872,0.0
Minimax Approval Voting (MAV),0.014854,0.004154,0.020198,0.031826,0.035074,0.00652,0.022548,0.014936,0.0,0.0,0.014936,0.013202
