,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.001446,0.0,0.0,0.0,5.4e-05,0.0,0.005296,0.005274,0.0,0.0,0.005274,4e-06
Random Choice,0.015478363636363636,0.00021,0.012674,0.03644,0.04034,0.00727,0.01864,0.017962,0.0,0.0,0.017962,0.018764
Borda ranking,0.001886,0.0,0.000882,0.00584,0.006722,0.0,0.00244,0.00243,0.0,0.0,0.00243,2e-06
Plurality ranking,0.007620545454545455,0.0,0.009052,0.027558,0.030664,0.001742,0.000244,0.0,0.0,0.0,0.0,0.014566
Approval Voting (AV),0.0035105454545454546,0.0,0.0,0.006282,0.007442,2.4e-05,0.008368,0.00825,0.0,0.0,0.00825,0.0
Proportional Approval Voting (PAV),0.0035105454545454546,0.0,0.0,0.006282,0.007442,2.4e-05,0.008368,0.00825,0.0,0.0,0.00825,0.0
Approval Chamberlin-Courant (CC),0.015553636363636363,0.000214,0.012732,0.036478,0.040378,0.007518,0.018718,0.018068,0.0,0.0,0.018068,0.018916
Lexicographic Chamberlin-Courant (lex-CC),0.0035105454545454546,0.0,0.0,0.006282,0.007442,2.4e-05,0.008368,0.00825,0.0,0.0,0.00825,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.015484727272727272,0.000208,0.012872,0.036638,0.040516,0.006944,0.018812,0.018134,0.0,0.0,0.018134,0.018074
Monroe's Approval Rule (Monroe),0.015524181818181817,0.000208,0.012674,0.03642,0.04032,0.007508,0.018676,0.01804,0.0,0.0,0.01804,0.01888
Greedy Monroe,0.006150181818181818,1e-05,0.002836,0.015514,0.017072,0.000186,0.010838,0.010598,0.0,0.0,0.010598,0.0
Minimax Approval Voting (MAV),0.015553636363636363,0.000214,0.012732,0.036478,0.040378,0.007518,0.018718,0.018068,0.0,0.0,0.018068,0.018916
