,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.01603927272727273,0.000132,0.000616,0.031428,0.038946,0.006266,0.024914,0.024608,0.0,0.0,0.024608,0.024914
Borda ranking,0.0003883636363636364,0.0,0.0,0.00166,0.002612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.004993636363636364,0.0,0.00051,0.024888,0.029532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0012967272727272727,0.0,0.0,0.006136,0.008128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0012967272727272727,0.0,0.0,0.006136,0.008128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.016061636363636365,0.000122,0.000594,0.031342,0.038836,0.00618,0.025046,0.024756,0.0,0.0,0.024756,0.025046
Lexicographic Chamberlin-Courant (lex-CC),0.0012967272727272727,0.0,0.0,0.006136,0.008128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.01607,0.000136,0.000642,0.03129,0.038768,0.006158,0.025114,0.024774,0.0,0.0,0.024774,0.025114
Monroe's Approval Rule (Monroe),0.016061636363636365,0.000122,0.000594,0.031342,0.038836,0.00618,0.025046,0.024756,0.0,0.0,0.024756,0.025046
Greedy Monroe,0.003610909090909091,0.0,0.000148,0.018048,0.021524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.016061636363636365,0.000122,0.000594,0.031342,0.038836,0.00618,0.025046,0.024756,0.0,0.0,0.024756,0.025046
