,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,6.58181818181818e-05,0.0,0.0,0.0,0.000182,0.000168,0.0,0.0,0.0,0.0,0.00037,0.0
Random Choice,0.004392181818181818,0.0,0.0,0.013916,0.031422,0.000982,0.0,0.0,0.0,0.0,0.001994,0.0
Borda ranking,0.0006705454545454545,0.0,0.0,0.001452,0.005924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.002686,0.0,0.0,0.008606,0.02091,2.8e-05,0.0,0.0,0.0,0.0,2e-06,0.0
Approval Voting (AV),0.001904,0.0,0.0,0.005608,0.015334,2e-06,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.002099090909090909,0.0,0.0,0.006346,0.016738,4e-06,0.0,0.0,0.0,0.0,2e-06,0.0
Approval Chamberlin-Courant (CC),0.0025987272727272725,0.0,0.0,0.00834,0.020236,6e-06,0.0,0.0,0.0,0.0,4e-06,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.002444909090909091,0.0,0.0,0.00774,0.019146,4e-06,0.0,0.0,0.0,0.0,4e-06,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.002546909090909091,0.0,0.0,0.008138,0.019872,4e-06,0.0,0.0,0.0,0.0,2e-06,0.0
Monroe's Approval Rule (Monroe),0.0025974545454545456,0.0,0.0,0.008334,0.020228,6e-06,0.0,0.0,0.0,0.0,4e-06,0.0
Greedy Monroe,0.002545818181818182,0.0,0.0,0.00813,0.019868,4e-06,0.0,0.0,0.0,0.0,2e-06,0.0
Minimax Approval Voting (MAV),0.004388727272727273,0.0,0.0,0.013894,0.0314,0.001014,0.0,0.0,0.0,0.0,0.001968,0.0
