,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.011503636363636363,0.000626,0.000122,0.030932,0.038696,0.00606,0.0,0.0,0.0,0.0,0.025052,0.025052
Borda ranking,0.00040036363636363636,0.0,0.0,0.001736,0.002668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.0013703636363636364,0.0,0.0,0.006514,0.00856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0013454545454545455,0.0,0.0,0.006376,0.008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0013454545454545455,0.0,0.0,0.006376,0.008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.0013454545454545455,0.0,0.0,0.006376,0.008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0013454545454545455,0.0,0.0,0.006376,0.008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.0013716363636363637,0.0,0.0,0.00652,0.008568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.0013454545454545455,0.0,0.0,0.006376,0.008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0013716363636363637,0.0,0.0,0.00652,0.008568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.011536,0.000652,0.000112,0.031116,0.038638,0.006318,0.0,0.0,0.0,0.0,0.02503,0.02503
