,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency,count_viols
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.270076,0.001296,0.0,0.064524,0.080564,0.009396,0.0,0.0,0.0,0.0,0.057148,0.057148,0.0
Borda ranking,0.009012,4e-06,0.0,0.003548,0.00546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.029496,0.0,0.0,0.012752,0.016744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.029848,0.0,0.0,0.01296,0.016888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.029848,0.0,0.0,0.01296,0.016888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.029848,0.0,0.0,0.01296,0.016888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.029848,0.0,0.0,0.01296,0.016888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.029504,0.0,0.0,0.012748,0.016756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.029848,0.0,0.0,0.01296,0.016888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.029504,0.0,0.0,0.012748,0.016756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.267832,0.001328,0.0,0.06404,0.079836,0.009284,0.0,0.0,0.0,0.0,0.056672,0.056672,0.0
