,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,6e-06,0.0,0.0,0.0,1e-05,4e-06,0.0,0.0,0.0,0.0,0.0,4.8e-05
Random Choice,0.007944,0.000738,0.00169,0.03676,0.040348,0.006982,0.0,0.0,0.0,0.0,0.000124,0.000742
Borda ranking,0.0011483636363636362,0.000208,0.0,0.005774,0.00658,0.0,0.0,0.0,0.0,0.0,0.0,7e-05
Plurality ranking,0.004606181818181818,0.0,0.000214,0.02372,0.025708,0.001026,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.004617454545454545,0.0,0.000224,0.023762,0.02574,0.001066,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.004617454545454545,0.0,0.000224,0.023762,0.02574,0.001066,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.004617454545454545,0.0,0.000224,0.023762,0.02574,0.001066,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.004617454545454545,0.0,0.000224,0.023762,0.02574,0.001066,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.004602,0.0,0.00021,0.023694,0.025696,0.001022,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.004617454545454545,0.0,0.000224,0.023762,0.02574,0.001066,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.004602,0.0,0.00021,0.023694,0.025696,0.001022,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.008010181818181817,0.000704,0.001682,0.037128,0.040714,0.007046,0.0,0.0,0.0,0.0,0.000124,0.000714
