,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.001995090909090909,0.0,0.0,0.0,6e-06,0.0,0.007432,0.003594,0.0,0.0,0.010908,6e-06
Random Choice,0.017693454545454543,0.0,0.029444,0.041398,0.046248,0.003032,0.011506,0.006298,0.0,0.0,0.01657,0.040132
Borda ranking,0.003197818181818182,0.0,0.0,0.0071,0.0071,0.0,0.010118,0.005168,0.0,0.0,0.00569,0.0
Plurality ranking,0.013640181818181819,0.0,0.023132,0.039344,0.043742,0.002006,0.0,0.0,0.0,0.0,0.001972,0.039846
Approval Voting (AV),0.0019947272727272726,0.0,0.0,0.0,0.0,0.0,0.00743,0.003592,0.0,0.0,0.01092,0.0
Proportional Approval Voting (PAV),0.0031412727272727274,0.0,4e-06,0.006372,0.006372,0.0,0.010162,0.005298,0.0,0.0,0.006346,0.0
Approval Chamberlin-Courant (CC),0.017661272727272727,0.0,0.029532,0.041462,0.046326,0.002934,0.011388,0.006122,0.0,0.0,0.01655,0.03996
Lexicographic Chamberlin-Courant (lex-CC),0.0038645454545454547,0.0,4e-06,0.00915,0.00915,0.0,0.011562,0.006322,0.0,0.0,0.006322,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.01737927272727273,0.0,0.029064,0.041474,0.046398,0.000678,0.011696,0.006332,0.0,0.0,0.015634,0.039896
Monroe's Approval Rule (Monroe),0.01734127272727273,0.0,0.02824,0.041414,0.046272,0.002634,0.010836,0.00575,0.0,0.0,0.01566,0.039948
Greedy Monroe,0.006369454545454545,0.0,0.005756,0.014956,0.016194,0.0,0.011268,0.006072,0.0,0.0,0.00658,0.009238
Minimax Approval Voting (MAV),0.013888,0.0,0.016204,0.035648,0.039788,0.0,0.01139,0.006162,0.0,0.0,0.006162,0.037414
