,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.0018565454545454545,0.0,0.0,0.0,0.00077,0.0,0.007384,0.004864,0.0,0.0,0.007224,0.000174
Random Choice,0.01611381818181818,0.000334,0.006858,0.036164,0.044616,0.00262,0.022562,0.018196,0.0,0.0,0.023104,0.022798
Borda ranking,0.0025345454545454547,0.0,4.4e-05,0.006596,0.008836,0.0,0.005118,0.003128,0.0,0.0,0.00402,0.000138
Plurality ranking,0.008012909090909091,0.0,0.004218,0.030048,0.036874,0.000572,4.8e-05,0.0,0.0,0.0,9.4e-05,0.016288
Approval Voting (AV),0.0040423636363636365,0.0,2e-05,0.007774,0.010776,2e-06,0.009596,0.006726,0.0,0.0,0.009572,0.0
Proportional Approval Voting (PAV),0.004888,4e-06,1.8e-05,0.01193,0.01597,0.0,0.01013,0.007224,0.0,0.0,0.008492,0.0
Approval Chamberlin-Courant (CC),0.01611,0.000308,0.006854,0.036118,0.044558,0.00273,0.022486,0.018268,0.0,0.0,0.023078,0.02281
Lexicographic Chamberlin-Courant (lex-CC),0.009544363636363636,0.000128,0.0009,0.028722,0.03458,0.0,0.01601,0.012322,0.0,0.0,0.012326,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.014621272727272728,0.00029,0.00628,0.035084,0.043092,0.00061,0.0219,0.017818,0.0,0.0,0.021812,0.013948
Monroe's Approval Rule (Monroe),0.01589072727272727,0.000284,0.006274,0.035984,0.044406,0.002582,0.022154,0.017962,0.0,0.0,0.022672,0.02248
Greedy Monroe,0.007804,3.2e-05,0.000812,0.021462,0.026502,4e-06,0.01375,0.010346,0.0,0.0,0.011842,0.001094
Minimax Approval Voting (MAV),0.012952545454545454,0.000238,0.003376,0.032652,0.040012,0.0015,0.019756,0.015762,0.0,0.0,0.018664,0.010518
