,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,6.909090909090909e-06,0.0,4e-06,0.0,6e-06,2.6e-05,0.0,0.0,0.0,0.0,0.0,3.6e-05
Random Choice,0.00815909090909091,0.00092,0.002562,0.037152,0.040746,0.007316,0.0,0.0,0.0,0.0,0.000226,0.000828
Borda ranking,0.0011272727272727272,0.000242,0.0,0.00567,0.006408,0.0,0.0,0.0,0.0,0.0,0.0,8e-05
Plurality ranking,0.004507818181818182,0.0,0.000216,0.023278,0.025162,0.00093,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.004506181818181818,0.0,0.00021,0.023256,0.025162,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.004506181818181818,0.0,0.00021,0.023256,0.025162,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.004506181818181818,0.0,0.00021,0.023256,0.025162,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.004506181818181818,0.0,0.00021,0.023256,0.025162,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.004510363636363636,0.0,0.000216,0.023286,0.025172,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.004506181818181818,0.0,0.00021,0.023256,0.025162,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.004510363636363636,0.0,0.000216,0.023286,0.025172,0.00094,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.008107636363636364,0.000898,0.002512,0.037012,0.040454,0.00724,0.0,0.0,0.0,0.0,0.000224,0.000844
