,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,7.272727272727272e-06,0.0,6e-06,0.0,8e-06,2.2e-05,0.0,0.0,0.0,0.0,0.0,4e-05
Random Choice,0.008149272727272727,0.000946,0.002552,0.037148,0.040606,0.007386,0.0,0.0,0.0,0.0,0.000228,0.000776
Borda ranking,0.0011427272727272727,0.000262,0.0,0.00575,0.006496,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05
Plurality ranking,0.004455636363636364,0.0,0.000192,0.022994,0.024932,0.000894,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.004451818181818182,0.0,0.000184,0.022976,0.024932,0.000878,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.004451818181818182,0.0,0.000184,0.022976,0.024932,0.000878,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.004451818181818182,0.0,0.000184,0.022976,0.024932,0.000878,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.004451818181818182,0.0,0.000184,0.022976,0.024932,0.000878,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.004456727272727273,0.0,0.000202,0.022992,0.024928,0.000902,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.004451818181818182,0.0,0.000184,0.022976,0.024932,0.000878,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.004456727272727273,0.0,0.000202,0.022992,0.024928,0.000902,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.008137454545454545,0.000966,0.002476,0.037162,0.040602,0.007248,0.0,0.0,0.0,0.0,0.000238,0.00082
