,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,0.000932,0.0,4e-06,0.0,0.000582,0.0,0.002632,0.001502,0.0,0.0,0.005288,0.000236
Random Choice,0.014393272727272729,0.000468,0.004862,0.037064,0.045564,0.001868,0.013092,0.009996,0.0,0.0,0.02388,0.021532
Borda ranking,0.0020945454545454544,0.0,0.0,0.006588,0.008818,0.0,0.002608,0.00149,0.0,0.0,0.00342,0.000116
Plurality ranking,0.007829272727272726,0.0,0.002354,0.031348,0.038192,0.000264,0.0,0.0,0.0,0.0,0.000706,0.013258
Approval Voting (AV),0.002638,0.0,3.6e-05,0.008152,0.011112,0.0,0.002656,0.001534,0.0,0.0,0.005528,0.0
Proportional Approval Voting (PAV),0.003921272727272727,1e-05,3e-05,0.014046,0.01825,0.0,0.004182,0.002708,0.0,0.0,0.003908,0.0
Approval Chamberlin-Courant (CC),0.013754727272727273,0.000488,0.00429,0.03697,0.04543,0.000114,0.012738,0.009728,0.0,0.0,0.018568,0.022976
Lexicographic Chamberlin-Courant (lex-CC),0.007056,0.000174,0.000264,0.025626,0.031098,0.0,0.007962,0.005838,0.0,0.0,0.006654,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.011710545454545454,0.000332,0.003438,0.03513,0.042912,6e-06,0.011436,0.008596,0.0,0.0,0.016168,0.010798
Monroe's Approval Rule (Monroe),0.010714363636363636,0.000326,0.00124,0.032954,0.040538,3e-05,0.009358,0.007016,0.0,0.0,0.011684,0.014712
Greedy Monroe,0.006673272727272727,5.8e-05,0.000406,0.023428,0.028948,0.0,0.006784,0.00473,0.0,0.0,0.006778,0.002274
Minimax Approval Voting (MAV),0.013691818181818182,0.000488,0.004276,0.036818,0.045258,0.000114,0.012722,0.009726,0.0,0.0,0.018472,0.022736
