,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency,count_viols
Neural Network,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.18,0.0047,0.0073,0.0721,0.0771,0.0175,0.0,0.0,0.0,0.0,0.0002,0.0011,0.0
Borda ranking,0.025,0.0016,0.0,0.011,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0
Plurality ranking,0.0861,0.0,0.0005,0.0404,0.0431,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0872,0.0,0.0005,0.0411,0.0436,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0872,0.0,0.0005,0.0411,0.0436,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.0872,0.0,0.0005,0.0411,0.0436,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0872,0.0,0.0005,0.0411,0.0436,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.0861,0.0,0.0005,0.0404,0.0431,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.0872,0.0,0.0005,0.0411,0.0436,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0861,0.0,0.0005,0.0404,0.0431,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.1864,0.0043,0.0084,0.0746,0.0796,0.0176,0.0,0.0,0.0,0.0,0.0004,0.0015,0.0
