,mean_violations,majority,majority_loser,fixed_majority,condorcet_winner,condorcet_loser,dummetts_condition,solid_coalitions,consensus_committee,strong_unanimity,local_stability,strong_pareto_efficiency
Neural Network,5.272727272727273e-06,0.0,0.0,0.0,5.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.021435454545454546,0.000298,0.00048,0.034966,0.04413,0.002528,0.039868,0.036818,0.0,0.0,0.036834,0.039868
Borda ranking,0.00038509090909090904,0.0,0.0,0.00165,0.002586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.004996727272727273,0.0,0.000236,0.024982,0.029746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.00134,0.0,8e-06,0.00637,0.008362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.00134,0.0,8e-06,0.00637,0.008362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.021442909090909092,0.00024,0.000506,0.03504,0.04421,0.002378,0.040002,0.03674,0.0,0.0,0.036754,0.040002
Lexicographic Chamberlin-Courant (lex-CC),0.00134,0.0,8e-06,0.00637,0.008362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.02153,0.000278,0.000472,0.034972,0.044258,0.002602,0.040098,0.037012,0.0,0.0,0.03704,0.040098
Monroe's Approval Rule (Monroe),0.020551272727272727,0.000224,0.000302,0.033996,0.042904,0.001966,0.038296,0.035034,0.0,0.0,0.035046,0.038296
Greedy Monroe,0.0034743636363636365,0.0,7e-05,0.017328,0.02082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.004974,0.0,0.000266,0.024882,0.029566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
