,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.013232666666666667,0.0,0.6513066666666667,0.44434666666666667,0.03708,0.18001333333333333,0.06997333333333333,0.05216,0.05397333333333333,0.426,0.08513333333333334,0.41905333333333333,0.2912266666666667,0.11402666666666667,0.33428,0.060746666666666664,0.052333333333333336,0.22824
Max Violations Committee,0.6504213333333334,0.6513066666666667,0.0,0.44336,0.6453333333333333,0.63784,0.64504,0.64552,0.6445333333333333,0.46625333333333335,0.6437733333333333,0.48041333333333336,0.53364,0.63516,0.52384,0.64388,0.64556,0.5906
Random Choice,0.44418333333333326,0.44434666666666667,0.44336,0.0,0.4434666666666667,0.445,0.44237333333333334,0.44378666666666666,0.44364,0.44506666666666667,0.44410666666666665,0.44344,0.44410666666666665,0.44368,0.44466666666666665,0.44396,0.44384,0.44388
Borda ranking,0.03689533333333334,0.03708,0.6453333333333333,0.4434666666666667,0.0,0.16842666666666667,0.05973333333333333,0.0404,0.039253333333333335,0.44722666666666666,0.07248,0.40056,0.31232,0.10506666666666667,0.35549333333333333,0.04661333333333333,0.0402,0.22704
Plurality ranking,0.1799,0.18001333333333333,0.63784,0.445,0.16842666666666667,0.0,0.13314666666666666,0.19149333333333332,0.19025333333333333,0.49977333333333335,0.20170666666666667,0.3569733333333333,0.38437333333333334,0.21198666666666666,0.41458666666666666,0.19210666666666668,0.19142666666666666,0.2982533333333333
STV,0.06996866666666667,0.06997333333333333,0.64504,0.44237333333333334,0.05973333333333333,0.13314666666666666,0.0,0.08285333333333333,0.08222666666666667,0.4444533333333333,0.10369333333333333,0.40892,0.30948,0.12450666666666667,0.3528,0.08416,0.08266666666666667,0.23462666666666668
Approval Voting (AV),0.050088,0.05216,0.64552,0.44378666666666666,0.0404,0.19149333333333332,0.08285333333333333,0.0,0.011946666666666666,0.44149333333333335,0.060533333333333335,0.40688,0.30665333333333333,0.09805333333333334,0.3497733333333333,0.032093333333333335,0.0006,0.2258
Proportional Approval Voting (PAV),0.051902000000000004,0.05397333333333333,0.6445333333333333,0.44364,0.039253333333333335,0.19025333333333333,0.08222666666666667,0.011946666666666666,0.0,0.44506666666666667,0.049493333333333334,0.40302666666666664,0.31024,0.09777333333333334,0.35334666666666664,0.02096,0.011493333333333333,0.22508
Approval Chamberlin-Courant (CC),0.42451533333333324,0.426,0.46625333333333335,0.44506666666666667,0.44722666666666666,0.49977333333333335,0.4444533333333333,0.44149333333333335,0.44506666666666667,0.0,0.44572,0.6666666666666666,0.14570666666666668,0.4605066666666667,0.11257333333333333,0.4470133333333333,0.44161333333333336,0.43938666666666665
Lexicographic Chamberlin-Courant (lex-CC),0.08347733333333332,0.08513333333333334,0.6437733333333333,0.44410666666666665,0.07248,0.20170666666666667,0.10369333333333333,0.060533333333333335,0.049493333333333334,0.44572,0.0,0.40142666666666665,0.31384,0.11653333333333334,0.34816,0.03642666666666667,0.060226666666666664,0.23386666666666667
