Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.053094545454545464,0.0,0.01772,0.0,0.171,4e-05,0.22148,0.0,0.0,0.17076,0.00304,0.0
NN-1,0.05288727272727272,0.0,0.01688,0.0,0.17092,4e-05,0.22088,0.0,0.0,0.17068,0.00236,0.0
NN-2,0.053436363636363636,0.0,0.01964,0.0,0.1716,0.0,0.22184,0.0,8e-05,0.1714,0.00324,0.0
NN-3,0.05292000000000001,0.0,0.0162,0.0,0.17084,0.0,0.2214,0.0,0.0,0.17064,0.00304,0.0
NN-4,0.05308363636363636,0.0,0.0182,0.0,0.17108,0.0,0.2214,0.0,0.0,0.17084,0.0024,0.0
NN-5,0.05314909090909092,0.0,0.01732,0.0,0.17176,0.0,0.22176,0.0,0.0,0.17156,0.00224,0.0
NN-6,0.05338181818181819,0.0,0.0184,0.0,0.17196,0.0,0.22244,0.0,0.0,0.17172,0.00268,0.0
NN-7,0.05340363636363637,0.0,0.01956,0.0,0.17164,0.0,0.2222,0.0,0.0,0.17144,0.0026,0.0
NN-8,0.052687272727272735,0.0,0.01676,0.0,0.17016,0.0,0.22044,0.0,0.0,0.16996,0.00224,0.0
NN-9,0.053389090909090914,0.0,0.01912,0.0,0.17192,0.0,0.22208,0.0,0.0,0.17172,0.00244,0.0
NN-10,0.05285090909090909,0.0,0.01584,0.0,0.1712,0.0,0.22112,0.0,0.0,0.171,0.0022,0.0
NN-11,0.05297090909090909,0.0,0.01744,0.0,0.17088,0.0,0.22132,0.0,0.0,0.17072,0.00232,0.0
NN-12,0.05302181818181819,0.0,0.0164,0.0,0.1712,0.0,0.22172,0.0,0.0,0.171,0.00292,0.0
NN-13,0.053025454545454556,0.0,0.01652,0.0,0.17156,0.0,0.22148,0.0,0.0,0.17136,0.00236,0.0
NN-14,0.05329818181818182,0.0,0.02,0.0,0.1712,4e-05,0.22144,0.0,0.0,0.171,0.0026,0.0
NN-15,0.053305454545454545,0.0,0.019,0.0,0.17152,4e-05,0.22208,0.0,0.0,0.17132,0.0024,0.0
NN-16,0.05316727272727272,0.0,0.01556,0.0,0.17208,0.0,0.22256,0.0,4e-05,0.17184,0.00276,0.0
NN-17,0.05289818181818182,0.0,0.01624,0.0,0.17076,0.0,0.22088,0.0,0.0,0.17056,0.00344,0.0
NN-18,0.05288363636363636,0.0,0.0156,0.0,0.17116,0.0,0.22156,0.0,0.0,0.17096,0.00244,0.0
NN-19,0.05306181818181818,0.0,0.01496,0.0,0.172,0.0,0.22216,0.0,0.0,0.1718,0.00276,0.0
Random Choice,0.29618181818181816,0.03872,0.90732,0.0,0.49376,0.04176,0.55532,0.00228,0.1644,0.48452,0.56992,0.0
Borda ranking,0.052134545454545454,0.0,0.19044,0.0,0.11688,0.00712,0.13924,0.0,0.001,0.1168,0.002,0.0
Plurality ranking,0.1233381818181818,0.00924,0.7816,0.0,0.00372,0.03188,0.00464,0.0,0.09488,0.0,0.43076,0.0
STV,0.1508181818181818,0.00224,0.6506,0.0,0.2584,0.01496,0.39172,0.00012,0.05832,0.25708,0.02556,0.0
Approval Voting (AV),0.08754545454545455,0.0,0.23136,0.0,0.22712,0.0,0.27852,0.0,0.00016,0.22584,0.0,0.0
Proportional Approval Voting (PAV),0.09429454545454545,0.0,0.30744,0.0,0.2338,0.00276,0.26136,4e-05,0.00024,0.2316,0.0,0.0
Approval Chamberlin-Courant (CC),0.2953963636363637,0.037,0.90708,0.0,0.49236,0.0416,0.55224,0.00232,0.16408,0.48416,0.56852,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.1563781818181818,0.0,0.67568,0.0,0.33248,0.04316,0.32696,0.0008,0.0142,0.32688,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.27883636363636366,0.01512,0.89412,0.0,0.4848,0.04136,0.5422,0.00248,0.15424,0.47708,0.4558,0.0
Monroe's Approval Rule (Monroe),0.29344,0.03616,0.90564,0.0,0.48976,0.04108,0.54952,0.00216,0.15696,0.4816,0.56496,0.0
Greedy Monroe,0.14024727272727275,0.00012,0.54544,0.0,0.30336,0.0252,0.33184,0.00036,0.01664,0.3002,0.01956,0.0
Minimax Approval Voting (MAV),0.24746545454545454,0.02636,0.8266,0.0,0.44292,0.0426,0.48524,0.00152,0.09396,0.43572,0.3672,0.0
